region,year,variant,gender,freq,age5yearinterval,totaldeaths
1502,1950,estimates,female,5yearly,0_4,18287.936
1502,1950,estimates,male,5yearly,0_4,20778.122
1502,1950,estimates,female,5yearly,5_9,1358.902
1502,1950,estimates,male,5yearly,5_9,1646.082
1502,1950,estimates,female,5yearly,10_14,935.374
1502,1950,estimates,male,5yearly,10_14,1280.388
1502,1950,estimates,female,5yearly,15_19,835.462
1502,1950,estimates,male,5yearly,15_19,1150.151
1502,1950,estimates,female,5yearly,20_24,976.259
1502,1950,estimates,male,5yearly,20_24,1222.892
1502,1950,estimates,female,5yearly,25_29,1087.669
1502,1950,estimates,male,5yearly,25_29,1155.169
1502,1950,estimates,female,5yearly,30_34,1132.556
1502,1950,estimates,male,5yearly,30_34,1130.907
1502,1950,estimates,female,5yearly,35_39,1265.981
1502,1950,estimates,male,5yearly,35_39,1347.431
1502,1950,estimates,female,5yearly,40_44,1492.979
1502,1950,estimates,male,5yearly,40_44,1754.57
1502,1950,estimates,female,5yearly,45_49,1553.201
1502,1950,estimates,male,5yearly,45_49,2139.227
1502,1950,estimates,female,5yearly,50_54,1520.033
1502,1950,estimates,male,5yearly,50_54,2371.042
1502,1950,estimates,female,5yearly,55_59,1912.564
1502,1950,estimates,male,5yearly,55_59,2798.7
1502,1950,estimates,female,5yearly,60_64,2656.47
1502,1950,estimates,male,5yearly,60_64,3280.538
1502,1950,estimates,female,5yearly,65_69,3077.367
1502,1950,estimates,male,5yearly,65_69,3318.522
1502,1950,estimates,female,5yearly,70_74,3009.421
1502,1950,estimates,male,5yearly,70_74,2855.262
1502,1950,estimates,female,5yearly,75_79,2535.583
1502,1950,estimates,male,5yearly,75_79,2038.732
1502,1950,estimates,female,5yearly,80_84,1599.733
1502,1950,estimates,male,5yearly,80_84,1043.234
1502,1950,estimates,female,5yearly,85_89,655.785
1502,1950,estimates,male,5yearly,85_89,350.482
1502,1950,estimates,female,5yearly,90_94,222.861
1502,1950,estimates,male,5yearly,90_94,111.159
1502,1950,estimates,female,5yearly,95plus,86.864
1502,1950,estimates,male,5yearly,95plus,39.877
1502,1955,estimates,female,5yearly,0_4,17736.494
1502,1955,estimates,male,5yearly,0_4,20166.771
1502,1955,estimates,female,5yearly,5_9,1538.532
1502,1955,estimates,male,5yearly,5_9,1734.738
1502,1955,estimates,female,5yearly,10_14,926.561
1502,1955,estimates,male,5yearly,10_14,1169.272
1502,1955,estimates,female,5yearly,15_19,741.061
1502,1955,estimates,male,5yearly,15_19,1044.306
1502,1955,estimates,female,5yearly,20_24,895.351
1502,1955,estimates,male,5yearly,20_24,1194.004
1502,1955,estimates,female,5yearly,25_29,1045.368
1502,1955,estimates,male,5yearly,25_29,1205.287
1502,1955,estimates,female,5yearly,30_34,1130.303
1502,1955,estimates,male,5yearly,30_34,1188.805
1502,1955,estimates,female,5yearly,35_39,1218.218
1502,1955,estimates,male,5yearly,35_39,1321.723
1502,1955,estimates,female,5yearly,40_44,1332.257
1502,1955,estimates,male,5yearly,40_44,1687.067
1502,1955,estimates,female,5yearly,45_49,1427.03
1502,1955,estimates,male,5yearly,45_49,2080.549
1502,1955,estimates,female,5yearly,50_54,1632.471
1502,1955,estimates,male,5yearly,50_54,2561.65
1502,1955,estimates,female,5yearly,55_59,2062.998
1502,1955,estimates,male,5yearly,55_59,3109.545
1502,1955,estimates,female,5yearly,60_64,2664.905
