region,year,variant,gender,freq,age5yearinterval,totaldeaths
1500,1950,estimates,female,5yearly,0_4,4714.565
1500,1950,estimates,male,5yearly,0_4,5297.385
1500,1950,estimates,female,5yearly,5_9,493.915
1500,1950,estimates,male,5yearly,5_9,477.62
1500,1950,estimates,female,5yearly,10_14,305.086
1500,1950,estimates,male,5yearly,10_14,274.407
1500,1950,estimates,female,5yearly,15_19,283.561
1500,1950,estimates,male,5yearly,15_19,272.777
1500,1950,estimates,female,5yearly,20_24,308.049
1500,1950,estimates,male,5yearly,20_24,345.998
1500,1950,estimates,female,5yearly,25_29,298.172
1500,1950,estimates,male,5yearly,25_29,341.256
1500,1950,estimates,female,5yearly,30_34,279.637
1500,1950,estimates,male,5yearly,30_34,299.553
1500,1950,estimates,female,5yearly,35_39,258.038
1500,1950,estimates,male,5yearly,35_39,283.291
1500,1950,estimates,female,5yearly,40_44,233.477
1500,1950,estimates,male,5yearly,40_44,276.812
1500,1950,estimates,female,5yearly,45_49,217.751
1500,1950,estimates,male,5yearly,45_49,277.597
1500,1950,estimates,female,5yearly,50_54,222.319
1500,1950,estimates,male,5yearly,50_54,280.597
1500,1950,estimates,female,5yearly,55_59,250.887
1500,1950,estimates,male,5yearly,55_59,287.498
1500,1950,estimates,female,5yearly,60_64,288.885
1500,1950,estimates,male,5yearly,60_64,305.174
1500,1950,estimates,female,5yearly,65_69,315.568
1500,1950,estimates,male,5yearly,65_69,315.102
1500,1950,estimates,female,5yearly,70_74,307.073
1500,1950,estimates,male,5yearly,70_74,289.326
1500,1950,estimates,female,5yearly,75_79,251.418
1500,1950,estimates,male,5yearly,75_79,219.186
1500,1950,estimates,female,5yearly,80_84,158.261
1500,1950,estimates,male,5yearly,80_84,128.799
1500,1950,estimates,female,5yearly,85_89,62.427
1500,1950,estimates,male,5yearly,85_89,46.794
1500,1950,estimates,female,5yearly,90_94,15.972
1500,1950,estimates,male,5yearly,90_94,9.74
1500,1950,estimates,female,5yearly,95plus,2.645
1500,1950,estimates,male,5yearly,95plus,1.152
1500,1955,estimates,female,5yearly,0_4,4807.451
1500,1955,estimates,male,5yearly,0_4,5393.388
1500,1955,estimates,female,5yearly,5_9,489.168
1500,1955,estimates,male,5yearly,5_9,477.266
1500,1955,estimates,female,5yearly,10_14,294.543
1500,1955,estimates,male,5yearly,10_14,275.155
1500,1955,estimates,female,5yearly,15_19,272.48
1500,1955,estimates,male,5yearly,15_19,269.819
1500,1955,estimates,female,5yearly,20_24,296.222
1500,1955,estimates,male,5yearly,20_24,321.257
1500,1955,estimates,female,5yearly,25_29,288.478
1500,1955,estimates,male,5yearly,25_29,305.914
1500,1955,estimates,female,5yearly,30_34,274.309
1500,1955,estimates,male,5yearly,30_34,275.747
1500,1955,estimates,female,5yearly,35_39,256.301
1500,1955,estimates,male,5yearly,35_39,267.515
1500,1955,estimates,female,5yearly,40_44,232.856
1500,1955,estimates,male,5yearly,40_44,267.664
1500,1955,estimates,female,5yearly,45_49,219.286
1500,1955,estimates,male,5yearly,45_49,268.485
1500,1955,estimates,female,5yearly,50_54,228.241
1500,1955,estimates,male,5yearly,50_54,274.997
1500,1955,estimates,female,5yearly,55_59,256.435
1500,1955,estimates,male,5yearly,55_59,286.934
1500,1955,estimates,female,5yearly,60_64,291.472
1500,1955,estimates,male,5yearly,60_64,301.058
1500,1955,estimates,female,5yearly,65_69,313.089
1500,1955,estimates,male,5yearly,65_69,305.643
1500,1955,estimates,female,5yearly,70_74,307.22
1500,1955,estimates,male,5yearly,70_74,282.631
1500,1955,estimates,female,5yearly,75_79,246.499
1500,1955,estimates,male,5yearly,75_79,213.043
1500,1955,estimates,female,5yearly,80_84,147.275
1500,1955,estimates,male,5yearly,80_84,117.257
1500,1955,estimates,female,5yearly,85_89,60.383
1500,1955,estimates,male,5yearly,85_89,42.811
1500,1955,estimates,female,5yearly,90_94,15.556
1500,1955,estimates,male,5yearly,90_94,9.43
1500,1955,estimates,female,5yearly,95plus,2.551
1500,1955,estimates,male,5yearly,95plus,1.102
1500,1960,estimates,female,5yearly,0_4,4949.113
