region,year,variant,gender,freq,age5yearinterval,totaldeaths
912,1950,estimates,female,5yearly,"Region, subregion, country or area *",Northern Africa
912,1950,estimates,male,5yearly,"Region, subregion, country or area *",Northern Africa
912,1950,estimates,female,5yearly,0_4,1964.967
912,1950,estimates,male,5yearly,0_4,2043.71
912,1950,estimates,female,5yearly,5_9,107.358
912,1950,estimates,male,5yearly,5_9,104.449
912,1950,estimates,female,5yearly,10_14,44.896
912,1950,estimates,male,5yearly,10_14,45.662
912,1950,estimates,female,5yearly,15_19,49.068
912,1950,estimates,male,5yearly,15_19,53.571
912,1950,estimates,female,5yearly,20_24,54.929
912,1950,estimates,male,5yearly,20_24,66.227
912,1950,estimates,female,5yearly,25_29,52.851
912,1950,estimates,male,5yearly,25_29,62.915
912,1950,estimates,female,5yearly,30_34,49.122
912,1950,estimates,male,5yearly,30_34,56.457
912,1950,estimates,female,5yearly,35_39,46.433
912,1950,estimates,male,5yearly,35_39,55.756
912,1950,estimates,female,5yearly,40_44,44.52
912,1950,estimates,male,5yearly,40_44,58.385
912,1950,estimates,female,5yearly,45_49,46.382
912,1950,estimates,male,5yearly,45_49,65.953
912,1950,estimates,female,5yearly,50_54,53.633
912,1950,estimates,male,5yearly,50_54,76.387
912,1950,estimates,female,5yearly,55_59,62.464
912,1950,estimates,male,5yearly,55_59,84.027
912,1950,estimates,female,5yearly,60_64,72.781
912,1950,estimates,male,5yearly,60_64,90.514
912,1950,estimates,female,5yearly,65_69,84.942
912,1950,estimates,male,5yearly,65_69,98.206
912,1950,estimates,female,5yearly,70_74,92.275
912,1950,estimates,male,5yearly,70_74,96.873
912,1950,estimates,female,5yearly,75_79,79.278
912,1950,estimates,male,5yearly,75_79,75.603
912,1950,estimates,female,5yearly,80_84,50.487
912,1950,estimates,male,5yearly,80_84,46.279
912,1950,estimates,female,5yearly,85_89,23.973
912,1950,estimates,male,5yearly,85_89,19.855
912,1950,estimates,female,5yearly,90_94,9.8
912,1950,estimates,male,5yearly,90_94,6.308
912,1950,estimates,female,5yearly,95plus,3.239
912,1950,estimates,male,5yearly,95plus,1.564
912,1955,estimates,female,5yearly,"Region, subregion, country or area *",Northern Africa
912,1955,estimates,male,5yearly,"Region, subregion, country or area *",Northern Africa
912,1955,estimates,female,5yearly,0_4,1877.814
912,1955,estimates,male,5yearly,0_4,1983.254
912,1955,estimates,female,5yearly,5_9,106.241
912,1955,estimates,male,5yearly,5_9,107.259
912,1955,estimates,female,5yearly,10_14,45.06
912,1955,estimates,male,5yearly,10_14,47.437
912,1955,estimates,female,5yearly,15_19,46.848
912,1955,estimates,male,5yearly,15_19,51.662
912,1955,estimates,female,5yearly,20_24,53.258
912,1955,estimates,male,5yearly,20_24,64.816
912,1955,estimates,female,5yearly,25_29,54.266
912,1955,estimates,male,5yearly,25_29,65.01
912,1955,estimates,female,5yearly,30_34,52.205
912,1955,estimates,male,5yearly,30_34,60.043
