country,variant,freq,year,under5mortalityper1000livebirth
64,estimates,5yearly,1950,360.501716472614
64,estimates,5yearly,1955,340.107831698263
64,estimates,5yearly,1960,314.596586906052
64,estimates,5yearly,1965,280.595722533402
64,estimates,5yearly,1970,247.271063852658
64,estimates,5yearly,1975,219.462260225965
64,estimates,5yearly,1980,184.318593095804
64,estimates,5yearly,1985,153.558530230677
64,estimates,5yearly,1990,124.813065953916
64,estimates,5yearly,1995,100.104246676925
64,estimates,5yearly,2000,68.607021438371
64,estimates,5yearly,2005,50.0316174849051
64,estimates,5yearly,2010,37.3187597041997
64,medium_variant,5yearly,2015,29.6447747184718
64,medium_variant,5yearly,2020,24.319030786766
64,medium_variant,5yearly,2025,20.4201525589853
64,medium_variant,5yearly,2030,17.5041524679823
64,medium_variant,5yearly,2035,15.0613667533349
64,medium_variant,5yearly,2040,13.3630918504131
64,medium_variant,5yearly,2045,11.9079873359118
64,medium_variant,5yearly,2050,10.612373957633
64,medium_variant,5yearly,2055,9.58599072636379
64,medium_variant,5yearly,2060,8.63783974185284
64,medium_variant,5yearly,2065,7.7886152323311
64,medium_variant,5yearly,2070,7.03185714187726
64,medium_variant,5yearly,2075,6.3363154477456
64,medium_variant,5yearly,2080,5.70603878203702
64,medium_variant,5yearly,2085,5.138147374116
64,medium_variant,5yearly,2090,4.64183528134743
64,medium_variant,5yearly,2095,4.20540939292191
64,estimates,5yearly,Regi,Bhutan
64,medium_variant,5yearly,Regi,Bhutan
