country,variant,freq,year,under5mortalityper1000livebirth
728,estimates,5yearly,1950,406.433387395951
728,estimates,5yearly,1955,372.98689049348
728,estimates,5yearly,1960,347.702134820505
728,estimates,5yearly,1965,323.356220558912
728,estimates,5yearly,1970,304.336881369826
728,estimates,5yearly,1975,284.130526700544
728,estimates,5yearly,1980,276.008616777091
728,estimates,5yearly,1985,252.930762436629
728,estimates,5yearly,1990,219.406118916271
728,estimates,5yearly,1995,189.526075555898
728,estimates,5yearly,2000,164.856310342857
728,estimates,5yearly,2005,142.140599574953
728,estimates,5yearly,2010,122.232165100495
728,medium_variant,5yearly,2015,104.208257746752
728,medium_variant,5yearly,2020,89.6890844960276
728,medium_variant,5yearly,2025,76.4992985862959
728,medium_variant,5yearly,2030,65.4080545901425
728,medium_variant,5yearly,2035,55.8843228538188
728,medium_variant,5yearly,2040,47.4748821249603
728,medium_variant,5yearly,2045,40.6251973762383
728,medium_variant,5yearly,2050,35.3618624351559
728,medium_variant,5yearly,2055,31.1149295822722
728,medium_variant,5yearly,2060,27.5494446978582
728,medium_variant,5yearly,2065,24.8230234265211
728,medium_variant,5yearly,2070,22.784319872648
728,medium_variant,5yearly,2075,21.0963903180562
728,medium_variant,5yearly,2080,19.5571885810411
728,medium_variant,5yearly,2085,18.2895230390379
728,medium_variant,5yearly,2090,17.0251453989394
728,medium_variant,5yearly,2095,16.1818564614624
728,estimates,5yearly,Regi,South Sudan
728,medium_variant,5yearly,Regi,South Sudan
