country,variant,freq,year,under5mortalityper1000livebirth
360,estimates,5yearly,1950,298.468320288867
360,estimates,5yearly,1955,253.536602163571
360,estimates,5yearly,1960,214.392159169203
360,estimates,5yearly,1965,180.805516018322
360,estimates,5yearly,1970,149.400260079321
360,estimates,5yearly,1975,127.402012774742
360,estimates,5yearly,1980,108.972120560211
360,estimates,5yearly,1985,91.0708153713031
360,estimates,5yearly,1990,73.1027103850858
360,estimates,5yearly,1995,57.5616213180753
360,estimates,5yearly,2000,45.5693629019688
360,estimates,5yearly,2005,36.5510981898837
360,estimates,5yearly,2010,30.2529626865992
360,medium_variant,5yearly,2015,25.9168534040674
360,medium_variant,5yearly,2020,22.6508505103269
360,medium_variant,5yearly,2025,19.9428804328632
360,medium_variant,5yearly,2030,17.619462476718
360,medium_variant,5yearly,2035,15.5220458717757
360,medium_variant,5yearly,2040,14.215659352981
360,medium_variant,5yearly,2045,13.0751680847764
360,medium_variant,5yearly,2050,11.992244662605
360,medium_variant,5yearly,2055,11.0284359377913
360,medium_variant,5yearly,2060,10.1611027926327
360,medium_variant,5yearly,2065,9.36489902094151
360,medium_variant,5yearly,2070,8.62483354386179
360,medium_variant,5yearly,2075,8.04903510263277
360,medium_variant,5yearly,2080,7.64555989470272
360,medium_variant,5yearly,2085,7.25195265321466
360,medium_variant,5yearly,2090,6.89637192539616
360,medium_variant,5yearly,2095,6.57353544387596
360,estimates,5yearly,Regi,Indonesia
360,medium_variant,5yearly,Regi,Indonesia
