country,variant,freq,year,under5mortalityper1000livebirth
368,estimates,5yearly,1950,326.428818176125
368,estimates,5yearly,1955,245.2165414888
368,estimates,5yearly,1960,185.167391821373
368,estimates,5yearly,1965,131.760728438414
368,estimates,5yearly,1970,103.72724599726
368,estimates,5yearly,1975,80.7809173279695
368,estimates,5yearly,1980,59.2307041879488
368,estimates,5yearly,1985,54.5466513473227
368,estimates,5yearly,1990,48.1500317247634
368,estimates,5yearly,1995,46.4124439766512
368,estimates,5yearly,2000,41.2910407603092
368,estimates,5yearly,2005,38.7544695595251
368,estimates,5yearly,2010,37.5065719119674
368,medium_variant,5yearly,2015,32.0593273088232
368,medium_variant,5yearly,2020,27.6840069497856
368,medium_variant,5yearly,2025,23.9790142709509
368,medium_variant,5yearly,2030,20.9047273491997
368,medium_variant,5yearly,2035,18.7645977908101
368,medium_variant,5yearly,2040,16.7502325559421
368,medium_variant,5yearly,2045,14.9771650512998
368,medium_variant,5yearly,2050,13.3492807092419
368,medium_variant,5yearly,2055,11.9299190108585
368,medium_variant,5yearly,2060,10.617001151864
368,medium_variant,5yearly,2065,9.43994143130211
368,medium_variant,5yearly,2070,8.65958727050231
368,medium_variant,5yearly,2075,7.95952474220574
368,medium_variant,5yearly,2080,7.3235193035216
368,medium_variant,5yearly,2085,6.8201438209825
368,medium_variant,5yearly,2090,6.39385090413391
368,medium_variant,5yearly,2095,6.13741874779483
368,estimates,5yearly,Regi,Iraq
368,medium_variant,5yearly,Regi,Iraq
