agebroad,population,region,variant,year
0_1,30630.052,1503,estimates,1950
0_4,71075.904,1503,estimates,1950
0_14,187299.575,1503,estimates,1950
0_17,220132.703,1503,estimates,1950
0_19,241869.635,1503,estimates,1950
0_24,296201.233,1503,estimates,1950
3_4,26354.594,1503,estimates,1950
3_5,38831.278,1503,estimates,1950
3_6,50963.949,1503,estimates,1950
4_5,25386.799,1503,estimates,1950
4_6,37519.47,1503,estimates,1950
5_14,116223.671,1503,estimates,1950
5_10,71098.632,1503,estimates,1950
5_11,82500.312,1503,estimates,1950
6_9,47188.461,1503,estimates,1950
6_10,58621.948,1503,estimates,1950
6_11,70023.628,1503,estimates,1950
6_12,81376.422,1503,estimates,1950
7_10,46489.277,1503,estimates,1950
7_12,69243.751,1503,estimates,1950
11_16,67080.229,1503,estimates,1950
11_17,77958.167,1503,estimates,1950
11_18,88821.105,1503,estimates,1950
12_14,33723.359,1503,estimates,1950
12_16,55678.549,1503,estimates,1950
12_17,66556.487,1503,estimates,1950
12_18,77419.425,1503,estimates,1950
13_17,55203.693,1503,estimates,1950
13_18,66066.631,1503,estimates,1950
13_19,76940.625,1503,estimates,1950
15_17,32833.128,1503,estimates,1950
18_23,65169.862,1503,estimates,1950
15_24,108901.658,1503,estimates,1950
15_49,339535.119,1503,estimates,1950
15_59,406047.168,1503,estimates,1950
15_64,432445.8,1503,estimates,1950
20_64,377875.74,1503,estimates,1950
20_69,399224.601,1503,estimates,1950
25_49,230633.461,1503,estimates,1950
25_64,323544.142,1503,estimates,1950
25_69,344893.003,1503,estimates,1950
15plus,485596.383,1503,estimates,1950
16plus,474575.716,1503,estimates,1950
17plus,463641.193,1503,estimates,1950
18plus,452763.255,1503,estimates,1950
20plus,431026.323,1503,estimates,1950
21plus,420155.093,1503,estimates,1950
25plus,376694.725,1503,estimates,1950
50plus,146061.264,1503,estimates,1950
60plus,79549.215,1503,estimates,1950
65plus,53150.583,1503,estimates,1950
70plus,31801.722,1503,estimates,1950
75plus,16320.888,1503,estimates,1950
80plus,6821.562,1503,estimates,1950
85plus,2352.079,1503,estimates,1950
90plus,579.066,1503,estimates,1950
total,672895.958,1503,estimates,1950
0_1,30345.602,1503,estimates,1951
0_4,72664.23,1503,estimates,1951
0_14,190500.555,1503,estimates,1951
0_17,223447.688,1503,estimates,1951
0_19,245095.924,1503,estimates,1951
0_24,299217.257,1503,estimates,1951
3_4,27552.875,1503,estimates,1951
3_5,40509.384,1503,estimates,1951
3_6,53018.128,1503,estimates,1951
4_5,26432.148,1503,estimates,1951
4_6,38940.892,1503,estimates,1951
5_14,117836.325,1503,estimates,1951
5_10,72525.569,1503,estimates,1951
5_11,83934.058,1503,estimates,1951
6_9,48074.547,1503,estimates,1951
6_10,59569.06,1503,estimates,1951
6_11,70977.549,1503,estimates,1951
6_12,82349.175,1503,estimates,1951
7_10,47060.316,1503,estimates,1951
7_12,69840.431,1503,estimates,1951
11_16,67369.062,1503,estimates,1951
11_17,78257.889,1503,estimates,1951
11_18,89088.828,1503,estimates,1951
12_14,33902.267,1503,estimates,1951
12_16,55960.573,1503,estimates,1951
12_17,66849.4,1503,estimates,1951
12_18,77680.339,1503,estimates,1951
13_17,55477.774,1503,estimates,1951
13_18,66308.713,1503,estimates,1951
13_19,77126.01,1503,estimates,1951
15_17,32947.133,1503,estimates,1951
18_23,64932.754,1503,estimates,1951
15_24,108716.702,1503,estimates,1951
15_49,341297.578,1503,estimates,1951
15_59,409049.291,1503,estimates,1951
15_64,435662.808,1503,estimates,1951
20_64,381067.439,1503,estimates,1951
20_69,402663.413,1503,estimates,1951
25_49,232580.876,1503,estimates,1951
25_64,326946.106,1503,estimates,1951
25_69,348542.08,1503,estimates,1951
15plus,490129.805,1503,estimates,1951
16plus,479049.542,1503,estimates,1951
17plus,468071.499,1503,estimates,1951
18plus,457182.672,1503,estimates,1951
20plus,435534.436,1503,estimates,1951
21plus,424703.037,1503,estimates,1951
25plus,381413.103,1503,estimates,1951
50plus,148832.227,1503,estimates,1951
60plus,81080.514,1503,estimates,1951
65plus,54466.997,1503,estimates,1951
70plus,32871.023,1503,estimates,1951
75plus,17092.475,1503,estimates,1951
80plus,7258.324,1503,estimates,1951
85plus,2527.498,1503,estimates,1951
90plus,655.235,1503,estimates,1951
total,680630.36,1503,estimates,1951
0_1,28599.674,1503,estimates,1952
0_4,72761.831,1503,estimates,1952
0_14,193016.987,1503,estimates,1952
0_17,226241.351,1503,estimates,1952
0_19,247916.788,1503,estimates,1952
0_24,301940.519,1503,estimates,1952
3_4,28800.786,1503,estimates,1952
3_5,42338.287,1503,estimates,1952
3_6,55370.148,1503,estimates,1952
4_5,27633.495,1503,estimates,1952
4_6,40665.356,1503,estimates,1952
5_14,120255.156,1503,estimates,1952
5_10,74679.824,1503,estimates,1952
5_11,86171.474,1503,estimates,1952
6_9,49540.463,1503,estimates,1952
6_10,61142.323,1503,estimates,1952
6_11,72633.973,1503,estimates,1952
6_12,84042.349,1503,estimates,1952
7_10,48110.462,1503,estimates,1952
7_12,71010.488,1503,estimates,1952
11_16,67839.872,1503,estimates,1952
11_17,78799.696,1503,estimates,1952
11_18,89667.066,1503,estimates,1952
12_14,34083.682,1503,estimates,1952
12_16,56348.222,1503,estimates,1952
12_17,67308.046,1503,estimates,1952
12_18,78175.416,1503,estimates,1952
13_17,55899.67,1503,estimates,1952
13_18,66767.04,1503,estimates,1952
13_19,77575.107,1503,estimates,1952
15_17,33224.364,1503,estimates,1952
18_23,64899.237,1503,estimates,1952
15_24,108923.532,1503,estimates,1952
15_49,343750.877,1503,estimates,1952
15_59,413085.714,1503,estimates,1952
15_64,439994.378,1503,estimates,1952
20_64,385094.577,1503,estimates,1952
20_69,407042.195,1503,estimates,1952
25_49,234827.345,1503,estimates,1952
25_64,331070.846,1503,estimates,1952
25_69,353018.464,1503,estimates,1952
15plus,495841.978,1503,estimates,1952
16plus,484642.342,1503,estimates,1952
17plus,473577.438,1503,estimates,1952
18plus,462617.614,1503,estimates,1952
20plus,440942.177,1503,estimates,1952
21plus,430146.453,1503,estimates,1952
25plus,386918.446,1503,estimates,1952
50plus,152091.101,1503,estimates,1952
60plus,82756.264,1503,estimates,1952
65plus,55847.6,1503,estimates,1952
70plus,33899.982,1503,estimates,1952
75plus,17801.207,1503,estimates,1952
80plus,7638.923,1503,estimates,1952
85plus,2640.439,1503,estimates,1952
90plus,717.726,1503,estimates,1952
total,688858.965,1503,estimates,1952
0_1,28305.832,1503,estimates,1953
0_4,72715.695,1503,estimates,1953
0_14,195919.931,1503,estimates,1953
0_17,229448.4,1503,estimates,1953
0_19,251230.534,1503,estimates,1953
0_24,305157.055,1503,estimates,1953
3_4,29814.281,1503,estimates,1953
3_5,43926.368,1503,estimates,1953
3_6,57523.336,1503,estimates,1953
4_5,28752.872,1503,estimates,1953
4_6,42349.84,1503,estimates,1953
5_14,123204.236,1503,estimates,1953
5_10,77372.216,1503,estimates,1953
5_11,88951.92,1503,estimates,1953
6_9,51476.513,1503,estimates,1953
6_10,63260.129,1503,estimates,1953
6_11,74839.833,1503,estimates,1953
6_12,86326.523,1503,estimates,1953
7_10,49663.161,1503,estimates,1953
7_12,72729.555,1503,estimates,1953
11_16,68313.419,1503,estimates,1953
11_17,79360.489,1503,estimates,1953
11_18,90299.476,1503,estimates,1953
12_14,34252.316,1503,estimates,1953
12_16,56733.715,1503,estimates,1953
12_17,67780.785,1503,estimates,1953
12_18,78719.772,1503,estimates,1953
13_17,56294.095,1503,estimates,1953
13_18,67233.082,1503,estimates,1953
13_19,78076.229,1503,estimates,1953
15_17,33528.469,1503,estimates,1953
18_23,64924.701,1503,estimates,1953
15_24,109237.124,1503,estimates,1953
15_49,346021.793,1503,estimates,1953
15_59,417095.085,1503,estimates,1953
15_64,444353.627,1503,estimates,1953
20_64,389043.024,1503,estimates,1953
20_69,411398.079,1503,estimates,1953
25_49,236784.669,1503,estimates,1953
25_64,335116.503,1503,estimates,1953
25_69,357471.558,1503,estimates,1953
15plus,501520.396,1503,estimates,1953
16plus,490223.433,1503,estimates,1953
17plus,479038.997,1503,estimates,1953
18plus,467991.927,1503,estimates,1953
20plus,446209.793,1503,estimates,1953
