agebroad,population,region,variant,year
0_1,77297.109,948,estimates,1950
0_4,177361.119,948,estimates,1950
0_14,452923.457,948,estimates,1950
0_17,525295.258,948,estimates,1950
0_19,570826.137,948,estimates,1950
0_24,675225.175,948,estimates,1950
3_4,64947.743,948,estimates,1950
3_5,95380.274,948,estimates,1950
3_6,124791.025,948,estimates,1950
4_5,62131.937,948,estimates,1950
4_6,91542.688,948,estimates,1950
5_14,275562.338,948,estimates,1950
5_10,170917.291,948,estimates,1950
5_11,197762.93,948,estimates,1950
6_9,113409.043,948,estimates,1950
6_10,140484.76,948,estimates,1950
6_11,167330.399,948,estimates,1950
6_12,193848.82,948,estimates,1950
7_10,111074.009,948,estimates,1950
7_12,164438.069,948,estimates,1950
11_16,153462.349,948,estimates,1950
11_17,177016.848,948,estimates,1950
11_18,200039.48,948,estimates,1950
12_14,77799.408,948,estimates,1950
12_16,126616.71,948,estimates,1950
12_17,150171.209,948,estimates,1950
12_18,173193.841,948,estimates,1950
13_17,123652.788,948,estimates,1950
13_18,146675.42,948,estimates,1950
13_19,169183.667,948,estimates,1950
15_17,72371.801,948,estimates,1950
18_23,130236.993,948,estimates,1950
15_24,222301.718,948,estimates,1950
15_49,564958.36,948,estimates,1950
15_59,637345.13,948,estimates,1950
15_64,662980.716,948,estimates,1950
20_64,545078.036,948,estimates,1950
20_69,562496.496,948,estimates,1950
25_49,342656.642,948,estimates,1950
25_64,440678.998,948,estimates,1950
25_69,458097.458,948,estimates,1950
15plus,704273.079,948,estimates,1950
16plus,679574.063,948,estimates,1950
17plus,655455.777,948,estimates,1950
18plus,631901.278,948,estimates,1950
20plus,586370.399,948,estimates,1950
21plus,564382.866,948,estimates,1950
25plus,481971.361,948,estimates,1950
50plus,139314.719,948,estimates,1950
60plus,66927.949,948,estimates,1950
65plus,41292.363,948,estimates,1950
70plus,23873.903,948,estimates,1950
75plus,11663.301,948,estimates,1950
80plus,4659.084,948,estimates,1950
85plus,1529.129,948,estimates,1950
