agebroad,population,region,variant,year
"Region, subregion, country or area *",Caribbean,915,estimates,1950
0_1,1084.641,915,estimates,1950
0_4,2561.068,915,estimates,1950
0_14,6732.763,915,estimates,1950
0_17,7780.415,915,estimates,1950
0_19,8427.412,915,estimates,1950
0_24,9894.139,915,estimates,1950
3_4,966.836,915,estimates,1950
3_5,1428.409,915,estimates,1950
3_6,1877.798,915,estimates,1950
4_5,937.038,915,estimates,1950
4_6,1386.427,915,estimates,1950
5_14,4171.695,915,estimates,1950
5_10,2610.606,915,estimates,1950
5_11,3015.891,915,estimates,1950
6_9,1736.94,915,estimates,1950
6_10,2149.033,915,estimates,1950
6_11,2554.318,915,estimates,1950
6_12,2951.265,915,estimates,1950
7_10,1699.644,915,estimates,1950
7_12,2501.876,915,estimates,1950
11_16,2270.949,915,estimates,1950
11_17,2608.741,915,estimates,1950
11_18,2936.693,915,estimates,1950
12_14,1155.804,915,estimates,1950
12_16,1865.664,915,estimates,1950
12_17,2203.456,915,estimates,1950
12_18,2531.408,915,estimates,1950
13_17,1806.509,915,estimates,1950
13_18,2134.461,915,estimates,1950
13_19,2453.506,915,estimates,1950
15_17,1047.652,915,estimates,1950
18_23,1836.819,915,estimates,1950
15_24,3161.376,915,estimates,1950
15_49,8288.668,915,estimates,1950
15_59,9294.591,915,estimates,1950
15_64,9666.843,915,estimates,1950
20_64,7972.194,915,estimates,1950
20_69,8245.771,915,estimates,1950
25_49,5127.292,915,estimates,1950
25_64,6505.467,915,estimates,1950
25_69,6779.044,915,estimates,1950
15plus,10342.908,915,estimates,1950
16plus,9982.002,915,estimates,1950
17plus,9633.048,915,estimates,1950
18plus,9295.256,915,estimates,1950
20plus,8648.259,915,estimates,1950
21plus,8338.076,915,estimates,1950
25plus,7181.532,915,estimates,1950
50plus,2054.24,915,estimates,1950
60plus,1048.317,915,estimates,1950
65plus,676.065,915,estimates,1950
70plus,402.488,915,estimates,1950
75plus,209.652,915,estimates,1950
80plus,87.722,915,estimates,1950
85plus,32.505,915,estimates,1950
90plus,9.187,915,estimates,1950
total,17075.671,915,estimates,1950
"Region, subregion, country or area *",Caribbean,915,estimates,1951
0_1,1117.778,915,estimates,1951
0_4,2626.637,915,estimates,1951
0_14,6863.515,915,estimates,1951
0_17,7933.47,915,estimates,1951
0_19,8590.396,915,estimates,1951
0_24,10077.907,915,estimates,1951
3_4,987.044,915,estimates,1951
3_5,1457.124,915,estimates,1951
3_6,1914.321,915,estimates,1951
4_5,955.036,915,estimates,1951
4_6,1412.233,915,estimates,1951
5_14,4236.878,915,estimates,1951
5_10,2652.435,915,estimates,1951
5_11,3061.128,915,estimates,1951
6_9,1765.368,915,estimates,1951
6_10,2182.355,915,estimates,1951
6_11,2591.048,915,estimates,1951
6_12,2992.499,915,estimates,1951
7_10,1725.158,915,estimates,1951
7_12,2535.302,915,estimates,1951
11_16,2309.811,915,estimates,1951
11_17,2654.398,915,estimates,1951
11_18,2987.788,915,estimates,1951
12_14,1175.75,915,estimates,1951
12_16,1901.118,915,estimates,1951
12_17,2245.705,915,estimates,1951
12_18,2579.095,915,estimates,1951
13_17,1844.254,915,estimates,1951
13_18,2177.644,915,estimates,1951
13_19,2501.18,915,estimates,1951
15_17,1069.955,915,estimates,1951
18_23,1863.6,915,estimates,1951
15_24,3214.392,915,estimates,1951
15_49,8419.236,915,estimates,1951
15_59,9464.662,915,estimates,1951
15_64,9838.8,915,estimates,1951
20_64,8111.919,915,estimates,1951
20_69,8393.599,915,estimates,1951
25_49,5204.844,915,estimates,1951
25_64,6624.408,915,estimates,1951
25_69,6906.088,915,estimates,1951
15plus,10532.325,915,estimates,1951
16plus,10163.558,915,estimates,1951
17plus,9806.957,915,estimates,1951
18plus,9462.37,915,estimates,1951
20plus,8805.444,915,estimates,1951
21plus,8490.799,915,estimates,1951
25plus,7317.933,915,estimates,1951
50plus,2113.089,915,estimates,1951
60plus,1067.663,915,estimates,1951
65plus,693.525,915,estimates,1951
70plus,411.845,915,estimates,1951
75plus,217.373,915,estimates,1951
80plus,92.775,915,estimates,1951
85plus,34.038,915,estimates,1951
90plus,10.021,915,estimates,1951
total,17395.84,915,estimates,1951
"Region, subregion, country or area *",Caribbean,915,estimates,1952
0_1,1170.022,915,estimates,1952
0_4,2712.853,915,estimates,1952
0_14,7013.489,915,estimates,1952
0_17,8107.283,915,estimates,1952
0_19,8776.304,915,estimates,1952
0_24,10284.373,915,estimates,1952
3_4,1007.954,915,estimates,1952
3_5,1486.543,915,estimates,1952
3_6,1951.257,915,estimates,1952
4_5,973.249,915,estimates,1952
4_6,1437.963,915,estimates,1952
5_14,4300.636,915,estimates,1952
5_10,2695.44,915,estimates,1952
5_11,3109.333,915,estimates,1952
6_9,1793.342,915,estimates,1952
6_10,2216.851,915,estimates,1952
6_11,2630.744,915,estimates,1952
6_12,3035.977,915,estimates,1952
7_10,1752.137,915,estimates,1952
7_12,2571.263,915,estimates,1952
11_16,2346.781,915,estimates,1952
11_17,2698.99,915,estimates,1952
11_18,3039.121,915,estimates,1952
12_14,1191.303,915,estimates,1952
12_16,1932.888,915,estimates,1952
12_17,2285.097,915,estimates,1952
12_18,2625.228,915,estimates,1952
13_17,1879.864,915,estimates,1952
13_18,2219.995,915,estimates,1952
13_19,2548.885,915,estimates,1952
15_17,1093.794,915,estimates,1952
18_23,1892.429,915,estimates,1952
15_24,3270.884,915,estimates,1952
15_49,8546.453,915,estimates,1952
15_59,9636.456,915,estimates,1952
15_64,10010.057,915,estimates,1952
20_64,8247.242,915,estimates,1952
20_69,8539.047,915,estimates,1952
25_49,5275.569,915,estimates,1952
25_64,6739.173,915,estimates,1952
25_69,7030.978,915,estimates,1952
15plus,10721.125,915,estimates,1952
16plus,10343.959,915,estimates,1952
17plus,9979.54,915,estimates,1952
18plus,9627.331,915,estimates,1952
20plus,8958.31,915,estimates,1952
21plus,8639.285,915,estimates,1952
25plus,7450.241,915,estimates,1952
50plus,2174.672,915,estimates,1952
60plus,1084.669,915,estimates,1952
65plus,711.068,915,estimates,1952
70plus,419.263,915,estimates,1952
75plus,222.581,915,estimates,1952
80plus,96.954,915,estimates,1952
85plus,34.483,915,estimates,1952
90plus,10.613,915,estimates,1952
total,17734.614,915,estimates,1952
"Region, subregion, country or area *",Caribbean,915,estimates,1953
0_1,1218.489,915,estimates,1953
0_4,2805.878,915,estimates,1953
0_14,7170.992,915,estimates,1953
0_17,8288.343,915,estimates,1953
0_19,8971.932,915,estimates,1953
0_24,10502.043,915,estimates,1953
3_4,1030.454,915,estimates,1953
3_5,1517.852,915,estimates,1953
3_6,1990.226,915,estimates,1953
4_5,992.363,915,estimates,1953
4_6,1464.737,915,estimates,1953
5_14,4365.114,915,estimates,1953
5_10,2737.757,915,estimates,1953
5_11,3158.64,915,estimates,1953
6_9,1819.862,915,estimates,1953
6_10,2250.359,915,estimates,1953
6_11,2671.242,915,estimates,1953
6_12,3082.13,915,estimates,1953
7_10,1777.985,915,estimates,1953
7_12,2609.756,915,estimates,1953
11_16,2384.573,915,estimates,1953
11_17,2744.708,915,estimates,1953
11_18,3092.579,915,estimates,1953
12_14,1206.474,915,estimates,1953
12_16,1963.69,915,estimates,1953
12_17,2323.825,915,estimates,1953
12_18,2671.696,915,estimates,1953
13_17,1912.937,915,estimates,1953
13_18,2260.808,915,estimates,1953
13_19,2596.526,915,estimates,1953
15_17,1117.351,915,estimates,1953
18_23,1925.196,915,estimates,1953
15_24,3331.051,915,estimates,1953
15_49,8674.075,915,estimates,1953
15_59,9811.398,915,estimates,1953
15_64,10185.132,915,estimates,1953
20_64,8384.192,915,estimates,1953
20_69,8686.442,915,estimates,1953
25_49,5343.024,915,estimates,1953
25_64,6854.081,915,estimates,1953
25_69,7156.331,915,estimates,1953
15plus,10913.027,915,estimates,1953
16plus,10528.676,915,estimates,1953
17plus,10155.811,915,estimates,1953
18plus,9795.676,915,estimates,1953
20plus,9112.087,915,estimates,1953
21plus,8787.658,915,estimates,1953
25plus,7581.976,915,estimates,1953
50plus,2238.952,915,estimates,1953
60plus,1101.629,915,estimates,1953
65plus,727.895,915,estimates,1953
70plus,425.645,915,estimates,1953
75plus,225.217,915,estimates,1953
80plus,99.776,915,estimates,1953
85plus,33.919,915,estimates,1953
90plus,10.72,915,estimates,1953
total,18084.019,915,estimates,1953
"Region, subregion, country or area *",Caribbean,915,estimates,1954
0_1,1257.796,915,estimates,1954
0_4,2888.129,915,estimates,1954
0_14,7322.511,915,estimates,1954
0_17,8462.241,915,estimates,1954
0_19,9162.256,915,estimates,1954
0_24,10718.733,915,estimates,1954
3_4,1058.158,915,estimates,1954
3_5,1555.252,915,estimates,1954
3_6,2035.836,915,estimates,1954
4_5,1013.669,915,estimates,1954
4_6,1494.253,915,estimates,1954
5_14,4434.382,915,estimates,1954
5_10,2780.322,915,estimates,1954
5_11,3208.584,915,estimates,1954
6_9,1846.628,915,estimates,1954
6_10,2283.228,915,estimates,1954
6_11,2711.49,915,estimates,1954
6_12,3130.146,915,estimates,1954
7_10,1802.644,915,estimates,1954
7_12,2649.562,915,estimates,1954
11_16,2424.879,915,estimates,1954
11_17,2793.79,915,estimates,1954
11_18,3149.961,915,estimates,1954
12_14,1225.798,915,estimates,1954
12_16,1996.617,915,estimates,1954
12_17,2365.528,915,estimates,1954
12_18,2721.699,915,estimates,1954
13_17,1946.872,915,estimates,1954
13_18,2303.043,915,estimates,1954
13_19,2646.887,915,estimates,1954
15_17,1139.73,915,estimates,1954
18_23,1963.716,915,estimates,1954
15_24,3396.222,915,estimates,1954
15_49,8809.429,915,estimates,1954
15_59,9994.761,915,estimates,1954
15_64,10372.975,915,estimates,1954
20_64,8533.23,915,estimates,1954
20_69,8844.409,915,estimates,1954
25_49,5413.207,915,estimates,1954
25_64,6976.753,915,estimates,1954
25_69,7287.932,915,estimates,1954
15plus,11116.277,915,estimates,1954
16plus,10726.0,915,estimates,1954
17plus,10345.458,915,estimates,1954
18plus,9976.547,915,estimates,1954
20plus,9276.532,915,estimates,1954
21plus,8944.931,915,estimates,1954
25plus,7720.055,915,estimates,1954
50plus,2306.848,915,estimates,1954
60plus,1121.516,915,estimates,1954
65plus,743.302,915,estimates,1954
70plus,432.123,915,estimates,1954
75plus,225.767,915,estimates,1954
80plus,100.661,915,estimates,1954
85plus,32.581,915,estimates,1954
90plus,10.046,915,estimates,1954
total,18438.788,915,estimates,1954
