agebroad,population,region,variant,year
"Region, subregion, country or area *",Central America,916,estimates,1950
0_1,2788.713,916,estimates,1950
0_4,6544.037,916,estimates,1950
0_14,16180.487,916,estimates,1950
0_17,18586.546,916,estimates,1950
0_19,20102.313,916,estimates,1950
0_24,23522.937,916,estimates,1950
3_4,2448.539,916,estimates,1950
3_5,3594.86,916,estimates,1950
3_6,4692.543,916,estimates,1950
4_5,2343.818,916,estimates,1950
4_6,3441.501,916,estimates,1950
5_14,9636.45,916,estimates,1950
5_10,6204.222,916,estimates,1950
5_11,7098.808,916,estimates,1950
6_9,4126.919,916,estimates,1950
6_10,5057.901,916,estimates,1950
6_11,5952.487,916,estimates,1950
6_12,6817.308,916,estimates,1950
7_10,3960.218,916,estimates,1950
7_12,5719.625,916,estimates,1950
11_16,5049.885,916,estimates,1950
11_17,5838.287,916,estimates,1950
11_18,6607.377,916,estimates,1950
12_14,2537.642,916,estimates,1950
12_16,4155.299,916,estimates,1950
12_17,4943.701,916,estimates,1950
12_18,5712.791,916,estimates,1950
13_17,4078.88,916,estimates,1950
13_18,4847.97,916,estimates,1950
13_19,5594.647,916,estimates,1950
15_17,2406.059,916,estimates,1950
18_23,4292.748,916,estimates,1950
15_24,7342.45,916,estimates,1950
15_49,17689.4,916,estimates,1950
15_59,19854.473,916,estimates,1950
15_64,20579.218,916,estimates,1950
20_64,16657.392,916,estimates,1950
20_69,17184.917,916,estimates,1950
25_49,10346.95,916,estimates,1950
25_64,13236.768,916,estimates,1950
25_69,13764.293,916,estimates,1950
15plus,21876.718,916,estimates,1950
16plus,21061.848,916,estimates,1950
17plus,20259.061,916,estimates,1950
18plus,19470.659,916,estimates,1950
20plus,17954.892,916,estimates,1950
21plus,17229.437,916,estimates,1950
25plus,14534.268,916,estimates,1950
50plus,4187.318,916,estimates,1950
60plus,2022.245,916,estimates,1950
65plus,1297.5,916,estimates,1950
70plus,769.975,916,estimates,1950
75plus,405.823,916,estimates,1950
80plus,218.036,916,estimates,1950
85plus,91.757,916,estimates,1950
90plus,30.859,916,estimates,1950
total,38057.205,916,estimates,1950
"Region, subregion, country or area *",Central America,916,estimates,1951
0_1,3002.146,916,estimates,1951
0_4,6864.156,916,estimates,1951
0_14,16796.189,916,estimates,1951
0_17,19223.072,916,estimates,1951
0_19,20766.522,916,estimates,1951
0_24,24256.661,916,estimates,1951
3_4,2517.748,916,estimates,1951
3_5,3698.388,916,estimates,1951
3_6,4831.725,916,estimates,1951
4_5,2412.287,916,estimates,1951
4_6,3545.624,916,estimates,1951
5_14,9932.033,916,estimates,1951
5_10,6421.238,916,estimates,1951
5_11,7346.953,916,estimates,1951
6_9,4276.484,916,estimates,1951
6_10,5240.598,916,estimates,1951
6_11,6166.313,916,estimates,1951
6_12,7055.163,916,estimates,1951
7_10,4107.261,916,estimates,1951
7_12,5921.826,916,estimates,1951
11_16,5141.714,916,estimates,1951
11_17,5937.678,916,estimates,1951
11_18,6719.066,916,estimates,1951
12_14,2585.08,916,estimates,1951
12_16,4215.999,916,estimates,1951
12_17,5011.963,916,estimates,1951
12_18,5793.351,916,estimates,1951
13_17,4123.113,916,estimates,1951
13_18,4904.501,916,estimates,1951
13_19,5666.563,916,estimates,1951
15_17,2426.883,916,estimates,1951
18_23,4376.499,916,estimates,1951
15_24,7460.472,916,estimates,1951
15_49,18053.338,916,estimates,1951
15_59,20285.345,916,estimates,1951
15_64,21025.342,916,estimates,1951
20_64,17055.009,916,estimates,1951
20_69,17593.999,916,estimates,1951
25_49,10592.866,916,estimates,1951
25_64,13564.87,916,estimates,1951
25_69,14103.86,916,estimates,1951
15plus,22347.879,916,estimates,1951
16plus,21525.299,916,estimates,1951
17plus,20716.96,916,estimates,1951
18plus,19920.996,916,estimates,1951
20plus,18377.546,916,estimates,1951
21plus,17637.794,916,estimates,1951
25plus,14887.407,916,estimates,1951
50plus,4294.541,916,estimates,1951
60plus,2062.534,916,estimates,1951
65plus,1322.537,916,estimates,1951
70plus,783.547,916,estimates,1951
75plus,409.166,916,estimates,1951
80plus,212.578,916,estimates,1951
85plus,92.757,916,estimates,1951
90plus,30.906,916,estimates,1951
total,39144.068,916,estimates,1951
"Region, subregion, country or area *",Central America,916,estimates,1952
0_1,3309.053,916,estimates,1952
0_4,7281.665,916,estimates,1952
0_14,17507.464,916,estimates,1952
0_17,19953.345,916,estimates,1952
0_19,21514.665,916,estimates,1952
0_24,25070.646,916,estimates,1952
3_4,2585.876,916,estimates,1952
3_5,3796.469,916,estimates,1952
3_6,4958.648,916,estimates,1952
4_5,2474.288,916,estimates,1952
4_6,3636.467,916,estimates,1952
5_14,10225.799,916,estimates,1952
5_10,6615.29,916,estimates,1952
5_11,7573.42,916,estimates,1952
6_9,4404.071,916,estimates,1952
6_10,5404.697,916,estimates,1952
6_11,6362.827,916,estimates,1952
6_12,7281.99,916,estimates,1952
7_10,4242.518,916,estimates,1952
7_12,6119.811,916,estimates,1952
11_16,5255.699,916,estimates,1952
11_17,6056.39,916,estimates,1952
11_18,6844.424,916,estimates,1952
12_14,2652.379,916,estimates,1952
12_16,4297.569,916,estimates,1952
12_17,5098.26,916,estimates,1952
12_18,5886.294,916,estimates,1952
13_17,4179.097,916,estimates,1952
13_18,4967.131,916,estimates,1952
13_19,5740.417,916,estimates,1952
15_17,2445.881,916,estimates,1952
18_23,4447.833,916,estimates,1952
15_24,7563.182,916,estimates,1952
15_49,18390.235,916,estimates,1952
15_59,20691.17,916,estimates,1952
15_64,21445.614,916,estimates,1952
20_64,17438.413,916,estimates,1952
20_69,17990.314,916,estimates,1952
25_49,10827.053,916,estimates,1952
25_64,13882.432,916,estimates,1952
25_69,14434.333,916,estimates,1952
15plus,22790.956,916,estimates,1952
16plus,21960.866,916,estimates,1952
17plus,21145.766,916,estimates,1952
18plus,20345.075,916,estimates,1952
20plus,18783.755,916,estimates,1952
21plus,18029.785,916,estimates,1952
25plus,15227.774,916,estimates,1952
50plus,4400.721,916,estimates,1952
60plus,2099.786,916,estimates,1952
65plus,1345.342,916,estimates,1952
70plus,793.441,916,estimates,1952
75plus,412.575,916,estimates,1952
80plus,202.693,916,estimates,1952
85plus,91.862,916,estimates,1952
90plus,30.421,916,estimates,1952
total,40298.42,916,estimates,1952
"Region, subregion, country or area *",Central America,916,estimates,1953
0_1,3496.647,916,estimates,1953
0_4,7685.49,916,estimates,1953
0_14,18228.548,916,estimates,1953
0_17,20707.515,916,estimates,1953
0_19,22283.692,916,estimates,1953
0_24,25910.794,916,estimates,1953
3_4,2672.341,916,estimates,1953
3_5,3916.059,916,estimates,1953
3_6,5107.924,916,estimates,1953
4_5,2546.345,916,estimates,1953
4_6,3738.21,916,estimates,1953
5_14,10543.058,916,estimates,1953
5_10,6800.382,916,estimates,1953
5_11,7798.143,916,estimates,1953
6_9,4517.849,916,estimates,1953
6_10,5556.664,916,estimates,1953
