agebroad,population,region,variant,year
0_1,98403.117,934,estimates,1950
0_4,222893.113,934,estimates,1950
0_14,565148.896,934,estimates,1950
0_17,657894.403,934,estimates,1950
0_19,716530.108,934,estimates,1950
0_24,850777.183,934,estimates,1950
3_4,80480.434,934,estimates,1950
3_5,117913.029,934,estimates,1950
3_6,154017.031,934,estimates,1950
4_5,76586.45,934,estimates,1950
4_6,112690.452,934,estimates,1950
5_14,342255.783,934,estimates,1950
5_10,210519.561,934,estimates,1950
5_11,244042.616,934,estimates,1950
6_9,139489.15,934,estimates,1950
6_10,173086.966,934,estimates,1950
6_11,206610.021,934,estimates,1950
6_12,239925.721,934,estimates,1950
7_10,136982.964,934,estimates,1950
7_12,203821.719,934,estimates,1950
11_16,194154.654,934,estimates,1950
11_17,224481.729,934,estimates,1950
11_18,254149.143,934,estimates,1950
12_14,98213.167,934,estimates,1950
12_16,160631.599,934,estimates,1950
12_17,190958.674,934,estimates,1950
12_18,220626.088,934,estimates,1950
13_17,157642.974,934,estimates,1950
13_18,187310.388,934,estimates,1950
13_19,216278.679,934,estimates,1950
15_17,92745.507,934,estimates,1950
18_23,167486.235,934,estimates,1950
15_24,285628.287,934,estimates,1950
15_49,756391.101,934,estimates,1950
15_59,862855.042,934,estimates,1950
15_64,901343.007,934,estimates,1950
20_64,749961.795,934,estimates,1950
20_69,777069.196,934,estimates,1950
25_49,470762.814,934,estimates,1950
25_64,615714.72,934,estimates,1950
25_69,642822.121,934,estimates,1950
15plus,961001.7,934,estimates,1950
16plus,929512.828,934,estimates,1950
17plus,898583.268,934,estimates,1950
18plus,868256.193,934,estimates,1950
20plus,809620.488,934,estimates,1950
21plus,781349.577,934,estimates,1950
25plus,675373.413,934,estimates,1950
50plus,204610.599,934,estimates,1950
60plus,98146.658,934,estimates,1950
65plus,59658.693,934,estimates,1950
70plus,32551.292,934,estimates,1950
75plus,15227.982,934,estimates,1950
80plus,5636.278,934,estimates,1950
85plus,1680.915,934,estimates,1950
90plus,431.57,934,estimates,1950
total,1526150.596,934,estimates,1950
0_1,106442.53,934,estimates,1951
0_4,237120.258,934,estimates,1951
0_14,584428.761,934,estimates,1951
0_17,678439.305,934,estimates,1951
0_19,738064.773,934,estimates,1951
0_24,874934.684,934,estimates,1951
3_4,84244.116,934,estimates,1951
3_5,123045.678,934,estimates,1951
3_6,160203.068,934,estimates,1951
4_5,79660.386,934,estimates,1951
4_6,116817.776,934,estimates,1951
5_14,347308.503,934,estimates,1951
5_10,214686.482,934,estimates,1951
5_11,248142.374,934,estimates,1951
6_9,142147.047,934,estimates,1951
6_10,175884.92,934,estimates,1951
6_11,209340.812,934,estimates,1951
6_12,242712.554,934,estimates,1951
7_10,138727.53,934,estimates,1951
7_12,205555.164,934,estimates,1951
11_16,195878.56,934,estimates,1951
11_17,226632.565,934,estimates,1951
11_18,256776.798,934,estimates,1951
12_14,99166.129,934,estimates,1951
12_16,162422.668,934,estimates,1951
12_17,193176.673,934,estimates,1951
12_18,223320.906,934,estimates,1951
13_17,159804.931,934,estimates,1951
13_18,189949.164,934,estimates,1951
13_19,219430.399,934,estimates,1951
15_17,94010.544,934,estimates,1951
18_23,170552.379,934,estimates,1951
15_24,290505.923,934,estimates,1951
15_49,768362.37,934,estimates,1951
15_59,876396.175,934,estimates,1951
15_64,915097.909,934,estimates,1951
20_64,761461.897,934,estimates,1951
20_69,789060.243,934,estimates,1951
25_49,477856.447,934,estimates,1951
25_64,624591.986,934,estimates,1951
25_69,652190.332,934,estimates,1951
