region,year,variant,agebroad,population
910,2025,Constant_fertility,15plus,306541.226
910,2025,Constant_mortality,15plus,302391.798
910,2025,High_variant,15plus,306541.226
910,2025,Instant_replacement,15plus,306503.016
910,2025,Low_variant,15plus,306541.226
910,2025,Medium_variant,15plus,306541.226
910,2025,No_change,15plus,302396.168
910,2025,Zero_migration,15plus,308032.592
910,2025,Medium_variant,15_17,34318.905
910,2025,Constant_fertility,15_24,104617.621
910,2025,Constant_mortality,15_24,103961.275
910,2025,High_variant,15_24,104617.621
910,2025,Instant_replacement,15_24,104603.185
910,2025,Low_variant,15_24,104617.621
910,2025,Medium_variant,15_24,104617.621
910,2025,No_change,15_24,103962.959
910,2025,Zero_migration,15_24,104979.757
910,2025,Constant_fertility,15_49,254667.733
910,2025,Constant_mortality,15_49,251531.976
910,2025,High_variant,15_49,254667.733
910,2025,Instant_replacement,15_49,254635.181
910,2025,Low_variant,15_49,254667.733
910,2025,Medium_variant,15_49,254667.733
910,2025,No_change,15_49,251535.73
910,2025,Zero_migration,15_49,255996.485
910,2025,Constant_fertility,15_59,280553.618
910,2025,Constant_mortality,15_59,276977.592
910,2025,High_variant,15_59,280553.618
910,2025,Instant_replacement,15_59,280518.114
910,2025,Low_variant,15_59,280553.618
910,2025,Medium_variant,15_59,280553.618
910,2025,No_change,15_59,276981.669
910,2025,Zero_migration,15_59,281981.927
910,2025,Constant_fertility,15_64,289277.826
910,2025,Constant_mortality,15_64,285578.886
910,2025,High_variant,15_64,289277.826
910,2025,Instant_replacement,15_64,289241.369
910,2025,Low_variant,15_64,289277.826
910,2025,Medium_variant,15_64,289277.826
910,2025,No_change,15_64,285583.065
910,2025,Zero_migration,15_64,290731.035
910,2025,Medium_variant,16plus,294834.649
910,2025,Medium_variant,17plus,283393.188
910,2025,Medium_variant,18plus,272222.321
910,2025,Medium_variant,18_23,61108.79
910,2025,Constant_fertility,20plus,250718.6
910,2025,Constant_mortality,20plus,246966.67
910,2025,High_variant,20plus,250718.6
910,2025,Instant_replacement,20plus,250688.249
910,2025,Low_variant,20plus,250718.6
910,2025,Medium_variant,20plus,250718.6
910,2025,No_change,20plus,246970.122
910,2025,Zero_migration,20plus,252075.805
910,2025,Constant_fertility,20_64,233455.2
910,2025,Constant_mortality,20_64,230153.758
910,2025,High_variant,20_64,233455.2
910,2025,Instant_replacement,20_64,233426.602
910,2025,Low_variant,20_64,233455.2
910,2025,Medium_variant,20_64,233455.2
910,2025,No_change,20_64,230157.019
910,2025,Zero_migration,20_64,234774.248
910,2025,Constant_fertility,20_69,240230.782
910,2025,Constant_mortality,20_69,236811.204
910,2025,High_variant,20_69,240230.782
910,2025,Instant_replacement,20_69,240201.47
910,2025,Low_variant,20_69,240230.782
910,2025,Medium_variant,20_69,240230.782
910,2025,No_change,20_69,236814.544
910,2025,Zero_migration,20_69,241565.92
910,2025,Medium_variant,21plus,240391.148
910,2025,Constant_fertility,25plus,201923.605
910,2025,Constant_mortality,25plus,198430.523
910,2025,High_variant,25plus,201923.605
910,2025,Instant_replacement,25plus,201899.831
910,2025,Low_variant,25plus,201923.605
910,2025,Medium_variant,25plus,201923.605
910,2025,No_change,25plus,198433.209
910,2025,Zero_migration,25plus,203052.835
910,2025,Constant_fertility,25_49,150050.112
910,2025,Constant_mortality,25_49,147570.701
910,2025,High_variant,25_49,150050.112
910,2025,Instant_replacement,25_49,150031.996
910,2025,Low_variant,25_49,150050.112
910,2025,Medium_variant,25_49,150050.112
910,2025,No_change,25_49,147572.771
910,2025,Zero_migration,25_49,151016.728
910,2025,Constant_fertility,25_64,184660.205
910,2025,Constant_mortality,25_64,181617.611
910,2025,High_variant,25_64,184660.205
910,2025,Instant_replacement,25_64,184638.184
910,2025,Low_variant,25_64,184660.205
910,2025,Medium_variant,25_64,184660.205
910,2025,No_change,25_64,181620.106
910,2025,Zero_migration,25_64,185751.278
910,2025,Constant_fertility,25_69,191435.787
910,2025,Constant_mortality,25_69,188275.057
910,2025,High_variant,25_69,191435.787
910,2025,Instant_replacement,25_69,191413.052
910,2025,Low_variant,25_69,191435.787
910,2025,Medium_variant,25_69,191435.787
910,2025,No_change,25_69,188277.631
910,2025,Zero_migration,25_69,192542.95
910,2025,Constant_fertility,50plus,51873.493
910,2025,Constant_mortality,50plus,50859.822
910,2025,High_variant,50plus,51873.493
910,2025,Instant_replacement,50plus,51867.835
910,2025,Low_variant,50plus,51873.493
910,2025,Medium_variant,50plus,51873.493
910,2025,No_change,50plus,50860.438
910,2025,Zero_migration,50plus,52036.107
910,2025,Constant_fertility,60plus,25987.608
910,2025,Constant_mortality,60plus,25414.206
910,2025,High_variant,60plus,25987.608
910,2025,Instant_replacement,60plus,25984.902
910,2025,Low_variant,60plus,25987.608
910,2025,Medium_variant,60plus,25987.608
910,2025,No_change,60plus,25414.499
910,2025,Zero_migration,60plus,26050.665
910,2025,Constant_fertility,65plus,17263.4
910,2025,Constant_mortality,65plus,16812.912
910,2025,High_variant,65plus,17263.4
910,2025,Instant_replacement,65plus,17261.647
910,2025,Low_variant,65plus,17263.4
910,2025,Medium_variant,65plus,17263.4
910,2025,No_change,65plus,16813.103
910,2025,Zero_migration,65plus,17301.557
910,2025,Constant_fertility,70plus,10487.818
910,2025,Constant_mortality,70plus,10155.466
910,2025,High_variant,70plus,10487.818
910,2025,Instant_replacement,70plus,10486.779
910,2025,Low_variant,70plus,10487.818
910,2025,Medium_variant,70plus,10487.818
910,2025,No_change,70plus,10155.578
910,2025,Zero_migration,70plus,10509.885
910,2025,Constant_fertility,75plus,5607.48
910,2025,Constant_mortality,75plus,5389.567
910,2025,High_variant,75plus,5607.48
910,2025,Instant_replacement,75plus,5606.948
910,2025,Low_variant,75plus,5607.48
910,2025,Medium_variant,75plus,5607.48
910,2025,No_change,75plus,5389.624
910,2025,Zero_migration,75plus,5619.047
910,2025,Constant_fertility,80plus,2468.393
910,2025,Constant_mortality,80plus,2351.077
910,2025,High_variant,80plus,2468.393
910,2025,Instant_replacement,80plus,2468.167
910,2025,Low_variant,80plus,2468.393
910,2025,Medium_variant,80plus,2468.393
910,2025,No_change,80plus,2351.101
910,2025,Zero_migration,80plus,2473.614
910,2025,Constant_fertility,85plus,839.45
910,2025,Constant_mortality,85plus,791.803
910,2025,High_variant,85plus,839.45
910,2025,Instant_replacement,85plus,839.374
910,2025,Low_variant,85plus,839.45
910,2025,Medium_variant,85plus,839.45
910,2025,No_change,85plus,791.81
910,2025,Zero_migration,85plus,840.986
910,2025,Constant_fertility,90plus,204.599
910,2025,Constant_mortality,90plus,191.42
910,2025,High_variant,90plus,204.599
910,2025,Instant_replacement,90plus,204.58
910,2025,Low_variant,90plus,204.599
910,2025,Medium_variant,90plus,204.599
910,2025,No_change,90plus,191.421
910,2025,Zero_migration,90plus,204.826
910,2030,Constant_fertility,total,620527.927
910,2030,Constant_mortality,total,563165.762
910,2030,High_variant,total,600175.63
910,2030,Instant_replacement,total,476917.732
910,2030,Low_variant,total,557431.422
910,2030,Medium_variant,total,578803.531
910,2030,No_change,total,603412.362
910,2030,Zero_migration,total,582233.085
910,2030,Medium_variant,0_1,33073.843
910,2030,Constant_fertility,0_4,102913.58
910,2030,Constant_mortality,0_4,77709.085
910,2030,High_variant,0_4,91003.99
910,2030,Instant_replacement,0_4,46355.872
910,2030,Low_variant,0_4,70090.578
910,2030,Medium_variant,0_4,80547.283
910,2030,No_change,0_4,99232.278
910,2030,Zero_migration,0_4,81054.042
910,2030,Constant_fertility,0_14,264591.554
910,2030,Constant_mortality,0_14,215753.828
910,2030,High_variant,0_14,244239.257
910,2030,Instant_replacement,0_14,121058.053
910,2030,Low_variant,0_14,201495.049
910,2030,Medium_variant,0_14,222867.158
910,2030,No_change,0_14,255986.984
910,2030,Zero_migration,0_14,224062.411
910,2030,Medium_variant,0_17,260809.939
910,2030,Constant_fertility,0_19,326510.455
910,2030,Constant_mortality,0_19,276712.981
910,2030,High_variant,0_19,306158.158
910,2030,Instant_replacement,0_19,182980.072
910,2030,Low_variant,0_19,263413.95
910,2030,Medium_variant,0_19,284786.059
910,2030,No_change,0_19,316947.266
910,2030,Zero_migration,0_19,286177.718
910,2030,Constant_fertility,0_24,381618.046
910,2030,Constant_mortality,0_24,331190.701
910,2030,High_variant,0_24,361265.749
910,2030,Instant_replacement,0_24,238071.04
910,2030,Low_variant,0_24,318521.541
910,2030,Medium_variant,0_24,339893.65
910,2030,No_change,0_24,371427.58
910,2030,Zero_migration,0_24,341550.388
910,2030,Medium_variant,3_4,31376.917
910,2030,Medium_variant,3_5,46678.245
910,2030,Medium_variant,3_6,61732.697
910,2030,Medium_variant,4_5,30857.531
910,2030,Medium_variant,4_6,45911.983
910,2030,Medium_variant,5_10,88208.644
910,2030,Medium_variant,5_11,102097.199
910,2030,Constant_fertility,5_14,161677.974
910,2030,Constant_mortality,5_14,138044.743
910,2030,High_variant,5_14,153235.267
910,2030,Instant_replacement,5_14,74702.181
910,2030,Low_variant,5_14,131404.471
910,2030,Medium_variant,5_14,142319.875
910,2030,No_change,5_14,156754.706
910,2030,Zero_migration,5_14,143008.369
910,2030,Medium_variant,6_9,58791.802
910,2030,Medium_variant,6_10,72907.316
910,2030,Medium_variant,6_11,86795.871
910,2030,Medium_variant,6_12,100450.942
910,2030,Medium_variant,7_10,57852.864
910,2030,Medium_variant,7_12,85396.49
910,2030,Medium_variant,11_16,79664.571
910,2030,Medium_variant,11_17,92054.012
910,2030,Medium_variant,11_18,104177.51
910,2030,Medium_variant,12_14,40222.676
910,2030,Medium_variant,12_16,65776.016
910,2030,Medium_variant,12_17,78165.457
910,2030,Medium_variant,12_18,90288.955
910,2030,Medium_variant,13_17,64510.386
910,2030,Medium_variant,13_18,76633.884
910,2030,Medium_variant,13_19,88486.506
910,2030,Constant_fertility,15plus,355936.373
910,2030,Constant_mortality,15plus,347411.934
910,2030,High_variant,15plus,355936.373
910,2030,Instant_replacement,15plus,355859.679
910,2030,Low_variant,15plus,355936.373
910,2030,Medium_variant,15plus,355936.373
910,2030,No_change,15plus,347425.378
910,2030,Zero_migration,15plus,358170.674
910,2030,Medium_variant,15_17,37942.781
910,2030,Constant_fertility,15_24,117026.492
910,2030,Constant_mortality,15_24,115436.873
910,2030,High_variant,15_24,117026.492
910,2030,Instant_replacement,15_24,117012.987
910,2030,Low_variant,15_24,117026.492
910,2030,Medium_variant,15_24,117026.492
910,2030,No_change,15_24,115440.596
910,2030,Zero_migration,15_24,117487.977
910,2030,Constant_fertility,15_49,292712
910,2030,Constant_mortality,15_49,286588.054
910,2030,High_variant,15_49,292712
910,2030,Instant_replacement,15_49,292650.641
910,2030,Low_variant,15_49,292712
910,2030,Medium_variant,15_49,292712
910,2030,No_change,15_49,286599.164
910,2030,Zero_migration,15_49,294646.74
910,2030,Constant_fertility,15_59,325118.507
910,2030,Constant_mortality,15_59,317838.347
910,2030,High_variant,15_59,325118.507
910,2030,Instant_replacement,15_59,325049.03
910,2030,Low_variant,15_59,325118.507
910,2030,Medium_variant,15_59,325118.507
910,2030,No_change,15_59,317850.697
910,2030,Zero_migration,15_59,327237.181
910,2030,Constant_fertility,15_64,335572.669
910,2030,Constant_mortality,15_64,328008.332
910,2030,High_variant,15_64,335572.669
910,2030,Instant_replacement,15_64,335500.572
910,2030,Low_variant,15_64,335572.669
910,2030,Medium_variant,15_64,335572.669
910,2030,No_change,15_64,328021.08
910,2030,Zero_migration,15_64,337738.958
910,2030,Medium_variant,16plus,343032.342
910,2030,Medium_variant,17plus,330383.033
910,2030,Medium_variant,18plus,317993.592
910,2030,Medium_variant,18_23,68627.123
910,2030,Constant_fertility,20plus,294017.472
910,2030,Constant_mortality,20plus,286452.781
910,2030,High_variant,20plus,294017.472
910,2030,Instant_replacement,20plus,293937.66
910,2030,Low_variant,20plus,294017.472
910,2030,Medium_variant,20plus,294017.472
910,2030,No_change,20plus,286465.096
910,2030,Zero_migration,20plus,296055.367
910,2030,Constant_fertility,20_64,273653.768
910,2030,Constant_mortality,20_64,267049.179
910,2030,High_variant,20_64,273653.768
910,2030,Instant_replacement,20_64,273578.553
910,2030,Low_variant,20_64,273653.768
910,2030,Medium_variant,20_64,273653.768
910,2030,No_change,20_64,267060.798
910,2030,Zero_migration,20_64,275623.651
910,2030,Constant_fertility,20_69,281508.881
910,2030,Constant_mortality,20_69,274659.04
910,2030,High_variant,20_69,281508.881
910,2030,Instant_replacement,20_69,281431.785
910,2030,Low_variant,20_69,281508.881
910,2030,Medium_variant,20_69,281508.881
910,2030,No_change,20_69,274670.944
910,2030,Zero_migration,20_69,283508.596
910,2030,Medium_variant,21plus,282438.041
910,2030,Constant_fertility,25plus,238909.881
910,2030,Constant_mortality,25plus,231975.061
910,2030,High_variant,25plus,238909.881
910,2030,Instant_replacement,25plus,238846.692
910,2030,Low_variant,25plus,238909.881
910,2030,Medium_variant,25plus,238909.881
910,2030,No_change,25plus,231984.782
910,2030,Zero_migration,25plus,240682.697
910,2030,Constant_fertility,25_49,175685.508
910,2030,Constant_mortality,25_49,171151.181
910,2030,High_variant,25_49,175685.508
910,2030,Instant_replacement,25_49,175637.654
910,2030,Low_variant,25_49,175685.508
910,2030,Medium_variant,25_49,175685.508
910,2030,No_change,25_49,171158.568
910,2030,Zero_migration,25_49,177158.763
910,2030,Constant_fertility,25_64,218546.177
910,2030,Constant_mortality,25_64,212571.459
910,2030,High_variant,25_64,218546.177
910,2030,Instant_replacement,25_64,218487.585
910,2030,Low_variant,25_64,218546.177
910,2030,Medium_variant,25_64,218546.177
910,2030,No_change,25_64,212580.484
910,2030,Zero_migration,25_64,220250.981
910,2030,Constant_fertility,25_69,226401.29
910,2030,Constant_mortality,25_69,220181.32
910,2030,High_variant,25_69,226401.29
910,2030,Instant_replacement,25_69,226340.817
910,2030,Low_variant,25_69,226401.29
910,2030,Medium_variant,25_69,226401.29
910,2030,No_change,25_69,220190.63
910,2030,Zero_migration,25_69,228135.926
910,2030,Constant_fertility,50plus,63224.373
910,2030,Constant_mortality,50plus,60823.88
910,2030,High_variant,50plus,63224.373
910,2030,Instant_replacement,50plus,63209.038
910,2030,Low_variant,50plus,63224.373
910,2030,Medium_variant,50plus,63224.373
910,2030,No_change,50plus,60826.214
910,2030,Zero_migration,50plus,63523.934
910,2030,Constant_fertility,60plus,30817.866
910,2030,Constant_mortality,60plus,29573.587
910,2030,High_variant,60plus,30817.866
910,2030,Instant_replacement,60plus,30810.649
910,2030,Low_variant,60plus,30817.866
910,2030,Medium_variant,60plus,30817.866
910,2030,No_change,60plus,29574.681
910,2030,Zero_migration,60plus,30933.493
910,2030,Constant_fertility,65plus,20363.704
910,2030,Constant_mortality,65plus,19403.602
910,2030,High_variant,65plus,20363.704
910,2030,Instant_replacement,65plus,20359.107
910,2030,Low_variant,65plus,20363.704
910,2030,Medium_variant,65plus,20363.704
910,2030,No_change,65plus,19404.298
910,2030,Zero_migration,65plus,20431.716
910,2030,Constant_fertility,70plus,12508.591
910,2030,Constant_mortality,70plus,11793.741
910,2030,High_variant,70plus,12508.591
910,2030,Instant_replacement,70plus,12505.875
910,2030,Low_variant,70plus,12508.591
910,2030,Medium_variant,70plus,12508.591
910,2030,No_change,70plus,11794.152
910,2030,Zero_migration,70plus,12546.771
910,2030,Constant_fertility,75plus,6774.532
910,2030,Constant_mortality,75plus,6297.812
910,2030,High_variant,75plus,6774.532
910,2030,Instant_replacement,75plus,6773.115
910,2030,Low_variant,75plus,6774.532
910,2030,Medium_variant,75plus,6774.532
910,2030,No_change,75plus,6298.024
910,2030,Zero_migration,75plus,6794.183
910,2030,Constant_fertility,80plus,3054.1
910,2030,Constant_mortality,80plus,2789.161
910,2030,High_variant,80plus,3054.1
910,2030,Instant_replacement,80plus,3053.495
910,2030,Low_variant,80plus,3054.1
910,2030,Medium_variant,80plus,3054.1
910,2030,No_change,80plus,2789.252
910,2030,Zero_migration,80plus,3062.783
910,2030,Constant_fertility,85plus,1042.271
910,2030,Constant_mortality,85plus,932.183
910,2030,High_variant,85plus,1042.271
910,2030,Instant_replacement,85plus,1042.075
910,2030,Low_variant,85plus,1042.271
910,2030,Medium_variant,85plus,1042.271
910,2030,No_change,85plus,932.212
910,2030,Zero_migration,85plus,1044.939
910,2030,Constant_fertility,90plus,248.992
910,2030,Constant_mortality,90plus,218.431
910,2030,High_variant,90plus,248.992
910,2030,Instant_replacement,90plus,248.949
910,2030,Low_variant,90plus,248.992
910,2030,Medium_variant,90plus,248.992
910,2030,No_change,90plus,218.438
910,2030,Zero_migration,90plus,249.532
910,2035,Constant_fertility,total,723124.38
910,2035,Constant_mortality,total,622602.724
910,2035,High_variant,total,682530.612
910,2035,Instant_replacement,total,512946.694
910,2035,Low_variant,total,615676.52
910,2035,Medium_variant,total,649066.971
910,2035,No_change,total,693083.914
910,2035,Zero_migration,total,653843.355
910,2035,Medium_variant,0_1,35120.24
910,2035,Constant_fertility,0_4,118515.669
910,2035,Constant_mortality,0_4,81695.173
910,2035,High_variant,0_4,98106.272
910,2035,Instant_replacement,0_4,50865.461
910,2035,Low_variant,0_4,73669.29
910,2035,Medium_variant,0_4,85851.18
910,2035,No_change,0_4,112663.07
910,2035,Zero_migration,0_4,86472.635
910,2035,Constant_fertility,0_14,307336.598
910,2035,Constant_mortality,0_14,228143.808
910,2035,High_variant,0_14,268831.021
910,2035,Instant_replacement,0_14,136566.108
910,2035,Low_variant,0_14,209497.01
910,2035,Medium_variant,0_14,239127.427
910,2035,No_change,0_14,292950.027
910,2035,Zero_migration,0_14,240782.325
910,2035,Medium_variant,0_17,280526.047
910,2035,Constant_fertility,0_19,380937.372
910,2035,Constant_mortality,0_19,293660.454
910,2035,High_variant,0_19,340343.604
910,2035,Instant_replacement,0_19,170884.252
910,2035,Low_variant,0_19,273489.512
910,2035,Medium_variant,0_19,306879.963
910,2035,No_change,0_19,364115.386
910,2035,Zero_migration,0_19,308894.814
910,2035,Constant_fertility,0_24,442160.464
910,2035,Constant_mortality,0_24,353588.775
910,2035,High_variant,0_24,401566.696
910,2035,Instant_replacement,0_24,232106.072
910,2035,Low_variant,0_24,334712.604
910,2035,Medium_variant,0_24,368103.055
910,2035,No_change,0_24,424047.084
910,2035,Zero_migration,0_24,370444.625
910,2035,Medium_variant,3_4,33565.309
910,2035,Medium_variant,3_5,49972.874
910,2035,Medium_variant,3_6,66134.915
910,2035,Medium_variant,4_5,33063.946
910,2035,Medium_variant,4_6,49225.987
910,2035,Medium_variant,5_10,94812.225
910,2035,Medium_variant,5_11,109778.189
910,2035,Constant_fertility,5_14,188820.929
910,2035,Constant_mortality,5_14,146448.635
910,2035,High_variant,5_14,170724.749
910,2035,Instant_replacement,5_14,85700.647
910,2035,Low_variant,5_14,135827.72
910,2035,Medium_variant,5_14,153276.247
910,2035,No_change,5_14,180286.957
910,2035,Zero_migration,5_14,154309.69
910,2035,Medium_variant,6_9,63201.251
910,2035,Medium_variant,6_10,78404.66
910,2035,Medium_variant,6_11,93370.624
910,2035,Medium_variant,6_12,108101.552
910,2035,Medium_variant,7_10,62242.619
910,2035,Medium_variant,7_12,91939.511
910,2035,Medium_variant,11_16,86301.737
910,2035,Medium_variant,11_17,99862.642
910,2035,Medium_variant,11_18,113170.474
910,2035,Medium_variant,12_14,43498.058
910,2035,Medium_variant,12_16,71335.773
910,2035,Medium_variant,12_17,84896.678
910,2035,Medium_variant,12_18,98204.51
910,2035,Medium_variant,13_17,70165.75
910,2035,Medium_variant,13_18,83473.582
910,2035,Medium_variant,13_19,96519.666
910,2035,Constant_fertility,15plus,415787.782
910,2035,Constant_mortality,15plus,394458.916
910,2035,High_variant,15plus,413699.591
910,2035,Instant_replacement,15plus,376380.586
910,2035,Low_variant,15plus,406179.51
910,2035,Medium_variant,15plus,409939.544
910,2035,No_change,15plus,400133.887
910,2035,Zero_migration,15plus,413061.03
910,2035,Medium_variant,15_17,41398.62
910,2035,Constant_fertility,15_24,134823.866
910,2035,Constant_mortality,15_24,125444.967
910,2035,High_variant,15_24,132735.675
910,2035,Instant_replacement,15_24,95539.964
910,2035,Low_variant,15_24,125215.594
910,2035,Medium_variant,15_24,128975.628
910,2035,No_change,15_24,131097.057
910,2035,Zero_migration,15_24,129662.3
910,2035,Constant_fertility,15_49,337874.047
910,2035,Constant_mortality,15_49,321316.886
910,2035,High_variant,15_49,335785.856
910,2035,Instant_replacement,15_49,298497.372
910,2035,Low_variant,15_49,328265.775
910,2035,Medium_variant,15_49,332025.809
910,2035,No_change,15_49,326986.246
910,2035,Zero_migration,15_49,334651.162
910,2035,Constant_fertility,15_59,378317.769
910,2035,Constant_mortality,15_59,359366.503
910,2035,High_variant,15_59,376229.578
910,2035,Instant_replacement,15_59,338924.891
910,2035,Low_variant,15_59,368709.497
910,2035,Medium_variant,15_59,372469.531
910,2035,No_change,15_59,365038.839
910,2035,Zero_migration,15_59,375399.764
910,2035,Constant_fertility,15_64,391446.247
910,2035,Constant_mortality,15_64,371879.103
910,2035,High_variant,15_64,389358.056
910,2035,Instant_replacement,15_64,352048.063
910,2035,Low_variant,15_64,381837.975
910,2035,Medium_variant,15_64,385598.009
910,2035,No_change,15_64,377552.42
910,2035,Zero_migration,15_64,388608.447
910,2035,Medium_variant,16plus,395904.041
910,2035,Medium_variant,17plus,382101.829
910,2035,Medium_variant,18plus,368540.924
910,2035,Medium_variant,18_23,75876.462
910,2035,Constant_fertility,20plus,342187.008
910,2035,Constant_mortality,20plus,328942.27
910,2035,High_variant,20plus,342187.008
910,2035,Instant_replacement,20plus,342062.442
910,2035,Low_variant,20plus,342187.008
910,2035,Medium_variant,20plus,342187.008
910,2035,No_change,20plus,328968.528
910,2035,Zero_migration,20plus,344948.541
910,2035,Constant_fertility,20_64,317845.473
910,2035,Constant_mortality,20_64,306362.457
910,2035,High_variant,20_64,317845.473
910,2035,Instant_replacement,20_64,317729.919
910,2035,Low_variant,20_64,317845.473
910,2035,Medium_variant,20_64,317845.473
910,2035,No_change,20_64,306387.061
910,2035,Zero_migration,20_64,320495.958
910,2035,Constant_fertility,20_69,327308.037
910,2035,Constant_mortality,20_69,315360.544
910,2035,High_variant,20_69,327308.037
910,2035,Instant_replacement,20_69,327188.702
910,2035,Low_variant,20_69,327308.037
910,2035,Medium_variant,20_69,327308.037
910,2035,No_change,20_69,315385.844
910,2035,Zero_migration,20_69,330009.173
910,2035,Medium_variant,21plus,329404.233
910,2035,Constant_fertility,25plus,280963.916
910,2035,Constant_mortality,25plus,269013.949
910,2035,High_variant,25plus,280963.916
910,2035,Instant_replacement,25plus,280840.622
910,2035,Low_variant,25plus,280963.916
910,2035,Medium_variant,25plus,280963.916
910,2035,No_change,25plus,269036.83
910,2035,Zero_migration,25plus,283398.73
910,2035,Constant_fertility,25_49,203050.181
910,2035,Constant_mortality,25_49,195871.919
910,2035,High_variant,25_49,203050.181
910,2035,Instant_replacement,25_49,202957.408
910,2035,Low_variant,25_49,203050.181
910,2035,Medium_variant,25_49,203050.181
910,2035,No_change,25_49,195889.189
910,2035,Zero_migration,25_49,204988.862
910,2035,Constant_fertility,25_64,256622.381
910,2035,Constant_mortality,25_64,246434.136
910,2035,High_variant,25_64,256622.381
910,2035,Instant_replacement,25_64,256508.099
910,2035,Low_variant,25_64,256622.381
910,2035,Medium_variant,25_64,256622.381
910,2035,No_change,25_64,246455.363
910,2035,Zero_migration,25_64,258946.147
910,2035,Constant_fertility,25_69,266084.945
910,2035,Constant_mortality,25_69,255432.223
910,2035,High_variant,25_69,266084.945
910,2035,Instant_replacement,25_69,265966.882
910,2035,Low_variant,25_69,266084.945
910,2035,Medium_variant,25_69,266084.945
910,2035,No_change,25_69,255454.146
910,2035,Zero_migration,25_69,268459.362
910,2035,Constant_fertility,50plus,77913.735
910,2035,Constant_mortality,50plus,73142.03
910,2035,High_variant,50plus,77913.735
910,2035,Instant_replacement,50plus,77883.214
910,2035,Low_variant,50plus,77913.735
910,2035,Medium_variant,50plus,77913.735
910,2035,No_change,50plus,73147.641
910,2035,Zero_migration,50plus,78409.868
910,2035,Constant_fertility,60plus,37470.013
910,2035,Constant_mortality,60plus,35092.413
910,2035,High_variant,60plus,37470.013
910,2035,Instant_replacement,60plus,37455.695
910,2035,Low_variant,60plus,37470.013
910,2035,Medium_variant,60plus,37470.013
910,2035,No_change,60plus,35095.048
910,2035,Zero_migration,60plus,37661.266
910,2035,Constant_fertility,65plus,24341.535
910,2035,Constant_mortality,65plus,22579.813
910,2035,High_variant,65plus,24341.535
910,2035,Instant_replacement,65plus,24332.523
910,2035,Low_variant,65plus,24341.535
910,2035,Medium_variant,65plus,24341.535
910,2035,No_change,65plus,22581.467
910,2035,Zero_migration,65plus,24452.583
910,2035,Constant_fertility,70plus,14878.971
910,2035,Constant_mortality,70plus,13581.726
910,2035,High_variant,70plus,14878.971
910,2035,Instant_replacement,70plus,14873.74
910,2035,Low_variant,70plus,14878.971
910,2035,Medium_variant,70plus,14878.971
910,2035,No_change,70plus,13582.684
910,2035,Zero_migration,70plus,14939.368
910,2035,Constant_fertility,75plus,8178.628
910,2035,Constant_mortality,75plus,7299.958
910,2035,High_variant,75plus,8178.628
910,2035,Instant_replacement,75plus,8175.92
910,2035,Low_variant,75plus,8178.628
910,2035,Medium_variant,75plus,8178.628
910,2035,No_change,75plus,7300.454
910,2035,Zero_migration,75plus,8208.701
910,2035,Constant_fertility,80plus,3753.557
910,2035,Constant_mortality,80plus,3253.651
910,2035,High_variant,80plus,3753.557
910,2035,Instant_replacement,80plus,3752.386
910,2035,Low_variant,80plus,3753.557
910,2035,Medium_variant,80plus,3753.557
910,2035,No_change,80plus,3253.865
910,2035,Zero_migration,80plus,3766.553
910,2035,Constant_fertility,85plus,1326.724
910,2035,Constant_mortality,85plus,1109.113
910,2035,High_variant,85plus,1326.724
910,2035,Instant_replacement,85plus,1326.344
910,2035,Low_variant,85plus,1326.724
910,2035,Medium_variant,85plus,1326.724
910,2035,No_change,85plus,1109.183
910,2035,Zero_migration,85plus,1330.803
910,2035,Constant_fertility,90plus,320.497
910,2035,Constant_mortality,90plus,257.913
910,2035,High_variant,90plus,320.497
910,2035,Instant_replacement,90plus,320.415
910,2035,Low_variant,90plus,320.497
910,2035,Medium_variant,90plus,320.497
910,2035,No_change,90plus,257.928
910,2035,Zero_migration,90plus,321.325
910,2040,Constant_fertility,total,842710.649
910,2040,Constant_mortality,total,682320.443
910,2040,High_variant,total,771368.333
910,2040,Instant_replacement,total,548244.809
910,2040,Low_variant,total,675143.082
910,2040,Medium_variant,total,723007.576
910,2040,No_change,total,794565.717
910,2040,Zero_migration,total,729222.251
910,2040,Medium_variant,0_1,37034.02
910,2040,Constant_fertility,0_4,136952.483
910,2040,Constant_mortality,0_4,85038.175
910,2040,High_variant,0_4,105928.006
910,2040,Instant_replacement,0_4,51254.492
910,2040,Low_variant,0_4,76135.291
910,2040,Medium_variant,0_4,90819.824
910,2040,No_change,0_4,128032.21
910,2040,Zero_migration,0_4,91560.294
910,2040,Constant_fertility,0_14,355601.725
910,2040,Constant_mortality,0_14,239544.877
910,2040,High_variant,0_14,292614.221
910,2040,Instant_replacement,0_14,147221.475
910,2040,Low_variant,0_14,217982.572
910,2040,Medium_variant,0_14,255050.254
910,2040,No_change,0_14,333509.284
910,2040,Zero_migration,0_14,257082.637
910,2040,Medium_variant,0_17,299705.228
910,2040,Constant_fertility,0_19,442168.72
910,2040,Constant_mortality,0_19,309195.129
910,2040,High_variant,0_19,372898.482
910,2040,Instant_replacement,0_19,186832.387
910,2040,Low_variant,0_19,284134.244
910,2040,Medium_variant,0_19,328268.235
910,2040,No_change,0_19,415830.084
910,2040,Zero_migration,0_19,330855.914
910,2040,Constant_fertility,0_24,515047.097
910,2040,Constant_mortality,0_24,373612.333
910,2040,High_variant,0_24,443704.781
