agebroad,population,region,variant,year
"Region, subregion, country or area *",Less developed regions,902,estimates,1950
0_1,112610.722,902,estimates,1950
0_4,255463.966,902,estimates,1950
0_14,645507.797,902,estimates,1950
0_17,750407.111,902,estimates,1950
0_19,816674.109,902,estimates,1950
0_24,968297.02,902,estimates,1950
3_4,92379.523,902,estimates,1950
3_5,135334.38,902,estimates,1950
3_6,176726.952,902,estimates,1950
4_5,87901.978,902,estimates,1950
4_6,129294.55,902,estimates,1950
5_14,390043.831,902,estimates,1950
5_10,240748.737,902,estimates,1950
5_11,278814.388,902,estimates,1950
6_9,159551.009,902,estimates,1950
6_10,197793.88,902,estimates,1950
6_11,235859.531,902,estimates,1950
6_12,273619.161,902,estimates,1950
7_10,156401.308,902,estimates,1950
7_12,232226.589,902,estimates,1950
11_16,219903.98,902,estimates,1950
11_17,254194.408,902,estimates,1950
11_18,287728.254,902,estimates,1950
12_14,111229.443,902,estimates,1950
12_16,181838.329,902,estimates,1950
12_17,216128.757,902,estimates,1950
12_18,249662.603,902,estimates,1950
13_17,178369.127,902,estimates,1950
13_18,211902.973,902,estimates,1950
13_19,244636.125,902,estimates,1950
15_17,104899.314,902,estimates,1950
18_23,189210.716,902,estimates,1950
15_24,322789.223,902,estimates,1950
15_49,849726.865,902,estimates,1950
15_59,967498.342,902,estimates,1950
15_64,1009831.23,902,estimates,1950
20_64,838664.918,902,estimates,1950
20_69,868626.272,902,estimates,1950
25_49,526937.642,902,estimates,1950
25_64,687042.007,902,estimates,1950
25_69,717003.361,902,estimates,1950
15plus,1075901.855,902,estimates,1950
16plus,1040274.868,902,estimates,1950
17plus,1005292.969,902,estimates,1950
18plus,971002.541,902,estimates,1950
20plus,904735.543,902,estimates,1950
21plus,872797.662,902,estimates,1950
25plus,753112.632,902,estimates,1950
50plus,226174.99,902,estimates,1950
60plus,108403.513,902,estimates,1950
65plus,66070.625,902,estimates,1950
70plus,36109.271,902,estimates,1950
75plus,16864.278,902,estimates,1950
80plus,6190.646,902,estimates,1950
85plus,1809.717,902,estimates,1950
90plus,451.258,902,estimates,1950
total,1721409.652,902,estimates,1950
"Region, subregion, country or area *",Less developed regions,902,estimates,1951
0_1,121110.116,902,estimates,1951
0_4,270708.478,902,estimates,1951
