agebroad,population,region,variant,year
0_1,9326.94,1500,estimates,1950
0_4,21565.125,1500,estimates,1950
0_14,53852.476,1500,estimates,1950
0_17,61907.531,1500,estimates,1950
0_19,66915.907,1500,estimates,1950
0_24,78233.559,1500,estimates,1950
3_4,7953.168,1500,estimates,1950
3_5,11669.882,1500,estimates,1950
3_6,15241.579,1500,estimates,1950
4_5,7598.995,1500,estimates,1950
4_6,11170.692,1500,estimates,1950
5_14,32287.351,1500,estimates,1950
5_10,20451.242,1500,estimates,1950
5_11,23527.693,1500,estimates,1950
6_9,13584.947,1500,estimates,1950
6_10,16734.528,1500,estimates,1950
6_11,19810.979,1500,estimates,1950
6_12,22813.52,1500,estimates,1950
7_10,13162.831,1500,estimates,1950
7_12,19241.823,1500,estimates,1950
11_16,17278.784,1500,estimates,1950
11_17,19891.164,1500,estimates,1950
11_18,22431.244,1500,estimates,1950
12_14,8759.658,1500,estimates,1950
12_16,14202.333,1500,estimates,1950
12_17,16814.713,1500,estimates,1950
12_18,19354.793,1500,estimates,1950
13_17,13812.172,1500,estimates,1950
13_18,16352.252,1500,estimates,1950
13_19,18820.548,1500,estimates,1950
15_17,8055.055,1500,estimates,1950
18_23,14196.691,1500,estimates,1950
15_24,24381.083,1500,estimates,1950
15_49,60469.074,1500,estimates,1950
15_59,67755.655,1500,estimates,1950
15_64,70270.901,1500,estimates,1950
20_64,57207.47,1500,estimates,1950
20_69,59059.075,1500,estimates,1950
25_49,36087.991,1500,estimates,1950
25_64,45889.818,1500,estimates,1950
25_69,47741.423,1500,estimates,1950
15plus,74244.172,1500,estimates,1950
16plus,71486.204,1500,estimates,1950
17plus,68801.497,1500,estimates,1950
18plus,66189.117,1500,estimates,1950
20plus,61180.741,1500,estimates,1950
21plus,58782.222,1500,estimates,1950
25plus,49863.089,1500,estimates,1950
50plus,13775.098,1500,estimates,1950
60plus,6488.517,1500,estimates,1950
65plus,3973.271,1500,estimates,1950
70plus,2121.666,1500,estimates,1950
75plus,976.337,1500,estimates,1950
80plus,346.684,1500,estimates,1950
85plus,83.863,1500,estimates,1950
90plus,13.733,1500,estimates,1950
total,128096.648,1500,estimates,1950
0_1,9492.336,1500,estimates,1951
0_4,21985.055,1500,estimates,1951
0_14,54849.601,1500,estimates,1951
0_17,63009.54,1500,estimates,1951
0_19,68077.628,1500,estimates,1951
0_24,79525.97,1500,estimates,1951
3_4,8118.078,1500,estimates,1951
3_5,11911.82,1500,estimates,1951
3_6,15558.383,1500,estimates,1951
4_5,7756.43,1500,estimates,1951
4_6,11402.993,1500,estimates,1951
5_14,32864.546,1500,estimates,1951
5_10,20863.525,1500,estimates,1951
5_11,23978.312,1500,estimates,1951
6_9,13869.06,1500,estimates,1951
6_10,17069.783,1500,estimates,1951
6_11,20184.57,1500,estimates,1951
6_12,23224.386,1500,estimates,1951
7_10,13423.22,1500,estimates,1951
7_12,19577.823,1500,estimates,1951
11_16,17517.151,1500,estimates,1951
11_17,20160.96,1500,estimates,1951
11_18,22731.307,1500,estimates,1951
12_14,8886.234,1500,estimates,1951
12_16,14402.364,1500,estimates,1951
12_17,17046.173,1500,estimates,1951
12_18,19616.52,1500,estimates,1951
13_17,14006.357,1500,estimates,1951
13_18,16576.704,1500,estimates,1951
13_19,19074.445,1500,estimates,1951
15_17,8159.939,1500,estimates,1951
18_23,14361.243,1500,estimates,1951
15_24,24676.369,1500,estimates,1951
15_49,61208.015,1500,estimates,1951
15_59,68578.795,1500,estimates,1951
15_64,71102.609,1500,estimates,1951
20_64,57874.582,1500,estimates,1951
20_69,59727.769,1500,estimates,1951
25_49,36531.646,1500,estimates,1951
25_64,46426.24,1500,estimates,1951
25_69,48279.427,1500,estimates,1951
15plus,75119.506,1500,estimates,1951
16plus,72322.003,1500,estimates,1951
17plus,69603.376,1500,estimates,1951
18plus,66959.567,1500,estimates,1951
20plus,61891.479,1500,estimates,1951
21plus,59465.267,1500,estimates,1951
25plus,50443.137,1500,estimates,1951
