agebroad,population,region,variant,year
"Region, subregion, country or area *",Micronesia,954,estimates,1950
0_1,10.52,954,estimates,1950
0_4,23.507,954,estimates,1950
0_14,55.873,954,estimates,1950
0_17,65.363,954,estimates,1950
0_19,72.396,954,estimates,1950
0_24,92.098,954,estimates,1950
3_4,8.334,954,estimates,1950
3_5,12.103,954,estimates,1950
3_6,15.661,954,estimates,1950
4_5,7.789,954,estimates,1950
4_6,11.347,954,estimates,1950
5_14,32.366,954,estimates,1950
5_10,20.192,954,estimates,1950
5_11,23.233,954,estimates,1950
6_9,13.344,954,estimates,1950
6_10,16.423,954,estimates,1950
6_11,19.464,954,estimates,1950
6_12,22.491,954,estimates,1950
7_10,12.865,954,estimates,1950
7_12,18.933,954,estimates,1950
11_16,18.429,954,estimates,1950
11_17,21.664,954,estimates,1950
11_18,25.073,954,estimates,1950
12_14,9.133,954,estimates,1950
12_16,15.388,954,estimates,1950
12_17,18.623,954,estimates,1950
12_18,22.032,954,estimates,1950
13_17,15.596,954,estimates,1950
13_18,19.005,954,estimates,1950
13_19,22.629,954,estimates,1950
15_17,9.49,954,estimates,1950
18_23,23.011,954,estimates,1950
15_24,36.225,954,estimates,1950
15_49,83.766,954,estimates,1950
15_59,91.353,954,estimates,1950
15_64,94.023,954,estimates,1950
20_64,77.5,954,estimates,1950
20_69,79.434,954,estimates,1950
25_49,47.541,954,estimates,1950
25_64,57.798,954,estimates,1950
25_69,59.732,954,estimates,1950
15plus,99.222,954,estimates,1950
16plus,96.111,954,estimates,1950
17plus,92.967,954,estimates,1950
18plus,89.732,954,estimates,1950
20plus,82.699,954,estimates,1950
21plus,78.873,954,estimates,1950
25plus,62.997,954,estimates,1950
50plus,15.456,954,estimates,1950
60plus,7.869,954,estimates,1950
65plus,5.199,954,estimates,1950
70plus,3.265,954,estimates,1950
75plus,1.812,954,estimates,1950
80plus,0.853,954,estimates,1950
85plus,0.193,954,estimates,1950
90plus,0.032,954,estimates,1950
total,155.095,954,estimates,1950
"Region, subregion, country or area *",Micronesia,954,estimates,1951
0_1,11.037,954,estimates,1951
0_4,24.793,954,estimates,1951
0_14,58.435,954,estimates,1951
0_17,68.016,954,estimates,1951
0_19,74.773,954,estimates,1951
0_24,93.429,954,estimates,1951
3_4,8.832,954,estimates,1951
3_5,12.825,954,estimates,1951
3_6,16.589,954,estimates,1951
4_5,8.254,954,estimates,1951
4_6,12.018,954,estimates,1951
5_14,33.642,954,estimates,1951
5_10,21.237,954,estimates,1951
5_11,24.37,954,estimates,1951
6_9,14.047,954,estimates,1951
6_10,17.244,954,estimates,1951
6_11,20.377,954,estimates,1951
6_12,23.469,954,estimates,1951
7_10,13.48,954,estimates,1951
7_12,19.705,954,estimates,1951
11_16,18.744,954,estimates,1951
11_17,21.986,954,estimates,1951
11_18,25.307,954,estimates,1951
12_14,9.272,954,estimates,1951
12_16,15.611,954,estimates,1951
12_17,18.853,954,estimates,1951
12_18,22.174,954,estimates,1951
13_17,15.761,954,estimates,1951
13_18,19.082,954,estimates,1951
13_19,22.518,954,estimates,1951
15_17,9.581,954,estimates,1951
18_23,21.675,954,estimates,1951
15_24,34.994,954,estimates,1951
15_49,84.003,954,estimates,1951
15_59,91.727,954,estimates,1951
15_64,94.46,954,estimates,1951
20_64,78.122,954,estimates,1951
20_69,80.084,954,estimates,1951
25_49,49.009,954,estimates,1951
25_64,59.466,954,estimates,1951
25_69,61.428,954,estimates,1951
15plus,99.715,954,estimates,1951
16plus,96.57,954,estimates,1951
17plus,93.376,954,estimates,1951
18plus,90.134,954,estimates,1951
20plus,83.377,954,estimates,1951
21plus,79.812,954,estimates,1951
25plus,64.721,954,estimates,1951
50plus,15.712,954,estimates,1951
60plus,7.988,954,estimates,1951
65plus,5.255,954,estimates,1951
70plus,3.293,954,estimates,1951
75plus,1.841,954,estimates,1951
80plus,0.891,954,estimates,1951
85plus,0.242,954,estimates,1951
90plus,0.039,954,estimates,1951
total,158.15,954,estimates,1951
"Region, subregion, country or area *",Micronesia,954,estimates,1952
0_1,11.403,954,estimates,1952
0_4,25.876,954,estimates,1952
0_14,60.876,954,estimates,1952
0_17,70.536,954,estimates,1952
0_19,77.286,954,estimates,1952
0_24,94.987,954,estimates,1952
3_4,9.3,954,estimates,1952
3_5,13.508,954,estimates,1952
3_6,17.474,954,estimates,1952
4_5,8.698,954,estimates,1952
4_6,12.664,954,estimates,1952
5_14,35.0,954,estimates,1952
5_10,22.294,954,estimates,1952
5_11,25.54,954,estimates,1952
6_9,14.754,954,estimates,1952
6_10,18.086,954,estimates,1952
6_11,21.332,954,estimates,1952
6_12,24.519,954,estimates,1952
7_10,14.12,954,estimates,1952
7_12,20.553,954,estimates,1952
11_16,19.086,954,estimates,1952
11_17,22.366,954,estimates,1952
11_18,25.709,954,estimates,1952
12_14,9.46,954,estimates,1952
12_16,15.84,954,estimates,1952
12_17,19.12,954,estimates,1952
12_18,22.463,954,estimates,1952
13_17,15.933,954,estimates,1952
13_18,19.276,954,estimates,1952
13_19,22.683,954,estimates,1952
15_17,9.66,954,estimates,1952
18_23,20.868,954,estimates,1952
15_24,34.111,954,estimates,1952
15_49,84.38,954,estimates,1952
15_59,92.245,954,estimates,1952
15_64,95.04,954,estimates,1952
20_64,78.63,954,estimates,1952
20_69,80.643,954,estimates,1952
25_49,50.269,954,estimates,1952
25_64,60.929,954,estimates,1952
25_69,62.942,954,estimates,1952
15plus,100.347,954,estimates,1952
16plus,97.185,954,estimates,1952
17plus,93.967,954,estimates,1952
18plus,90.687,954,estimates,1952
20plus,83.937,954,estimates,1952
21plus,80.473,954,estimates,1952
25plus,66.236,954,estimates,1952
50plus,15.967,954,estimates,1952
60plus,8.102,954,estimates,1952
65plus,5.307,954,estimates,1952
70plus,3.294,954,estimates,1952
