agebroad,population,region,variant,year
"Region, subregion, country or area *",Middle Africa,911,estimates,1950
0_1,1904.893,911,estimates,1950
0_4,4371.892,911,estimates,1950
0_14,10830.611,911,estimates,1950
0_17,12455.922,911,estimates,1950
0_19,13472.269,911,estimates,1950
0_24,15790.104,911,estimates,1950
3_4,1599.44,911,estimates,1950
3_5,2343.119,911,estimates,1950
3_6,3056.282,911,estimates,1950
4_5,1522.854,911,estimates,1950
4_6,2236.017,911,estimates,1950
5_14,6458.719,911,estimates,1950
5_10,4083.003,911,estimates,1950
5_11,4698.97,911,estimates,1950
6_9,2710.156,911,estimates,1950
6_10,3339.324,911,estimates,1950
6_11,3955.291,911,estimates,1950
6_12,4557.738,911,estimates,1950
7_10,2626.161,911,estimates,1950
7_12,3844.575,911,estimates,1950
11_16,3472.883,911,estimates,1950
11_17,4001.027,911,estimates,1950
11_18,4515.798,911,estimates,1950
12_14,1759.749,911,estimates,1950
12_16,2856.916,911,estimates,1950
12_17,3385.06,911,estimates,1950
12_18,3899.831,911,estimates,1950
13_17,2782.613,911,estimates,1950
13_18,3297.384,911,estimates,1950
13_19,3798.96,911,estimates,1950
15_17,1625.311,911,estimates,1950
18_23,2896.137,911,estimates,1950
15_24,4959.493,911,estimates,1950
15_49,12484.362,911,estimates,1950
15_59,14079.371,911,estimates,1950
15_64,14624.152,911,estimates,1950
20_64,11982.494,911,estimates,1950
20_69,12392.655,911,estimates,1950
25_49,7524.869,911,estimates,1950
25_64,9664.659,911,estimates,1950
25_69,10074.82,911,estimates,1950
15plus,15623.151,911,estimates,1950
16plus,15067.657,911,estimates,1950
17plus,14525.984,911,estimates,1950
18plus,13997.84,911,estimates,1950
20plus,12981.493,911,estimates,1950
21plus,12492.74,911,estimates,1950
25plus,10663.658,911,estimates,1950
50plus,3138.789,911,estimates,1950
60plus,1543.78,911,estimates,1950
65plus,998.999,911,estimates,1950
70plus,588.838,911,estimates,1950
75plus,304.126,911,estimates,1950
80plus,130.368,911,estimates,1950
85plus,35.987,911,estimates,1950
90plus,6.225,911,estimates,1950
total,26453.762,911,estimates,1950
"Region, subregion, country or area *",Middle Africa,911,estimates,1951
0_1,1979.141,911,estimates,1951
0_4,4515.83,911,estimates,1951
0_14,11107.366,911,estimates,1951
0_17,12759.704,911,estimates,1951
0_19,13792.13,911,estimates,1951
0_24,16146.479,911,estimates,1951
3_4,1643.567,911,estimates,1951
3_5,2406.52,911,estimates,1951
3_6,3137.621,911,estimates,1951
4_5,1563.156,911,estimates,1951
4_6,2294.257,911,estimates,1951
5_14,6591.536,911,estimates,1951
5_10,4178.199,911,estimates,1951
5_11,4802.292,911,estimates,1951
6_9,2775.027,911,estimates,1951
6_10,3415.246,911,estimates,1951
6_11,4039.339,911,estimates,1951
6_12,4650.018,911,estimates,1951
7_10,2684.145,911,estimates,1951
7_12,3918.917,911,estimates,1951
11_16,3529.124,911,estimates,1951
11_17,4065.675,911,estimates,1951
11_18,4588.602,911,estimates,1951
12_14,1789.244,911,estimates,1951
12_16,2905.031,911,estimates,1951
12_17,3441.582,911,estimates,1951
12_18,3964.509,911,estimates,1951
13_17,2830.903,911,estimates,1951
13_18,3353.83,911,estimates,1951
13_19,3863.329,911,estimates,1951
15_17,1652.338,911,estimates,1951
18_23,2941.256,911,estimates,1951
15_24,5039.113,911,estimates,1951
15_49,12687.813,911,estimates,1951
15_59,14305.167,911,estimates,1951
15_64,14856.902,911,estimates,1951
20_64,12172.138,911,estimates,1951
20_69,12582.01,911,estimates,1951
25_49,7648.7,911,estimates,1951
25_64,9817.789,911,estimates,1951
25_69,10227.661,911,estimates,1951
15plus,15857.247,911,estimates,1951
16plus,15291.932,911,estimates,1951
17plus,14741.46,911,estimates,1951
18plus,14204.909,911,estimates,1951
20plus,13172.483,911,estimates,1951
21plus,12676.207,911,estimates,1951
25plus,10818.134,911,estimates,1951
50plus,3169.434,911,estimates,1951
60plus,1552.08,911,estimates,1951
65plus,1000.345,911,estimates,1951
70plus,590.473,911,estimates,1951
75plus,307.034,911,estimates,1951
80plus,134.696,911,estimates,1951
85plus,40.757,911,estimates,1951
90plus,7.438,911,estimates,1951
total,26964.613,911,estimates,1951
"Region, subregion, country or area *",Middle Africa,911,estimates,1952
0_1,2057.688,911,estimates,1952
0_4,4660.417,911,estimates,1952
0_14,11384.243,911,estimates,1952
0_17,13067.109,911,estimates,1952
0_19,14116.802,911,estimates,1952
0_24,16509.516,911,estimates,1952
3_4,1684.969,911,estimates,1952
3_5,2465.673,911,estimates,1952
3_6,3212.936,911,estimates,1952
4_5,1600.472,911,estimates,1952
4_6,2347.735,911,estimates,1952
5_14,6723.826,911,estimates,1952
5_10,4271.346,911,estimates,1952
5_11,4906.818,911,estimates,1952
6_9,2836.283,911,estimates,1952
6_10,3490.642,911,estimates,1952
6_11,4126.114,911,estimates,1952
6_12,4745.504,911,estimates,1952
7_10,2743.379,911,estimates,1952
7_12,3998.241,911,estimates,1952
11_16,3589.601,911,estimates,1952
11_17,4135.346,911,estimates,1952
11_18,4667.058,911,estimates,1952
12_14,1817.008,911,estimates,1952
12_16,2954.129,911,estimates,1952
12_17,3499.874,911,estimates,1952
12_18,4031.586,911,estimates,1952
13_17,2880.484,911,estimates,1952
13_18,3412.196,911,estimates,1952
13_19,3930.177,911,estimates,1952
15_17,1682.866,911,estimates,1952
18_23,2989.357,911,estimates,1952
15_24,5125.273,911,estimates,1952
15_49,12905.277,911,estimates,1952
15_59,14546.458,911,estimates,1952
15_64,15107.76,911,estimates,1952
20_64,12375.201,911,estimates,1952
20_69,12785.597,911,estimates,1952
25_49,7780.004,911,estimates,1952
25_64,9982.487,911,estimates,1952
25_69,10392.883,911,estimates,1952
15plus,16105.731,911,estimates,1952
16plus,15529.167,911,estimates,1952
17plus,14968.61,911,estimates,1952
18plus,14422.865,911,estimates,1952
20plus,13373.172,911,estimates,1952
21plus,12868.684,911,estimates,1952
25plus,10980.458,911,estimates,1952
50plus,3200.454,911,estimates,1952
60plus,1559.273,911,estimates,1952
65plus,997.971,911,estimates,1952
70plus,587.575,911,estimates,1952
75plus,305.366,911,estimates,1952
80plus,134.948,911,estimates,1952
85plus,43.927,911,estimates,1952
90plus,8.362,911,estimates,1952
total,27489.974,911,estimates,1952
"Region, subregion, country or area *",Middle Africa,911,estimates,1953
0_1,2122.756,911,estimates,1953
0_4,4791.556,911,estimates,1953
0_14,11648.379,911,estimates,1953
0_17,13364.931,911,estimates,1953
0_19,14434.357,911,estimates,1953
0_24,16870.21,911,estimates,1953
3_4,1725.265,911,estimates,1953
3_5,2522.632,911,estimates,1953
3_6,3284.971,911,estimates,1953
4_5,1635.918,911,estimates,1953
4_6,2398.257,911,estimates,1953
5_14,6856.823,911,estimates,1953
5_10,4357.615,911,estimates,1953
5_11,5007.971,911,estimates,1953
6_9,2890.899,911,estimates,1953
6_10,3560.248,911,estimates,1953
6_11,4210.604,911,estimates,1953
6_12,4842.222,911,estimates,1953
7_10,2797.909,911,estimates,1953
7_12,4079.883,911,estimates,1953
11_16,3659.164,911,estimates,1953
11_17,4215.76,911,estimates,1953
11_18,4757.554,911,estimates,1953
12_14,1848.852,911,estimates,1953
12_16,3008.808,911,estimates,1953
12_17,3565.404,911,estimates,1953
12_18,4107.198,911,estimates,1953
13_17,2933.786,911,estimates,1953
13_18,3475.58,911,estimates,1953
13_19,4003.212,911,estimates,1953
15_17,1716.552,911,estimates,1953
18_23,3044.148,911,estimates,1953
15_24,5221.831,911,estimates,1953
15_49,13148.273,911,estimates,1953
15_59,14816.835,911,estimates,1953
15_64,15390.162,911,estimates,1953
20_64,12604.184,911,estimates,1953
20_69,13017.092,911,estimates,1953
25_49,7926.442,911,estimates,1953
25_64,10168.331,911,estimates,1953
25_69,10581.239,911,estimates,1953
15plus,16383.579,911,estimates,1953
16plus,15795.99,911,estimates,1953
17plus,15223.623,911,estimates,1953
18plus,14667.027,911,estimates,1953
20plus,13597.601,911,estimates,1953
21plus,13083.828,911,estimates,1953
25plus,11161.748,911,estimates,1953
50plus,3235.306,911,estimates,1953
60plus,1566.744,911,estimates,1953
65plus,993.417,911,estimates,1953
70plus,580.509,911,estimates,1953
75plus,298.905,911,estimates,1953
80plus,130.865,911,estimates,1953
85plus,44.406,911,estimates,1953
90plus,8.825,911,estimates,1953
total,28031.958,911,estimates,1953
"Region, subregion, country or area *",Middle Africa,911,estimates,1954
0_1,2181.327,911,estimates,1954
0_4,4912.382,911,estimates,1954
0_14,11899.135,911,estimates,1954
0_17,13650.882,911,estimates,1954
0_19,14743.041,911,estimates,1954
0_24,17227.929,911,estimates,1954
3_4,1761.326,911,estimates,1954
3_5,2574.465,911,estimates,1954
3_6,3350.604,911,estimates,1954
4_5,1670.122,911,estimates,1954
4_6,2446.261,911,estimates,1954
5_14,6986.753,911,estimates,1954
5_10,4432.811,911,estimates,1954
5_11,5098.05,911,estimates,1954
6_9,2938.29,911,estimates,1954
6_10,3619.672,911,estimates,1954
6_11,4284.911,911,estimates,1954
6_12,4932.238,911,estimates,1954
7_10,2843.533,911,estimates,1954
7_12,4156.099,911,estimates,1954
11_16,3736.65,911,estimates,1954
11_17,4305.689,911,estimates,1954
11_18,4859.173,911,estimates,1954
12_14,1888.703,911,estimates,1954
12_16,3071.411,911,estimates,1954
12_17,3640.45,911,estimates,1954
12_18,4193.934,911,estimates,1954
13_17,2993.123,911,estimates,1954
13_18,3546.607,911,estimates,1954
13_19,4085.282,911,estimates,1954
15_17,1751.747,911,estimates,1954
18_23,3106.872,911,estimates,1954
