agebroad,population,region,variant,year
"Region, subregion, country or area *",Australia/New Zealand,927,estimates,1950
0_1,482.415,927,estimates,1950
0_4,1120.742,927,estimates,1950
0_14,2730.212,927,estimates,1950
0_17,3135.307,927,estimates,1950
0_19,3415.395,927,estimates,1950
0_24,4193.919,927,estimates,1950
3_4,414.788,927,estimates,1950
3_5,607.326,927,estimates,1950
3_6,790.858,927,estimates,1950
4_5,394.761,927,estimates,1950
4_6,578.293,927,estimates,1950
5_14,1609.47,927,estimates,1950
5_10,1034.589,927,estimates,1950
5_11,1184.226,927,estimates,1950
6_9,687.245,927,estimates,1950
6_10,842.051,927,estimates,1950
6_11,991.688,927,estimates,1950
6_12,1136.893,927,estimates,1950
7_10,658.519,927,estimates,1950
7_12,953.361,927,estimates,1950
11_16,845.489,927,estimates,1950
11_17,979.976,927,estimates,1950
11_18,1117.542,927,estimates,1950
12_14,425.244,927,estimates,1950
12_16,695.852,927,estimates,1950
12_17,830.339,927,estimates,1950
12_18,967.905,927,estimates,1950
13_17,685.134,927,estimates,1950
13_18,822.7,927,estimates,1950
13_19,965.222,927,estimates,1950
15_17,405.095,927,estimates,1950
18_23,897.218,927,estimates,1950
15_24,1463.707,927,estimates,1950
15_49,5056.306,927,estimates,1950
15_59,6080.773,927,estimates,1950
15_64,6516.209,927,estimates,1950
20_64,5831.026,927,estimates,1950
20_69,6167.058,927,estimates,1950
25_49,3592.599,927,estimates,1950
25_64,5052.502,927,estimates,1950
25_69,5388.534,927,estimates,1950
15plus,7355.13,927,estimates,1950
16plus,7218.842,927,estimates,1950
17plus,7084.522,927,estimates,1950
18plus,6950.035,927,estimates,1950
20plus,6669.947,927,estimates,1950
21plus,6522.474,927,estimates,1950
25plus,5891.423,927,estimates,1950
50plus,2298.824,927,estimates,1950
60plus,1274.357,927,estimates,1950
65plus,838.921,927,estimates,1950
70plus,502.889,927,estimates,1950
75plus,266.329,927,estimates,1950
80plus,122.074,927,estimates,1950
85plus,44.689,927,estimates,1950
90plus,12.0,927,estimates,1950
total,10085.342,927,estimates,1950
"Region, subregion, country or area *",Australia/New Zealand,927,estimates,1951
0_1,485.35,927,estimates,1951
0_4,1165.875,927,estimates,1951
0_14,2860.887,927,estimates,1951
0_17,3276.177,927,estimates,1951
0_19,3553.142,927,estimates,1951
0_24,4329.948,927,estimates,1951
3_4,442.85,927,estimates,1951
3_5,648.538,927,estimates,1951
3_6,844.177,927,estimates,1951
4_5,421.764,927,estimates,1951
4_6,617.403,927,estimates,1951
5_14,1695.012,927,estimates,1951
5_10,1096.602,927,estimates,1951
5_11,1253.298,927,estimates,1951
6_9,728.176,927,estimates,1951
6_10,890.914,927,estimates,1951
6_11,1047.61,927,estimates,1951
6_12,1199.049,927,estimates,1951
7_10,695.275,927,estimates,1951
7_12,1003.41,927,estimates,1951
11_16,877.235,927,estimates,1951
11_17,1013.7,927,estimates,1951
11_18,1150.507,927,estimates,1951
12_14,441.714,927,estimates,1951
12_16,720.539,927,estimates,1951
12_17,857.004,927,estimates,1951
12_18,993.811,927,estimates,1951
13_17,705.565,927,estimates,1951
13_18,842.372,927,estimates,1951
13_19,982.53,927,estimates,1951
15_17,415.29,927,estimates,1951
18_23,890.163,927,estimates,1951
15_24,1469.061,927,estimates,1951
15_49,5153.139,927,estimates,1951
15_59,6189.325,927,estimates,1951
15_64,6631.01,927,estimates,1951
20_64,5938.755,927,estimates,1951
20_69,6284.955,927,estimates,1951
25_49,3684.078,927,estimates,1951
25_64,5161.949,927,estimates,1951
25_69,5508.149,927,estimates,1951
15plus,7499.648,927,estimates,1951
16plus,7359.155,927,estimates,1951
17plus,7220.823,927,estimates,1951
18plus,7084.358,927,estimates,1951
20plus,6807.393,927,estimates,1951
21plus,6661.956,927,estimates,1951
25plus,6030.587,927,estimates,1951
50plus,2346.509,927,estimates,1951
60plus,1310.323,927,estimates,1951
65plus,868.638,927,estimates,1951
70plus,522.438,927,estimates,1951
75plus,278.548,927,estimates,1951
80plus,127.904,927,estimates,1951
85plus,47.799,927,estimates,1951
90plus,13.233,927,estimates,1951
total,10360.535,927,estimates,1951
"Region, subregion, country or area *",Australia/New Zealand,927,estimates,1952
0_1,466.172,927,estimates,1952
0_4,1185.535,927,estimates,1952
0_14,2974.541,927,estimates,1952
0_17,3401.891,927,estimates,1952
0_19,3679.261,927,estimates,1952
0_24,4447.558,927,estimates,1952
3_4,469.635,927,estimates,1952
3_5,688.943,927,estimates,1952
3_6,897.828,927,estimates,1952
4_5,449.024,927,estimates,1952
4_6,657.909,927,estimates,1952
5_14,1789.006,927,estimates,1952
5_10,1164.618,927,estimates,1952
5_11,1329.045,927,estimates,1952
6_9,774.314,927,estimates,1952
6_10,945.31,927,estimates,1952
6_11,1109.737,927,estimates,1952
6_12,1268.111,927,estimates,1952
7_10,736.425,927,estimates,1952
7_12,1059.226,927,estimates,1952
11_16,911.55,927,estimates,1952
11_17,1051.738,927,estimates,1952
11_18,1190.166,927,estimates,1952
12_14,459.961,927,estimates,1952
12_16,747.123,927,estimates,1952
12_17,887.311,927,estimates,1952
12_18,1025.739,927,estimates,1952
13_17,728.937,927,estimates,1952
13_18,867.365,927,estimates,1952
13_19,1006.307,927,estimates,1952
15_17,427.35,927,estimates,1952
18_23,881.34,927,estimates,1952
15_24,1473.017,927,estimates,1952
15_49,5246.645,927,estimates,1952
15_59,6295.664,927,estimates,1952
15_64,6741.976,927,estimates,1952
20_64,6037.256,927,estimates,1952
20_69,6394.183,927,estimates,1952
25_49,3773.628,927,estimates,1952
25_64,5268.959,927,estimates,1952
25_69,5625.886,927,estimates,1952
15plus,7639.227,927,estimates,1952
16plus,7494.3,927,estimates,1952
17plus,7352.065,927,estimates,1952
18plus,7211.877,927,estimates,1952
20plus,6934.507,927,estimates,1952
21plus,6791.948,927,estimates,1952
