agebroad,population,region,variant,year
0_1,5102.842,914,estimates,1950
0_4,11811.951,914,estimates,1950
0_14,29429.733,914,estimates,1950
0_17,33812.661,914,estimates,1950
0_19,36544.434,914,estimates,1950
0_24,42756.619,914,estimates,1950
3_4,4360.897,914,estimates,1950
3_5,6398.361,914,estimates,1950
3_6,8355.037,914,estimates,1950
4_5,4166.319,914,estimates,1950
4_6,6122.995,914,estimates,1950
5_14,17617.782,914,estimates,1950
5_10,11184.195,914,estimates,1950
5_11,12858.023,914,estimates,1950
6_9,7430.095,914,estimates,1950
6_10,9146.731,914,estimates,1950
6_11,10820.559,914,estimates,1950
6_12,12452.166,914,estimates,1950
7_10,7190.055,914,estimates,1950
7_12,10495.49,914,estimates,1950
11_16,9393.887,914,estimates,1950
11_17,10816.515,914,estimates,1950
11_18,12201.164,914,estimates,1950
12_14,4759.759,914,estimates,1950
12_16,7720.059,914,estimates,1950
12_17,9142.687,914,estimates,1950
12_18,10527.336,914,estimates,1950
13_17,7511.08,914,estimates,1950
13_18,8895.729,914,estimates,1950
13_19,10242.853,914,estimates,1950
15_17,4382.928,914,estimates,1950
18_23,7768.35,914,estimates,1950
15_24,13326.886,914,estimates,1950
15_49,33520.384,914,estimates,1950
15_59,37816.382,914,estimates,1950
15_64,39264.77,914,estimates,1950
20_64,32150.069,914,estimates,1950
20_69,33182.074,914,estimates,1950
25_49,20193.498,914,estimates,1950
25_64,25937.884,914,estimates,1950
25_69,26969.889,914,estimates,1950
15plus,41446.146,914,estimates,1950
16plus,39946.576,914,estimates,1950
17plus,38485.846,914,estimates,1950
18plus,37063.218,914,estimates,1950
20plus,34331.445,914,estimates,1950
21plus,33020.514,914,estimates,1950
25plus,28119.26,914,estimates,1950
50plus,7925.762,914,estimates,1950
60plus,3629.764,914,estimates,1950
65plus,2181.376,914,estimates,1950
70plus,1149.371,914,estimates,1950
75plus,494.578,914,estimates,1950
80plus,156.626,914,estimates,1950
85plus,25.8,914,estimates,1950
90plus,2.366,914,estimates,1950
total,70875.879,914,estimates,1950
0_1,5194.928,914,estimates,1951
0_4,12038.783,914,estimates,1951
0_14,30006.631,914,estimates,1951
0_17,34452.897,914,estimates,1951
0_19,37220.2,914,estimates,1951
0_24,43505.488,914,estimates,1951
3_4,4448.872,914,estimates,1951
3_5,6528.879,914,estimates,1951
3_6,8528.121,914,estimates,1951
4_5,4252.187,914,estimates,1951
4_6,6251.429,914,estimates,1951
5_14,17967.848,914,estimates,1951
5_10,11428.063,914,estimates,1951
5_11,13128.272,914,estimates,1951
6_9,7598.575,914,estimates,1951
6_10,9348.056,914,estimates,1951
6_11,11048.265,914,estimates,1951
6_12,12705.04,914,estimates,1951
7_10,7348.814,914,estimates,1951
7_12,10705.798,914,estimates,1951
11_16,9544.548,914,estimates,1951
11_17,10986.051,914,estimates,1951
11_18,12388.773,914,estimates,1951
12_14,4839.576,914,estimates,1951
12_16,7844.339,914,estimates,1951
12_17,9285.842,914,estimates,1951
12_18,10688.564,914,estimates,1951
13_17,7629.067,914,estimates,1951
13_18,9031.789,914,estimates,1951
13_19,10396.37,914,estimates,1951
15_17,4446.266,914,estimates,1951
18_23,7863.662,914,estimates,1951
15_24,13498.857,914,estimates,1951
15_49,33973.435,914,estimates,1951
15_59,38309.029,914,estimates,1951
15_64,39768.269,914,estimates,1951
20_64,32554.7,914,estimates,1951
20_69,33585.438,914,estimates,1951
25_49,20474.578,914,estimates,1951
25_64,26269.412,914,estimates,1951
25_69,27300.15,914,estimates,1951
15plus,41962.57,914,estimates,1951
16plus,40439.084,914,estimates,1951
17plus,38957.807,914,estimates,1951
18plus,37516.304,914,estimates,1951
20plus,34749.001,914,estimates,1951
21plus,33421.768,914,estimates,1951
25plus,28463.713,914,estimates,1951
50plus,7989.135,914,estimates,1951
60plus,3653.541,914,estimates,1951
65plus,2194.301,914,estimates,1951
70plus,1163.563,914,estimates,1951
75plus,511.168,914,estimates,1951
80plus,170.318,914,estimates,1951
85plus,33.001,914,estimates,1951
90plus,2.805,914,estimates,1951
total,71969.201,914,estimates,1951
0_1,5270.697,914,estimates,1952
0_4,12236.941,914,estimates,1952
0_14,30569.77,914,estimates,1952
0_17,35099.364,914,estimates,1952
0_19,37910.593,914,estimates,1952
0_24,44286.203,914,estimates,1952
3_4,4527.526,914,estimates,1952
3_5,6644.864,914,estimates,1952
3_6,8680.772,914,estimates,1952
4_5,4327.821,914,estimates,1952
4_6,6363.729,914,estimates,1952
5_14,18332.829,914,estimates,1952
5_10,11665.654,914,estimates,1952
5_11,13402.438,914,estimates,1952
6_9,7755.985,914,estimates,1952
6_10,9548.316,914,estimates,1952
6_11,11285.1,914,estimates,1952
6_12,12972.58,914,estimates,1952
7_10,7512.408,914,estimates,1952
7_12,10936.672,914,estimates,1952
11_16,9730.59,914,estimates,1952
11_17,11196.769,914,estimates,1952
11_18,12622.156,914,estimates,1952
12_14,4930.391,914,estimates,1952
12_16,7993.806,914,estimates,1952
12_17,9459.985,914,estimates,1952
12_18,10885.372,914,estimates,1952
13_17,7772.505,914,estimates,1952
13_18,9197.892,914,estimates,1952
13_19,10583.734,914,estimates,1952
15_17,4529.594,914,estimates,1952
18_23,7981.871,914,estimates,1952
15_24,13716.433,914,estimates,1952
15_49,34520.105,914,estimates,1952
15_59,38906.379,914,estimates,1952
15_64,40384.257,914,estimates,1952
20_64,33043.434,914,estimates,1952
20_69,34075.902,914,estimates,1952
25_49,20803.672,914,estimates,1952
25_64,26667.824,914,estimates,1952
25_69,27700.292,914,estimates,1952
15plus,42580.906,914,estimates,1952
16plus,41026.47,914,estimates,1952
17plus,39517.491,914,estimates,1952
18plus,38051.312,914,estimates,1952
20plus,35240.083,914,estimates,1952
21plus,33892.632,914,estimates,1952
25plus,28864.473,914,estimates,1952
50plus,8060.801,914,estimates,1952
60plus,3674.527,914,estimates,1952
65plus,2196.649,914,estimates,1952
70plus,1164.181,914,estimates,1952
75plus,515.53,914,estimates,1952
