agebroad,population,region,variant,year
"Region, subregion, country or area *",Southern Asia,5501,estimates,1950
0_1,31471.993,5501,estimates,1950
0_4,72546.137,5501,estimates,1950
0_14,187715.925,5501,estimates,1950
0_17,218507.958,5501,estimates,1950
0_19,237948.467,5501,estimates,1950
0_24,282684.758,5501,estimates,1950
3_4,26705.734,5501,estimates,1950
3_5,39280.539,5501,estimates,1950
3_6,51470.428,5501,estimates,1950
4_5,25631.191,5501,estimates,1950
4_6,37821.08,5501,estimates,1950
5_14,115169.788,5501,estimates,1950
5_10,71108.731,5501,estimates,1950
5_11,82370.74,5501,estimates,1950
6_9,47195.945,5501,estimates,1950
6_10,58533.926,5501,estimates,1950
6_11,69795.935,5501,estimates,1950
6_12,80943.946,5501,estimates,1950
7_10,46344.037,5501,estimates,1950
7_12,68754.057,5501,estimates,1950
11_16,64803.496,5501,estimates,1950
11_17,74853.09,5501,estimates,1950
11_18,84683.83,5501,estimates,1950
12_14,32799.048,5501,estimates,1950
12_16,53541.487,5501,estimates,1950
12_17,63591.081,5501,estimates,1950
12_18,73421.821,5501,estimates,1950
13_17,52443.07,5501,estimates,1950
13_18,62273.81,5501,estimates,1950
13_19,71883.579,5501,estimates,1950
15_17,30792.033,5501,estimates,1950
18_23,55662.172,5501,estimates,1950
15_24,94968.833,5501,estimates,1950
15_49,246137.041,5501,estimates,1950
15_59,277192.595,5501,estimates,1950
15_64,288242.368,5501,estimates,1950
20_64,238009.826,5501,estimates,1950
20_69,244876.775,5501,estimates,1950
25_49,151168.208,5501,estimates,1950
25_64,193273.535,5501,estimates,1950
25_69,200140.484,5501,estimates,1950
15plus,305622.652,5501,estimates,1950
16plus,295145.463,5501,estimates,1950
17plus,284880.213,5501,estimates,1950
18plus,274830.619,5501,estimates,1950
20plus,255390.11,5501,estimates,1950
21plus,246002.631,5501,estimates,1950
25plus,210653.819,5501,estimates,1950
50plus,59485.611,5501,estimates,1950
60plus,28430.057,5501,estimates,1950
65plus,17380.284,5501,estimates,1950
70plus,10513.335,5501,estimates,1950
75plus,5320.359,5501,estimates,1950
80plus,2177.614,5501,estimates,1950
85plus,677.98,5501,estimates,1950
90plus,154.31,5501,estimates,1950
total,493338.577,5501,estimates,1950
"Region, subregion, country or area *",Southern Asia,5501,estimates,1951
0_1,33245.611,5501,estimates,1951
0_4,75586.428,5501,estimates,1951
0_14,191944.951,5501,estimates,1951
0_17,223073.674,5501,estimates,1951
0_19,242732.773,5501,estimates,1951
0_24,288012.742,5501,estimates,1951
3_4,27471.271,5501,estimates,1951
3_5,40326.073,5501,estimates,1951
3_6,52739.034,5501,estimates,1951
4_5,26257.106,5501,estimates,1951
4_6,38670.067,5501,estimates,1951
5_14,116358.523,5501,estimates,1951
5_10,72054.145,5501,estimates,1951
5_11,83300.78,5501,estimates,1951
6_9,47821.075,5501,estimates,1951
6_10,59199.343,5501,estimates,1951
6_11,70445.978,5501,estimates,1951
6_12,81610.902,5501,estimates,1951
7_10,46786.382,5501,estimates,1951
7_12,69197.941,5501,estimates,1951
11_16,65275.547,5501,estimates,1951
11_17,75433.101,5501,estimates,1951
11_18,85372.461,5501,estimates,1951
12_14,33057.743,5501,estimates,1951
12_16,54028.912,5501,estimates,1951
12_17,64186.466,5501,estimates,1951
12_18,74125.826,5501,estimates,1951
13_17,53021.542,5501,estimates,1951
13_18,62960.902,5501,estimates,1951
13_19,72680.641,5501,estimates,1951
15_17,31128.723,5501,estimates,1951
18_23,56321.594,5501,estimates,1951
15_24,96067.791,5501,estimates,1951
15_49,249185.674,5501,estimates,1951
15_59,280751.937,5501,estimates,1951
15_64,291757.33,5501,estimates,1951
20_64,240969.508,5501,estimates,1951
20_69,248067.848,5501,estimates,1951
25_49,153117.883,5501,estimates,1951
25_64,195689.539,5501,estimates,1951
25_69,202787.879,5501,estimates,1951
15plus,309358.586,5501,estimates,1951
16plus,298760.38,5501,estimates,1951
17plus,288387.417,5501,estimates,1951
18plus,278229.863,5501,estimates,1951
20plus,258570.764,5501,estimates,1951
21plus,249071.595,5501,estimates,1951
25plus,213290.795,5501,estimates,1951
50plus,60172.912,5501,estimates,1951
60plus,28606.649,5501,estimates,1951
65plus,17601.256,5501,estimates,1951
70plus,10502.916,5501,estimates,1951
75plus,5458.682,5501,estimates,1951
80plus,2287.312,5501,estimates,1951
85plus,739.167,5501,estimates,1951
90plus,172.81,5501,estimates,1951
total,501303.537,5501,estimates,1951
