agebroad,population,region,variant,year
"Region, subregion, country or area *",Sub-Saharan Africa,947,estimates,1950
0_1,13260.274,947,estimates,1950
0_4,30453.684,947,estimates,1950
0_14,74949.182,947,estimates,1950
0_17,86111.533,947,estimates,1950
0_19,93084.624,947,estimates,1950
0_24,108869.633,947,estimates,1950
3_4,11145.898,947,estimates,1950
3_5,16320.002,947,estimates,1950
3_6,21272.718,947,estimates,1950
4_5,10602.08,947,estimates,1950
4_6,15554.796,947,estimates,1950
5_14,44495.498,947,estimates,1950
5_10,28250.475,947,estimates,1950
5_11,32467.151,947,estimates,1950
6_9,18753.716,947,estimates,1950
6_10,23076.371,947,estimates,1950
6_11,27293.047,947,estimates,1950
6_12,31408.064,947,estimates,1950
7_10,18123.655,947,estimates,1950
7_12,26455.348,947,estimates,1950
11_16,23774.983,947,estimates,1950
11_17,27407.374,947,estimates,1950
11_18,30943.762,947,estimates,1950
12_14,12028.347,947,estimates,1950
12_16,19558.307,947,estimates,1950
12_17,23190.698,947,estimates,1950
12_18,26727.086,947,estimates,1950
13_17,19075.681,947,estimates,1950
13_18,22612.069,947,estimates,1950
13_19,26048.772,947,estimates,1950
15_17,11162.351,947,estimates,1950
18_23,19782.921,947,estimates,1950
15_24,33920.451,947,estimates,1950
15_49,84671.219,947,estimates,1950
15_59,95213.321,947,estimates,1950
15_64,98858.291,947,estimates,1950
20_64,80722.849,947,estimates,1950
20_69,83362.758,947,estimates,1950
25_49,50750.768,947,estimates,1950
25_64,64937.84,947,estimates,1950
25_69,67577.749,947,estimates,1950
15plus,104671.894,947,estimates,1950
16plus,100863.538,947,estimates,1950
17plus,97141.934,947,estimates,1950
18plus,93509.543,947,estimates,1950
20plus,86536.452,947,estimates,1950
21plus,83195.456,947,estimates,1950
25plus,70751.443,947,estimates,1950
50plus,20000.675,947,estimates,1950
60plus,9458.573,947,estimates,1950
65plus,5813.603,947,estimates,1950
70plus,3173.694,947,estimates,1950
75plus,1456.307,947,estimates,1950
80plus,536.036,947,estimates,1950
85plus,139.811,947,estimates,1950
90plus,23.787,947,estimates,1950
total,179621.076,947,estimates,1950
"Region, subregion, country or area *",Sub-Saharan Africa,947,estimates,1951
0_1,13638.265,947,estimates,1951
0_4,31316.522,947,estimates,1951
0_14,76795.077,947,estimates,1951
0_17,88107.873,947,estimates,1951
0_19,95190.671,947,estimates,1951
0_24,111224.395,947,estimates,1951
3_4,11457.856,947,estimates,1951
3_5,16773.546,947,estimates,1951
3_6,21860.344,947,estimates,1951
4_5,10894.492,947,estimates,1951
4_6,15981.29,947,estimates,1951
5_14,45478.555,947,estimates,1951
5_10,28970.423,947,estimates,1951
5_11,33256.196,947,estimates,1951
6_9,19244.238,947,estimates,1951
6_10,23654.733,947,estimates,1951
6_11,27940.506,947,estimates,1951
6_12,32118.609,947,estimates,1951
7_10,18567.935,947,estimates,1951
7_12,27031.811,947,estimates,1951
11_16,24140.931,947,estimates,1951
11_17,27820.928,947,estimates,1951
11_18,31410.479,947,estimates,1951
12_14,12222.359,947,estimates,1951
12_16,19855.158,947,estimates,1951
12_17,23535.155,947,estimates,1951
12_18,27124.706,947,estimates,1951
13_17,19357.052,947,estimates,1951
13_18,22946.603,947,estimates,1951
13_19,26439.85,947,estimates,1951
15_17,11312.796,947,estimates,1951
18_23,20093.533,947,estimates,1951
15_24,34429.318,947,estimates,1951
15_49,86003.574,947,estimates,1951
15_59,96684.405,947,estimates,1951
15_64,100361.441,947,estimates,1951
20_64,81965.847,947,estimates,1951
