agebroad,population,region,variant,year
0_1,3390.048,922,estimates,1950
0_4,7640.407,922,estimates,1950
0_14,19479.847,922,estimates,1950
0_17,22791.977,922,estimates,1950
0_19,24895.28,922,estimates,1950
0_24,29612.292,922,estimates,1950
3_4,2744.192,922,estimates,1950
3_5,4019.227,922,estimates,1950
3_6,5250.434,922,estimates,1950
4_5,2608.987,922,estimates,1950
4_6,3840.194,922,estimates,1950
5_14,11839.44,922,estimates,1950
5_10,7217.073,922,estimates,1950
5_11,8383.662,922,estimates,1950
6_9,4778.735,922,estimates,1950
6_10,5942.038,922,estimates,1950
6_11,7108.627,922,estimates,1950
6_12,8274.225,922,estimates,1950
7_10,4710.831,922,estimates,1950
7_12,7043.018,922,estimates,1950
11_16,6847.672,922,estimates,1950
11_17,7934.497,922,estimates,1950
11_18,8999.054,922,estimates,1950
12_14,3455.778,922,estimates,1950
12_16,5681.083,922,estimates,1950
12_17,6767.908,922,estimates,1950
12_18,7832.465,922,estimates,1950
13_17,5602.31,922,estimates,1950
13_18,6666.867,922,estimates,1950
13_19,7705.613,922,estimates,1950
15_17,3312.13,922,estimates,1950
18_23,5960.034,922,estimates,1950
15_24,10132.445,922,estimates,1950
15_49,24776.477,922,estimates,1950
15_59,28232.603,922,estimates,1950
15_64,29535.564,922,estimates,1950
20_64,24120.131,922,estimates,1950
20_69,25027.03,922,estimates,1950
25_49,14644.032,922,estimates,1950
25_64,19403.119,922,estimates,1950
25_69,20310.018,922,estimates,1950
15plus,31712.744,922,estimates,1950
16plus,30592.514,922,estimates,1950
17plus,29487.439,922,estimates,1950
18plus,28400.614,922,estimates,1950
20plus,26297.311,922,estimates,1950
21plus,25285.396,922,estimates,1950
25plus,21580.299,922,estimates,1950
50plus,6936.267,922,estimates,1950
60plus,3480.141,922,estimates,1950
65plus,2177.18,922,estimates,1950
70plus,1270.281,922,estimates,1950
75plus,590.696,922,estimates,1950
80plus,234.367,922,estimates,1950
85plus,77.292,922,estimates,1950
90plus,19.439,922,estimates,1950
total,51192.591,922,estimates,1950
0_1,3660.393,922,estimates,1951
0_4,8125.643,922,estimates,1951
0_14,20099.038,922,estimates,1951
0_17,23444.108,922,estimates,1951
0_19,25582.521,922,estimates,1951
0_24,30444.271,922,estimates,1951
3_4,2873.836,922,estimates,1951
3_5,4194.494,922,estimates,1951
3_6,5459.603,922,estimates,1951
4_5,2712.793,922,estimates,1951
4_6,3977.902,922,estimates,1951
5_14,11973.395,922,estimates,1951
5_10,7340.936,922,estimates,1951
5_11,8500.429,922,estimates,1951
6_9,4856.803,922,estimates,1951
6_10,6020.278,922,estimates,1951
6_11,7179.771,922,estimates,1951
6_12,8342.222,922,estimates,1951
7_10,4755.169,922,estimates,1951
7_12,7077.113,922,estimates,1951
11_16,6878.369,922,estimates,1951
11_17,7977.529,922,estimates,1951
11_18,9057.979,922,estimates,1951
12_14,3472.966,922,estimates,1951
12_16,5718.876,922,estimates,1951
12_17,6818.036,922,estimates,1951
12_18,7898.486,922,estimates,1951
13_17,5655.585,922,estimates,1951
13_18,6736.035,922,estimates,1951
13_19,7793.998,922,estimates,1951
15_17,3345.07,922,estimates,1951
18_23,6098.239,922,estimates,1951
15_24,10345.233,922,estimates,1951
15_49,25274.274,922,estimates,1951
15_59,28824.983,922,estimates,1951
15_64,30124.123,922,estimates,1951
20_64,24640.64,922,estimates,1951
20_69,25572.163,922,estimates,1951
25_49,14929.041,922,estimates,1951
25_64,19778.89,922,estimates,1951
25_69,20710.413,922,estimates,1951
15plus,32354.228,922,estimates,1951
16plus,31223.212,922,estimates,1951
17plus,30108.318,922,estimates,1951
18plus,29009.158,922,estimates,1951
20plus,26870.745,922,estimates,1951
21plus,25838.648,922,estimates,1951
25plus,22008.995,922,estimates,1951
50plus,7079.954,922,estimates,1951
60plus,3529.245,922,estimates,1951
65plus,2230.105,922,estimates,1951
70plus,1298.582,922,estimates,1951
75plus,621.353,922,estimates,1951
80plus,246.079,922,estimates,1951
85plus,82.379,922,estimates,1951
90plus,21.603,922,estimates,1951
total,52453.266,922,estimates,1951
0_1,3953.572,922,estimates,1952
0_4,8648.134,922,estimates,1952
0_14,20779.19,922,estimates,1952
0_17,24158.729,922,estimates,1952
0_19,26325.163,922,estimates,1952
0_24,31308.045,922,estimates,1952
3_4,3014.417,922,estimates,1952
3_5,4387.438,922,estimates,1952
3_6,5693.746,922,estimates,1952
