region,variant,freq,year,under60mortalityper1000livebirth
934,estimates,5yearly,1950,613.336691354349
934,estimates,5yearly,1955,578.197199894503
934,estimates,5yearly,1960,546.736780060215
934,estimates,5yearly,1965,450.598007232881
934,estimates,5yearly,1970,387.445563857638
934,estimates,5yearly,1975,341.048599794632
934,estimates,5yearly,1980,313.317231438706
934,estimates,5yearly,1985,286.873540197985
934,estimates,5yearly,1990,268.138077246596
934,estimates,5yearly,1995,254.055592995805
934,estimates,5yearly,2000,234.186019433202
934,estimates,5yearly,2005,212.378760741158
934,estimates,5yearly,2010,191.641687946723
934,medium_variant,5yearly,2015,177.757840354188
934,medium_variant,5yearly,2020,166.136829967908
934,medium_variant,5yearly,2025,156.545768889775
934,medium_variant,5yearly,2030,148.222851931592
934,medium_variant,5yearly,2035,139.763750989733
934,medium_variant,5yearly,2040,131.43822049067
934,medium_variant,5yearly,2045,124.36969208084
934,medium_variant,5yearly,2050,118.127199724059
934,medium_variant,5yearly,2055,111.542621250962
934,medium_variant,5yearly,2060,104.791279211439
934,medium_variant,5yearly,2065,98.4314881443945
934,medium_variant,5yearly,2070,92.9286465717599
934,medium_variant,5yearly,2075,87.6957511071768
934,medium_variant,5yearly,2080,82.6908124013481
934,medium_variant,5yearly,2085,77.7683432451364
934,medium_variant,5yearly,2090,73.0490431665469
934,medium_variant,5yearly,2095,68.4027343817415
934,estimates,5yearly,Regi,"Less developed regions, excluding least developed countries"
934,medium_variant,5yearly,Regi,"Less developed regions, excluding least developed countries"
