region,variant,freq,year,under60mortalityper1000livebirth
921,estimates,5yearly,1950,691.576414205125
921,estimates,5yearly,1955,643.538956676261
921,estimates,5yearly,1960,594.044698964096
921,estimates,5yearly,1965,538.764058293122
921,estimates,5yearly,1970,488.657744357332
921,estimates,5yearly,1975,436.906928463496
921,estimates,5yearly,1980,407.565698815785
921,estimates,5yearly,1985,376.05416069222
921,estimates,5yearly,1990,340.068471803165
921,estimates,5yearly,1995,310.440876100302
921,estimates,5yearly,2000,282.39914626323
921,estimates,5yearly,2005,255.159987131079
921,estimates,5yearly,2010,227.808756731567
921,medium_variant,5yearly,2015,209.668153289053
921,medium_variant,5yearly,2020,194.056207017356
921,medium_variant,5yearly,2025,180.520097015392
921,medium_variant,5yearly,2030,168.73251031604
921,medium_variant,5yearly,2035,158.252859547579
921,medium_variant,5yearly,2040,149.328641528904
921,medium_variant,5yearly,2045,141.071150940181
921,medium_variant,5yearly,2050,132.92596088938
921,medium_variant,5yearly,2055,124.80407698349
921,medium_variant,5yearly,2060,116.85938578948
921,medium_variant,5yearly,2065,109.417911260004
921,medium_variant,5yearly,2070,102.185355377123
921,medium_variant,5yearly,2075,95.0962316748867
921,medium_variant,5yearly,2080,88.294712531938
921,medium_variant,5yearly,2085,81.6654701428823
921,medium_variant,5yearly,2090,75.4568136825801
921,medium_variant,5yearly,2095,69.180012838719
921,estimates,5yearly,Regi,South-Central Asia
921,medium_variant,5yearly,Regi,South-Central Asia
