region,variant,freq,year,under60mortalityper1000livebirth
922,estimates,5yearly,1950,565.105210446968
922,estimates,5yearly,1955,517.666771917707
922,estimates,5yearly,1960,471.458269902383
922,estimates,5yearly,1965,420.891484992947
922,estimates,5yearly,1970,376.050647844087
922,estimates,5yearly,1975,331.061739790873
922,estimates,5yearly,1980,301.520979746727
922,estimates,5yearly,1985,259.419869987766
922,estimates,5yearly,1990,231.93830735223
922,estimates,5yearly,1995,204.341076412984
922,estimates,5yearly,2000,179.902098810995
922,estimates,5yearly,2005,165.743743872101
922,estimates,5yearly,2010,158.613260386674
922,medium_variant,5yearly,2015,143.900858924836
922,medium_variant,5yearly,2020,128.949039090836
922,medium_variant,5yearly,2025,119.481510849089
922,medium_variant,5yearly,2030,112.029659268384
922,medium_variant,5yearly,2035,105.663682231778
922,medium_variant,5yearly,2040,99.6152330493875
922,medium_variant,5yearly,2045,94.0592980530891
922,medium_variant,5yearly,2050,88.5097997129519
922,medium_variant,5yearly,2055,83.3141903549177
922,medium_variant,5yearly,2060,78.9907148517951
922,medium_variant,5yearly,2065,74.8558469332782
922,medium_variant,5yearly,2070,70.7053958597281
922,medium_variant,5yearly,2075,66.4721951794046
922,medium_variant,5yearly,2080,62.3238617572859
922,medium_variant,5yearly,2085,58.1861132417507
922,medium_variant,5yearly,2090,54.0667411456591
922,medium_variant,5yearly,2095,49.9964006259266
