region,variant,freq,year,under60mortalityper1000livebirth
1517,estimates,5yearly,1950,594.628612142952
1517,estimates,5yearly,1955,557.954271510115
1517,estimates,5yearly,1960,527.055372154371
1517,estimates,5yearly,1965,440.421613990672
1517,estimates,5yearly,1970,387.60179115299
1517,estimates,5yearly,1975,348.485605282345
1517,estimates,5yearly,1980,320.853812552328
1517,estimates,5yearly,1985,294.012677843275
1517,estimates,5yearly,1990,280.484838573854
1517,estimates,5yearly,1995,266.704497184208
1517,estimates,5yearly,2000,247.407030907467
1517,estimates,5yearly,2005,223.710140655446
1517,estimates,5yearly,2010,199.873187695969
1517,medium_variant,5yearly,2015,185.45877671466
1517,medium_variant,5yearly,2020,173.054446565696
1517,medium_variant,5yearly,2025,162.961500712825
1517,medium_variant,5yearly,2030,154.295563884827
1517,medium_variant,5yearly,2035,145.434668499235
1517,medium_variant,5yearly,2040,136.621078878697
1517,medium_variant,5yearly,2045,129.414536378032
1517,medium_variant,5yearly,2050,123.025872718867
1517,medium_variant,5yearly,2055,116.318419369761
1517,medium_variant,5yearly,2060,109.478946341633
1517,medium_variant,5yearly,2065,103.054177381246
1517,medium_variant,5yearly,2070,97.3800924506119
1517,medium_variant,5yearly,2075,92.1660385810936
1517,medium_variant,5yearly,2080,86.9612517682374
1517,medium_variant,5yearly,2085,82.0248933370887
1517,medium_variant,5yearly,2090,77.1783502691329
1517,medium_variant,5yearly,2095,72.3994567148016
