region,variant,freq,year,under60mortalityper1000livebirth
911,estimates,5yearly,1950,676.69259646217
911,estimates,5yearly,1955,655.701114486706
911,estimates,5yearly,1960,634.273647754004
911,estimates,5yearly,1965,609.140131354107
911,estimates,5yearly,1970,578.631860761274
911,estimates,5yearly,1975,556.300063423946
911,estimates,5yearly,1980,535.27475665352
911,estimates,5yearly,1985,523.888293580246
911,estimates,5yearly,1990,520.144357635338
911,estimates,5yearly,1995,529.207226365734
911,estimates,5yearly,2000,496.244060453976
911,estimates,5yearly,2005,442.134532082838
911,estimates,5yearly,2010,397.831485750608
911,medium_variant,5yearly,2015,364.94810386706
911,medium_variant,5yearly,2020,333.886696461995
911,medium_variant,5yearly,2025,305.336563758152
911,medium_variant,5yearly,2030,279.140832704045
911,medium_variant,5yearly,2035,255.812819574679
911,medium_variant,5yearly,2040,235.2103031359
911,medium_variant,5yearly,2045,216.929181025945
911,medium_variant,5yearly,2050,200.822604613322
911,medium_variant,5yearly,2055,186.822227585153
911,medium_variant,5yearly,2060,174.481924040938
911,medium_variant,5yearly,2065,163.566262492406
911,medium_variant,5yearly,2070,153.612253235002
911,medium_variant,5yearly,2075,144.376381346195
911,medium_variant,5yearly,2080,136.024366058845
911,medium_variant,5yearly,2085,127.922434931404
911,medium_variant,5yearly,2090,120.363171892954
911,medium_variant,5yearly,2095,113.230282852471
911,estimates,5yearly,Regi,Middle Africa
911,medium_variant,5yearly,Regi,Middle Africa
