region,variant,freq,year,under60mortalityper1000livebirth
948,estimates,5yearly,1950,631.459812262976
948,estimates,5yearly,1955,583.744234998343
948,estimates,5yearly,1960,539.026811311183
948,estimates,5yearly,1965,493.876296521518
948,estimates,5yearly,1970,455.510028765521
948,estimates,5yearly,1975,417.879005427352
948,estimates,5yearly,1980,386.584456229127
948,estimates,5yearly,1985,360.0692142312
948,estimates,5yearly,1990,339.884100258438
948,estimates,5yearly,1995,323.160841360598
948,estimates,5yearly,2000,303.40785982577
948,estimates,5yearly,2005,273.861285683971
948,estimates,5yearly,2010,245.046671246597
948,medium_variant,5yearly,2015,225.464895056576
948,medium_variant,5yearly,2020,209.968368455875
948,medium_variant,5yearly,2025,195.888748259524
948,medium_variant,5yearly,2030,183.186524059474
948,medium_variant,5yearly,2035,171.53099042994
948,medium_variant,5yearly,2040,161.329355868923
948,medium_variant,5yearly,2045,151.806090575682
948,medium_variant,5yearly,2050,142.938984580138
948,medium_variant,5yearly,2055,134.87929258679
948,medium_variant,5yearly,2060,127.068321894799
948,medium_variant,5yearly,2065,119.816676517774
948,medium_variant,5yearly,2070,113.237214107421
948,medium_variant,5yearly,2075,107.00392462263
948,medium_variant,5yearly,2080,101.066120640951
948,medium_variant,5yearly,2085,95.3460960513959
948,medium_variant,5yearly,2090,89.9165308878998
948,medium_variant,5yearly,2095,84.5963778761583
948,estimates,5yearly,Regi,"Less developed regions, excluding China"
948,medium_variant,5yearly,Regi,"Less developed regions, excluding China"
