region,variant,freq,year,under60mortalityper1000livebirth
1501,estimates,5yearly,1950,646.918016230639
1501,estimates,5yearly,1955,597.821571626736
1501,estimates,5yearly,1960,551.488643820937
1501,estimates,5yearly,1965,503.853287328564
1501,estimates,5yearly,1970,465.118939878321
1501,estimates,5yearly,1975,424.874469320833
1501,estimates,5yearly,1980,388.021643422347
1501,estimates,5yearly,1985,365.162083885853
1501,estimates,5yearly,1990,343.376150314659
1501,estimates,5yearly,1995,324.92517497507
1501,estimates,5yearly,2000,304.469634799279
1501,estimates,5yearly,2005,276.880696210933
1501,estimates,5yearly,2010,251.310043412844
1501,medium_variant,5yearly,2015,233.467994840786
1501,medium_variant,5yearly,2020,217.554935277312
1501,medium_variant,5yearly,2025,203.174728338398
1501,medium_variant,5yearly,2030,190.416560276464
1501,medium_variant,5yearly,2035,178.726780872429
1501,medium_variant,5yearly,2040,168.304372685289
1501,medium_variant,5yearly,2045,158.745060765233
1501,medium_variant,5yearly,2050,149.422334825197
1501,medium_variant,5yearly,2055,140.952376439741
1501,medium_variant,5yearly,2060,132.65941749165
1501,medium_variant,5yearly,2065,125.011158904235
1501,medium_variant,5yearly,2070,117.821542276308
1501,medium_variant,5yearly,2075,111.008352126515
1501,medium_variant,5yearly,2080,104.712347151837
1501,medium_variant,5yearly,2085,98.6922528134999
1501,medium_variant,5yearly,2090,92.9257616573229
1501,medium_variant,5yearly,2095,87.1674199146835
