variant,region,year,childdependencyratio2064
estimates,1503,1950,65.601
estimates,1503,1951,65.844
estimates,1503,1952,65.755
estimates,1503,1953,65.839
estimates,1503,1954,66.119
estimates,1503,1955,66.439
estimates,1503,1956,66.334
estimates,1503,1957,66.391
estimates,1503,1958,66.519
estimates,1503,1959,66.7
estimates,1503,1960,66.958
estimates,1503,1961,67.515
estimates,1503,1962,68.091
estimates,1503,1963,68.599
estimates,1503,1964,68.921
estimates,1503,1965,68.958
estimates,1503,1966,68.746
estimates,1503,1967,68.234
estimates,1503,1968,67.54
estimates,1503,1969,66.816
estimates,1503,1970,66.143
estimates,1503,1971,65.355
estimates,1503,1972,64.627
estimates,1503,1973,63.897
estimates,1503,1974,63.071
estimates,1503,1975,62.111
estimates,1503,1976,61.389
estimates,1503,1977,60.501
estimates,1503,1978,59.496
estimates,1503,1979,58.446
estimates,1503,1980,57.391
estimates,1503,1981,56.293
estimates,1503,1982,55.22
estimates,1503,1983,54.2
estimates,1503,1984,53.247
estimates,1503,1985,52.374
estimates,1503,1986,51.795
estimates,1503,1987,51.243
estimates,1503,1988,50.709
estimates,1503,1989,50.18
estimates,1503,1990,49.64
estimates,1503,1991,49.157
estimates,1503,1992,48.657
estimates,1503,1993,48.147
estimates,1503,1994,47.624
estimates,1503,1995,47.087
estimates,1503,1996,46.563
estimates,1503,1997,46.016
estimates,1503,1998,45.454
estimates,1503,1999,44.881
estimates,1503,2000,44.303
estimates,1503,2001,43.774
estimates,1503,2002,43.243
estimates,1503,2003,42.698
estimates,1503,2004,42.12
estimates,1503,2005,41.507
estimates,1503,2006,41.025
estimates,1503,2007,40.494
estimates,1503,2008,39.958
estimates,1503,2009,39.464
estimates,1503,2010,39.038
estimates,1503,2011,38.777
estimates,1503,2012,38.525
estimates,1503,2013,38.295
estimates,1503,2014,38.105
estimates,1503,2015,37.973
medium_variant,1503,2015,37.973
medium_variant,1503,2016,37.997
medium_variant,1503,2017,38.096
medium_variant,1503,2018,38.241
medium_variant,1503,2019,38.387
medium_variant,1503,2020,38.509
medium_variant,1503,2021,38.719
medium_variant,1503,2022,38.897
medium_variant,1503,2023,39.038
