variant,region,year,childdependencyratio2064
estimates,921,1950,99.287
estimates,921,1951,100.033
estimates,921,1952,100.916
estimates,921,1953,101.627
estimates,921,1954,102.044
estimates,921,1955,102.225
estimates,921,1956,103.313
estimates,921,1957,103.858
estimates,921,1958,104.201
estimates,921,1959,104.649
estimates,921,1960,105.328
estimates,921,1961,106.441
estimates,921,1962,107.727
estimates,921,1963,109.074
estimates,921,1964,110.284
estimates,921,1965,111.265
estimates,921,1966,112.702
estimates,921,1967,113.828
estimates,921,1968,114.626
estimates,921,1969,115.085
estimates,921,1970,115.199
estimates,921,1971,115.354
estimates,921,1972,115.138
estimates,921,1973,114.647
estimates,921,1974,113.986
estimates,921,1975,113.237
estimates,921,1976,113.084
estimates,921,1977,112.713
estimates,921,1978,112.17
estimates,921,1979,111.505
estimates,921,1980,110.756
estimates,921,1981,110.443
estimates,921,1982,110.015
estimates,921,1983,109.492
estimates,921,1984,108.865
estimates,921,1985,108.137
estimates,921,1986,107.882
estimates,921,1987,107.404
estimates,921,1988,106.761
estimates,921,1989,106.003
estimates,921,1990,105.142
estimates,921,1991,104.459
estimates,921,1992,103.628
estimates,921,1993,102.669
estimates,921,1994,101.597
estimates,921,1995,100.424
estimates,921,1996,99.315
estimates,921,1997,98.125
estimates,921,1998,96.824
estimates,921,1999,95.368
estimates,921,2000,93.747
estimates,921,2001,92.247
estimates,921,2002,90.575
estimates,921,2003,88.781
estimates,921,2004,86.929
estimates,921,2005,85.063
estimates,921,2006,83.411
estimates,921,2007,81.75
estimates,921,2008,80.114
estimates,921,2009,78.518
estimates,921,2010,76.966
estimates,921,2011,75.539
estimates,921,2012,74.108
estimates,921,2013,72.702
estimates,921,2014,71.357
estimates,921,2015,70.083
medium_variant,921,2015,70.083
medium_variant,921,2016,68.894
medium_variant,921,2017,67.789
medium_variant,921,2018,66.738
medium_variant,921,2019,65.696
medium_variant,921,2020,64.643
medium_variant,921,2021,63.725
medium_variant,921,2022,62.766
medium_variant,921,2023,61.788
medium_variant,921,2024,60.819
medium_variant,921,2025,59.87
medium_variant,921,2026,58.962
medium_variant,921,2027,58.067
medium_variant,921,2028,57.187
medium_variant,921,2029,56.323
medium_variant,921,2030,55.476
medium_variant,921,2031,54.716
medium_variant,921,2032,53.97
medium_variant,921,2033,53.235
medium_variant,921,2034,52.506
medium_variant,921,2035,51.777
medium_variant,921,2036,51.107
medium_variant,921,2037,50.432
medium_variant,921,2038,49.764
medium_variant,921,2039,49.115
medium_variant,921,2040,48.495
medium_variant,921,2041,47.948
medium_variant,921,2042,47.421
medium_variant,921,2043,46.919
medium_variant,921,2044,46.441
medium_variant,921,2045,45.988
medium_variant,921,2046,45.609
medium_variant,921,2047,45.244
medium_variant,921,2048,44.893
medium_variant,921,2049,44.559
medium_variant,921,2050,44.239
medium_variant,921,2051,43.966
medium_variant,921,2052,43.7
medium_variant,921,2053,43.439
