continent,variant,gender,freq,year,lifeexpectancyat80
935,estimates,female,5yearly,1950,4.860290436205
935,estimates,male,5yearly,1950,4.22157116474108
935,estimates,female,5yearly,1955,4.68396394990546
935,estimates,male,5yearly,1955,4.09842590821801
935,estimates,female,5yearly,1960,5.14905055869198
935,estimates,male,5yearly,1960,4.48100843788743
935,estimates,female,5yearly,1965,5.67485154028601
935,estimates,male,5yearly,1965,5.00453055870288
935,estimates,female,5yearly,1970,5.76515988513573
935,estimates,male,5yearly,1970,5.13449500825514
935,estimates,female,5yearly,1975,6.00517231983919
935,estimates,male,5yearly,1975,5.21956353681807
935,estimates,female,5yearly,1980,6.21983413358287
935,estimates,male,5yearly,1980,5.37519741029251
935,estimates,female,5yearly,1985,6.49769981879009
935,estimates,male,5yearly,1985,5.51355092300658
935,estimates,female,5yearly,1990,6.80773923648
935,estimates,male,5yearly,1990,5.78081379607733
935,estimates,female,5yearly,1995,7.10435608517596
935,estimates,male,5yearly,1995,6.00391082639278
935,estimates,female,5yearly,2000,7.44196676429133
935,estimates,male,5yearly,2000,6.31303797786243
935,estimates,female,5yearly,2005,7.75646085254141
935,estimates,male,5yearly,2005,6.56932033671862
935,estimates,female,5yearly,2010,8.00988836566589
935,estimates,male,5yearly,2010,6.83517066513041
935,medium_variant,female,5yearly,2015,8.2703543800158
935,medium_variant,male,5yearly,2015,7.05338676894962
935,medium_variant,female,5yearly,2020,8.51221146115105
935,medium_variant,male,5yearly,2020,7.25390035657344
935,medium_variant,female,5yearly,2025,8.73557812001852
935,medium_variant,male,5yearly,2025,7.43526506823
935,medium_variant,female,5yearly,2030,8.96013498069933
935,medium_variant,male,5yearly,2030,7.60675851665045
935,medium_variant,female,5yearly,2035,9.14592824399826
935,medium_variant,male,5yearly,2035,7.78732856893707
935,medium_variant,female,5yearly,2040,9.34863447911891
935,medium_variant,male,5yearly,2040,7.99449306697009
935,medium_variant,female,5yearly,2045,9.58086162474042
935,medium_variant,male,5yearly,2045,8.23647543610301
935,medium_variant,female,5yearly,2050,9.79427798057113
935,medium_variant,male,5yearly,2050,8.46369921186162
935,medium_variant,female,5yearly,2055,10.0093015146189
935,medium_variant,male,5yearly,2055,8.69854451597819
935,medium_variant,female,5yearly,2060,10.2234390701806
935,medium_variant,male,5yearly,2060,8.94822123510066
935,medium_variant,female,5yearly,2065,10.4159817069933
935,medium_variant,male,5yearly,2065,9.15360512300492
935,medium_variant,female,5yearly,2070,10.601439506608
935,medium_variant,male,5yearly,2070,9.3520265802424
935,medium_variant,female,5yearly,2075,10.7838663882038
935,medium_variant,male,5yearly,2075,9.51000701908756
935,medium_variant,female,5yearly,2080,10.9693842537951
935,medium_variant,male,5yearly,2080,9.64932717305799
935,medium_variant,female,5yearly,2085,11.1766379290336
935,medium_variant,male,5yearly,2085,9.82871058616624
935,medium_variant,female,5yearly,2090,11.3939634724064
935,medium_variant,male,5yearly,2090,10.0304877912959
935,medium_variant,female,5yearly,2095,11.6371980320911
935,medium_variant,male,5yearly,2095,10.2660359766503
935,estimates,female,5yearly,Regi,ASIA
935,estimates,male,5yearly,Regi,ASIA
935,medium_variant,female,5yearly,Regi,ASIA
935,medium_variant,male,5yearly,Regi,ASIA
