continent,variant,gender,freq,year,lifeexpectancyat80
903,estimates,female,5yearly,1950,4.3426593198706
903,estimates,male,5yearly,1950,4.03750610722163
903,estimates,female,5yearly,1955,4.59461099355836
903,estimates,male,5yearly,1955,4.22049685044747
903,estimates,female,5yearly,1960,4.81509435023006
903,estimates,male,5yearly,1960,4.38248603469501
903,estimates,female,5yearly,1965,5.0005628726686
903,estimates,male,5yearly,1965,4.52572276037372
903,estimates,female,5yearly,1970,5.18646898239534
903,estimates,male,5yearly,1970,4.66686801613681
903,estimates,female,5yearly,1975,5.30640484672516
903,estimates,male,5yearly,1975,4.77663285977673
903,estimates,female,5yearly,1980,5.40629578988606
903,estimates,male,5yearly,1980,4.86678075082453
903,estimates,female,5yearly,1985,5.49779779672355
903,estimates,male,5yearly,1985,4.94995404339892
903,estimates,female,5yearly,1990,5.57093118611713
903,estimates,male,5yearly,1990,5.00395860092183
903,estimates,female,5yearly,1995,5.66573878449349
903,estimates,male,5yearly,1995,5.11104014023483
903,estimates,female,5yearly,2000,5.82406213919069
903,estimates,male,5yearly,2000,5.26737115776394
903,estimates,female,5yearly,2005,6.02342274894545
903,estimates,male,5yearly,2005,5.456617258257
903,estimates,female,5yearly,2010,6.17810386296353
903,estimates,male,5yearly,2010,5.6321027646677
903,medium_variant,female,5yearly,2015,6.34146688106577
903,medium_variant,male,5yearly,2015,5.75606319614275
903,medium_variant,female,5yearly,2020,6.5114033740125
903,medium_variant,male,5yearly,2020,5.86209236754911
903,medium_variant,female,5yearly,2025,6.70423713489365
903,medium_variant,male,5yearly,2025,5.99101645787366
903,medium_variant,female,5yearly,2030,6.91961111739172
903,medium_variant,male,5yearly,2030,6.14498382567879
903,medium_variant,female,5yearly,2035,7.14975276957879
903,medium_variant,male,5yearly,2035,6.2997583108977
903,medium_variant,female,5yearly,2040,7.37129797989278
903,medium_variant,male,5yearly,2040,6.45745887860631
903,medium_variant,female,5yearly,2045,7.58213688205017
903,medium_variant,male,5yearly,2045,6.60670123268071
903,medium_variant,female,5yearly,2050,7.80496869397988
903,medium_variant,male,5yearly,2050,6.77013235623674
903,medium_variant,female,5yearly,2055,8.03901332795252
903,medium_variant,male,5yearly,2055,6.94314710032057
903,medium_variant,female,5yearly,2060,8.2772333468572
903,medium_variant,male,5yearly,2060,7.13047537509382
903,medium_variant,female,5yearly,2065,8.51114330082977
903,medium_variant,male,5yearly,2065,7.31991755087804
903,medium_variant,female,5yearly,2070,8.72442302985663
903,medium_variant,male,5yearly,2070,7.47641063817736
903,medium_variant,female,5yearly,2075,8.90008782060571
903,medium_variant,male,5yearly,2075,7.60577995782637
903,medium_variant,female,5yearly,2080,9.07255954279674
903,medium_variant,male,5yearly,2080,7.73588154590028
903,medium_variant,female,5yearly,2085,9.25730067611034
903,medium_variant,male,5yearly,2085,7.89080246358314
903,medium_variant,female,5yearly,2090,9.45849669859514
903,medium_variant,male,5yearly,2090,8.07929344569811
903,medium_variant,female,5yearly,2095,9.66462648637706
903,medium_variant,male,5yearly,2095,8.28748067127103
