continent,variant,gender,freq,year,lifeexpectancyat80
905,estimates,female,5yearly,1950,7.02130569494395
905,estimates,male,5yearly,1950,6.12270388453308
905,estimates,female,5yearly,1955,7.13512141117323
905,estimates,male,5yearly,1955,6.15452925331703
905,estimates,female,5yearly,1960,7.27400705805317
905,estimates,male,5yearly,1960,6.13585587997121
905,estimates,female,5yearly,1965,7.53385501019536
905,estimates,male,5yearly,1965,6.19475878317455
905,estimates,female,5yearly,1970,7.95278067511511
905,estimates,male,5yearly,1970,6.37559845785036
905,estimates,female,5yearly,1975,8.61940199499402
905,estimates,male,5yearly,1975,6.73408296138087
905,estimates,female,5yearly,1980,8.90228649606668
905,estimates,male,5yearly,1980,6.86239960386578
905,estimates,female,5yearly,1985,9.01846348061123
905,estimates,male,5yearly,1985,6.94406243299014
905,estimates,female,5yearly,1990,9.26489680594814
905,estimates,male,5yearly,1990,7.19346210354249
905,estimates,female,5yearly,1995,9.13048776483437
905,estimates,male,5yearly,1995,7.26465126657184
905,estimates,female,5yearly,2000,9.16622799295355
905,estimates,male,5yearly,2000,7.55613535174804
905,estimates,female,5yearly,2005,9.63542626756149
905,estimates,male,5yearly,2005,8.13190311118707
905,estimates,female,5yearly,2010,9.96346892716881
905,estimates,male,5yearly,2010,8.55323867820928
905,medium_variant,female,5yearly,2015,10.1876654687312
905,medium_variant,male,5yearly,2015,8.82714700629082
905,medium_variant,female,5yearly,2020,10.4219394459822
905,medium_variant,male,5yearly,2020,9.12745567205306
905,medium_variant,female,5yearly,2025,10.6530863922542
905,medium_variant,male,5yearly,2025,9.41890105446014
905,medium_variant,female,5yearly,2030,10.8761493578779
905,medium_variant,male,5yearly,2030,9.72350505409929
905,medium_variant,female,5yearly,2035,11.1017516219168
905,medium_variant,male,5yearly,2035,10.0377522859124
905,medium_variant,female,5yearly,2040,11.3378271906632
905,medium_variant,male,5yearly,2040,10.3384877769348
905,medium_variant,female,5yearly,2045,11.5666697480562
905,medium_variant,male,5yearly,2045,10.6232261369618
905,medium_variant,female,5yearly,2050,11.7924872547435
905,medium_variant,male,5yearly,2050,10.8778081667221
905,medium_variant,female,5yearly,2055,12.0199525284889
905,medium_variant,male,5yearly,2055,11.1368820966198
905,medium_variant,female,5yearly,2060,12.253761334168
905,medium_variant,male,5yearly,2060,11.3256149914337
905,medium_variant,female,5yearly,2065,12.4940425244357
905,medium_variant,male,5yearly,2065,11.571929517173
905,medium_variant,female,5yearly,2070,12.7294605445091
905,medium_variant,male,5yearly,2070,11.7679140599122
905,medium_variant,female,5yearly,2075,12.9599176335063
905,medium_variant,male,5yearly,2075,11.958636135187
905,medium_variant,female,5yearly,2080,13.2356488779681
905,medium_variant,male,5yearly,2080,12.1615822427398
905,medium_variant,female,5yearly,2085,13.5048614085148
905,medium_variant,male,5yearly,2085,12.4307618696099
905,medium_variant,female,5yearly,2090,13.7249831136937
905,medium_variant,male,5yearly,2090,12.5848217912189
905,medium_variant,female,5yearly,2095,14.0495654518231
905,medium_variant,male,5yearly,2095,12.8088131198756
