continent,variant,gender,freq,year,lifeexpectancyat80
908,estimates,female,5yearly,1950,5.90196415906504
908,estimates,male,5yearly,1950,5.27558905747816
908,estimates,female,5yearly,1955,6.11913068218498
908,estimates,male,5yearly,1955,5.39412333779574
908,estimates,female,5yearly,1960,6.29506396887462
908,estimates,male,5yearly,1960,5.50634161026101
908,estimates,female,5yearly,1965,6.48264633541866
908,estimates,male,5yearly,1965,5.55381694926513
908,estimates,female,5yearly,1970,6.65447067527999
908,estimates,male,5yearly,1970,5.56400226207914
908,estimates,female,5yearly,1975,6.90126109986953
908,estimates,male,5yearly,1975,5.65585087123236
908,estimates,female,5yearly,1980,7.13279525617303
908,estimates,male,5yearly,1980,5.79029880698988
908,estimates,female,5yearly,1985,7.41844505565998
908,estimates,male,5yearly,1985,6.04631617724174
908,estimates,female,5yearly,1990,7.64919066976905
908,estimates,male,5yearly,1990,6.3017964236062
908,estimates,female,5yearly,1995,7.82662116577331
908,estimates,male,5yearly,1995,6.52998376242524
908,estimates,female,5yearly,2000,8.15442856610307
908,estimates,male,5yearly,2000,6.87758884737479
908,estimates,female,5yearly,2005,8.60831912586467
908,estimates,male,5yearly,2005,7.26871049836018
908,estimates,female,5yearly,2010,9.00201479627968
908,estimates,male,5yearly,2010,7.72938257780545
908,medium_variant,female,5yearly,2015,9.25542111746443
908,medium_variant,male,5yearly,2015,8.13787138616333
908,medium_variant,female,5yearly,2020,9.56871299378962
908,medium_variant,male,5yearly,2020,8.49084522989072
908,medium_variant,female,5yearly,2025,9.85476390285893
908,medium_variant,male,5yearly,2025,8.79031394362278
908,medium_variant,female,5yearly,2030,10.1686886753626
908,medium_variant,male,5yearly,2030,9.03569793455235
908,medium_variant,female,5yearly,2035,10.4220063685593
908,medium_variant,male,5yearly,2035,9.27123937449624
908,medium_variant,female,5yearly,2040,10.7073804314505
908,medium_variant,male,5yearly,2040,9.56489416081891
908,medium_variant,female,5yearly,2045,11.0514902123912
908,medium_variant,male,5yearly,2045,9.87156259463635
908,medium_variant,female,5yearly,2050,11.3933783757974
908,medium_variant,male,5yearly,2050,10.1464739268892
908,medium_variant,female,5yearly,2055,11.7035711684427
908,medium_variant,male,5yearly,2055,10.3338771013684
908,medium_variant,female,5yearly,2060,11.9348200560103
908,medium_variant,male,5yearly,2060,10.4756618958679
908,medium_variant,female,5yearly,2065,12.1806952784589
908,medium_variant,male,5yearly,2065,10.6731017866017
908,medium_variant,female,5yearly,2070,12.4861438263947
908,medium_variant,male,5yearly,2070,10.9365468792419
908,medium_variant,female,5yearly,2075,12.8735138788893
908,medium_variant,male,5yearly,2075,11.2555570925928
908,medium_variant,female,5yearly,2080,13.2745367300333
908,medium_variant,male,5yearly,2080,11.5981593984466
908,medium_variant,female,5yearly,2085,13.6915257292938
908,medium_variant,male,5yearly,2085,11.8897514523002
908,medium_variant,female,5yearly,2090,14.013185458008
908,medium_variant,male,5yearly,2090,12.1080551296933
908,medium_variant,female,5yearly,2095,14.3314213995572
908,medium_variant,male,5yearly,2095,12.3136413353474
908,estimates,female,5yearly,Regi,EUROPE
908,estimates,male,5yearly,Regi,EUROPE
908,medium_variant,female,5yearly,Regi,EUROPE
908,medium_variant,male,5yearly,Regi,EUROPE
