continent,variant,gender,freq,year,lifeexpectancyat15
905,estimates,female,5yearly,1950,59.4335507184079
905,estimates,male,5yearly,1950,54.0740228078604
905,estimates,female,5yearly,1955,60.3689605523536
905,estimates,male,5yearly,1955,54.4725317270663
905,estimates,female,5yearly,1960,60.8711924745426
905,estimates,male,5yearly,1960,54.5158442750881
905,estimates,female,5yearly,1965,61.2688261915804
905,estimates,male,5yearly,1965,54.2571064981502
905,estimates,female,5yearly,1970,62.0642459009817
905,estimates,male,5yearly,1970,54.7713405793142
905,estimates,female,5yearly,1975,63.5193653348043
905,estimates,male,5yearly,1975,56.1542159443832
905,estimates,female,5yearly,1980,64.1984077693536
905,estimates,male,5yearly,1980,57.2130984348042
905,estimates,female,5yearly,1985,64.5480600924021
905,estimates,male,5yearly,1985,57.7478021644471
905,estimates,female,5yearly,1990,65.0523804801676
905,estimates,male,5yearly,1990,58.4810123771733
905,estimates,female,5yearly,1995,65.2657890136787
905,estimates,male,5yearly,1995,59.6308560618623
905,estimates,female,5yearly,2000,65.6289476915994
905,estimates,male,5yearly,2000,60.5927492141325
905,estimates,female,5yearly,2005,66.5101529056028
905,estimates,male,5yearly,2005,61.6743264736765
905,estimates,female,5yearly,2010,67.0913266043421
905,estimates,male,5yearly,2010,62.4763021554505
905,medium_variant,female,5yearly,2015,67.6549535012249
905,medium_variant,male,5yearly,2015,63.2725767984099
905,medium_variant,female,5yearly,2020,68.2269746512465
905,medium_variant,male,5yearly,2020,64.1184994840101
905,medium_variant,female,5yearly,2025,68.7978225258813
905,medium_variant,male,5yearly,2025,64.9448389918419
905,medium_variant,female,5yearly,2030,69.3443690529006
905,medium_variant,male,5yearly,2030,65.7971741764309
905,medium_variant,female,5yearly,2035,69.8931788643936
905,medium_variant,male,5yearly,2035,66.669753642559
905,medium_variant,female,5yearly,2040,70.4553002217232
905,medium_variant,male,5yearly,2040,67.5056658484888
905,medium_variant,female,5yearly,2045,70.9964928512772
905,medium_variant,male,5yearly,2045,68.2883344336704
905,medium_variant,female,5yearly,2050,71.530508143169
905,medium_variant,male,5yearly,2050,68.9724368813082
905,medium_variant,female,5yearly,2055,72.0610859999887
905,medium_variant,male,5yearly,2055,69.6129498134225
905,medium_variant,female,5yearly,2060,72.5952994296393
905,medium_variant,male,5yearly,2060,70.1592637308237
905,medium_variant,female,5yearly,2065,73.1315426194246
905,medium_variant,male,5yearly,2065,70.7191295889852
905,medium_variant,female,5yearly,2070,73.64247573239
905,medium_variant,male,5yearly,2070,71.2249252337277
905,medium_variant,female,5yearly,2075,74.1737744931131
905,medium_variant,male,5yearly,2075,71.7637707498031
905,medium_variant,female,5yearly,2080,74.6989005146864
905,medium_variant,male,5yearly,2080,72.2860838293933
905,medium_variant,female,5yearly,2085,75.2252758309319
905,medium_variant,male,5yearly,2085,72.7769111298086
905,medium_variant,female,5yearly,2090,75.7531993853017
905,medium_variant,male,5yearly,2090,73.3221911453591
905,medium_variant,female,5yearly,2095,76.276469287368
905,medium_variant,male,5yearly,2095,73.8085360830546
905,estimates,female,5yearly,Regi,NORTHERN AMERICA
905,estimates,male,5yearly,Regi,NORTHERN AMERICA
905,medium_variant,female,5yearly,Regi,NORTHERN AMERICA
905,medium_variant,male,5yearly,Regi,NORTHERN AMERICA
