continent,variant,gender,freq,year,lifeexpectancyat15
909,estimates,female,5yearly,1950,56.0224748028284
909,estimates,male,5yearly,1950,51.0914909963247
909,estimates,female,5yearly,1955,57.1562295491215
909,estimates,male,5yearly,1955,52.0294874011152
909,estimates,female,5yearly,1960,57.8605668566157
909,estimates,male,5yearly,1960,52.3203523506674
909,estimates,female,5yearly,1965,58.4498761901083
909,estimates,male,5yearly,1965,52.5256836044534
909,estimates,female,5yearly,1970,59.4782708922798
909,estimates,male,5yearly,1970,53.434075330694
909,estimates,female,5yearly,1975,61.01940729036
909,estimates,male,5yearly,1975,54.8139577751286
909,estimates,female,5yearly,1980,62.4083212353554
909,estimates,male,5yearly,1980,56.0968893896618
909,estimates,female,5yearly,1985,62.9383193552538
909,estimates,male,5yearly,1985,57.0479119907133
909,estimates,female,5yearly,1990,64.1001918685861
909,estimates,male,5yearly,1990,58.4353917112539
909,estimates,female,5yearly,1995,64.9083207213233
909,estimates,male,5yearly,1995,59.6031071571173
909,estimates,female,5yearly,2000,65.9132168668935
909,estimates,male,5yearly,2000,61.1210870726837
909,estimates,female,5yearly,2005,66.8315139682378
909,estimates,male,5yearly,2005,62.3672422842916
909,estimates,female,5yearly,2010,67.4191143461194
909,estimates,male,5yearly,2010,63.2413333585333
909,medium_variant,female,5yearly,2015,67.9311575089665
909,medium_variant,male,5yearly,2015,64.0118498927812
909,medium_variant,female,5yearly,2020,68.4431896539082
909,medium_variant,male,5yearly,2020,64.7167273130916
909,medium_variant,female,5yearly,2025,68.907772544027
909,medium_variant,male,5yearly,2025,65.2567794772861
909,medium_variant,female,5yearly,2030,69.3652519766349
909,medium_variant,male,5yearly,2030,65.6695565680389
909,medium_variant,female,5yearly,2035,69.7930062059281
909,medium_variant,male,5yearly,2035,66.0423687784217
909,medium_variant,female,5yearly,2040,70.2124922831104
909,medium_variant,male,5yearly,2040,66.4148743235206
909,medium_variant,female,5yearly,2045,70.6323682854962
909,medium_variant,male,5yearly,2045,66.757543091204
909,medium_variant,female,5yearly,2050,71.0621593886291
909,medium_variant,male,5yearly,2050,67.0929157734206
909,medium_variant,female,5yearly,2055,71.461409073202
909,medium_variant,male,5yearly,2055,67.4458909320463
909,medium_variant,female,5yearly,2060,71.886864583139
909,medium_variant,male,5yearly,2060,67.7970198445785
909,medium_variant,female,5yearly,2065,72.2967625391342
909,medium_variant,male,5yearly,2065,68.1472931756979
909,medium_variant,female,5yearly,2070,72.7221163919425
909,medium_variant,male,5yearly,2070,68.5142866408025
909,medium_variant,female,5yearly,2075,73.1479691410166
909,medium_variant,male,5yearly,2075,68.9075629332698
909,medium_variant,female,5yearly,2080,73.601448379945
909,medium_variant,male,5yearly,2080,69.3658359112961
909,medium_variant,female,5yearly,2085,74.0509949066071
909,medium_variant,male,5yearly,2085,69.8598662672057
909,medium_variant,female,5yearly,2090,74.5337857368584
909,medium_variant,male,5yearly,2090,70.3341409832838
909,medium_variant,female,5yearly,2095,75.0521900973311
909,medium_variant,male,5yearly,2095,70.8587949301476
909,estimates,female,5yearly,Regi,OCEANIA
909,estimates,male,5yearly,Regi,OCEANIA
909,medium_variant,female,5yearly,Regi,OCEANIA
909,medium_variant,male,5yearly,Regi,OCEANIA
