continent,variant,gender,freq,year,lifeexpectancyat15
903,estimates,female,5yearly,1950,43.9642644984032
903,estimates,male,5yearly,1950,41.6430574387629
903,estimates,female,5yearly,1955,45.1072615532101
903,estimates,male,5yearly,1955,42.7276822323831
903,estimates,female,5yearly,1960,46.2592358818626
903,estimates,male,5yearly,1960,43.8302305584381
903,estimates,female,5yearly,1965,47.3200179854001
903,estimates,male,5yearly,1965,44.8523485615603
903,estimates,female,5yearly,1970,48.4413516087856
903,estimates,male,5yearly,1970,45.7894741027256
903,estimates,female,5yearly,1975,49.464852315346
903,estimates,male,5yearly,1975,46.7102391804614
903,estimates,female,5yearly,1980,50.3257454930469
903,estimates,male,5yearly,1980,47.4603010825162
903,estimates,female,5yearly,1985,50.9263263066653
903,estimates,male,5yearly,1985,47.870445674853
903,estimates,female,5yearly,1990,50.6703215590659
903,estimates,male,5yearly,1990,47.4527956133867
903,estimates,female,5yearly,1995,49.8915786764244
903,estimates,male,5yearly,1995,47.0423062661517
903,estimates,female,5yearly,2000,49.6047925032022
903,estimates,male,5yearly,2000,47.1568969322861
903,estimates,female,5yearly,2005,51.5350840644538
903,estimates,male,5yearly,2005,49.1311455386048
903,estimates,female,5yearly,2010,53.8671263186757
903,estimates,male,5yearly,2010,51.0219346074593
903,medium_variant,female,5yearly,2015,55.279121398372
903,medium_variant,male,5yearly,2015,52.3258815591712
903,medium_variant,female,5yearly,2020,56.2681182064599
903,medium_variant,male,5yearly,2020,53.2172147360119
903,medium_variant,female,5yearly,2025,57.2776331792559
903,medium_variant,male,5yearly,2025,54.1384527120062
903,medium_variant,female,5yearly,2030,58.2657402322054
903,medium_variant,male,5yearly,2030,55.010392026994
903,medium_variant,female,5yearly,2035,59.1989144918627
903,medium_variant,male,5yearly,2035,55.775021909784
903,medium_variant,female,5yearly,2040,60.0487653293518
903,medium_variant,male,5yearly,2040,56.5064113632213
903,medium_variant,female,5yearly,2045,60.8655012101786
903,medium_variant,male,5yearly,2045,57.2033014371426
903,medium_variant,female,5yearly,2050,61.6484973468629
903,medium_variant,male,5yearly,2050,57.84058967888
903,medium_variant,female,5yearly,2055,62.3813984207076
903,medium_variant,male,5yearly,2055,58.4372048889092
903,medium_variant,female,5yearly,2060,63.0587147593513
903,medium_variant,male,5yearly,2060,59.0082446691212
903,medium_variant,female,5yearly,2065,63.693768186861
903,medium_variant,male,5yearly,2065,59.5537458924588
903,medium_variant,female,5yearly,2070,64.2882487040855
903,medium_variant,male,5yearly,2070,60.0552068326437
903,medium_variant,female,5yearly,2075,64.8425134279861
903,medium_variant,male,5yearly,2075,60.5533783563232
903,medium_variant,female,5yearly,2080,65.3815070790034
903,medium_variant,male,5yearly,2080,61.0560943070917
903,medium_variant,female,5yearly,2085,65.9128784679746
903,medium_variant,male,5yearly,2085,61.5798103138023
903,medium_variant,female,5yearly,2090,66.4309279592475
903,medium_variant,male,5yearly,2090,62.1182976824692
903,medium_variant,female,5yearly,2095,66.9315395027334
903,medium_variant,male,5yearly,2095,62.6561184258989
903,estimates,female,5yearly,Regi,AFRICA
903,estimates,male,5yearly,Regi,AFRICA
903,medium_variant,female,5yearly,Regi,AFRICA
903,medium_variant,male,5yearly,Regi,AFRICA
