continent,variant,gender,freq,year,lifeexpectancyat15
908,estimates,female,5yearly,1950,57.8441041566398
908,estimates,male,5yearly,1950,53.3236364041252
908,estimates,female,5yearly,1955,59.3368128640774
908,estimates,male,5yearly,1955,54.2626340770441
908,estimates,female,5yearly,1960,60.2968577351211
908,estimates,male,5yearly,1960,54.7467971739487
908,estimates,female,5yearly,1965,60.8091597276549
908,estimates,male,5yearly,1965,54.5591605473208
908,estimates,female,5yearly,1970,61.2604197813144
908,estimates,male,5yearly,1970,54.4391153658469
908,estimates,female,5yearly,1975,61.7550159474944
908,estimates,male,5yearly,1975,54.3129872230212
908,estimates,female,5yearly,1980,62.2180270794176
908,estimates,male,5yearly,1980,54.533735636288
908,estimates,female,5yearly,1985,62.9625588928903
908,estimates,male,5yearly,1985,55.6811900420974
908,estimates,female,5yearly,1990,63.0748744972125
908,estimates,male,5yearly,1990,54.9012008510134
908,estimates,female,5yearly,1995,63.3557537088528
908,estimates,male,5yearly,1995,55.0984362375998
908,estimates,female,5yearly,2000,63.902082780335
908,estimates,male,5yearly,2000,55.5724952902618
908,estimates,female,5yearly,2005,64.9598661258422
908,estimates,male,5yearly,2005,57.0786023148679
908,estimates,female,5yearly,2010,66.2511290962014
908,estimates,male,5yearly,2010,59.3027610143044
908,medium_variant,female,5yearly,2015,66.9245519504083
908,medium_variant,male,5yearly,2015,60.2540858794441
908,medium_variant,female,5yearly,2020,67.6266138527151
908,medium_variant,male,5yearly,2020,61.2066792725726
908,medium_variant,female,5yearly,2025,68.2996256822637
908,medium_variant,male,5yearly,2025,62.1451413386895
908,medium_variant,female,5yearly,2030,68.9458672750809
908,medium_variant,male,5yearly,2030,63.0283074783634
908,medium_variant,female,5yearly,2035,69.5517822345054
908,medium_variant,male,5yearly,2035,63.8657734714727
908,medium_variant,female,5yearly,2040,70.1869772416544
908,medium_variant,male,5yearly,2040,64.6709331103109
908,medium_variant,female,5yearly,2045,70.7944779206464
908,medium_variant,male,5yearly,2045,65.4269721412556
908,medium_variant,female,5yearly,2050,71.3894738803994
908,medium_variant,male,5yearly,2050,66.1778915229579
908,medium_variant,female,5yearly,2055,71.9588529275535
908,medium_variant,male,5yearly,2055,66.9195749465829
908,medium_variant,female,5yearly,2060,72.5121604085302
908,medium_variant,male,5yearly,2060,67.669800006276
908,medium_variant,female,5yearly,2065,73.0934536639676
908,medium_variant,male,5yearly,2065,68.4289593491563
908,medium_variant,female,5yearly,2070,73.7087857899862
908,medium_variant,male,5yearly,2070,69.1784224695257
908,medium_variant,female,5yearly,2075,74.3427307338312
908,medium_variant,male,5yearly,2075,69.903513437741
908,medium_variant,female,5yearly,2080,74.9449400239583
908,medium_variant,male,5yearly,2080,70.5826241775152
908,medium_variant,female,5yearly,2085,75.5206676594098
908,medium_variant,male,5yearly,2085,71.2242743520527
908,medium_variant,female,5yearly,2090,76.0651307231449
908,medium_variant,male,5yearly,2090,71.8259880484998
908,medium_variant,female,5yearly,2095,76.6106558328167
908,medium_variant,male,5yearly,2095,72.4029604659296
