continent,variant,gender,freq,year,lifeexpectancyat15
935,estimates,female,5yearly,1950,44.1813940042848
935,estimates,male,5yearly,1950,42.4300046705836
935,estimates,female,5yearly,1955,45.582728391952
935,estimates,male,5yearly,1955,43.5680130526923
935,estimates,female,5yearly,1960,47.0416704910862
935,estimates,male,5yearly,1960,44.9680154037204
935,estimates,female,5yearly,1965,51.0411223047059
935,estimates,male,5yearly,1965,49.1227592681619
935,estimates,female,5yearly,1970,53.5731434698554
935,estimates,male,5yearly,1970,51.3251621010428
935,estimates,female,5yearly,1975,55.3534572158309
935,estimates,male,5yearly,1975,52.8200379377467
935,estimates,female,5yearly,1980,56.6440486875571
935,estimates,male,5yearly,1980,53.5310207206617
935,estimates,female,5yearly,1985,57.5605116147515
935,estimates,male,5yearly,1985,54.4861053435923
935,estimates,female,5yearly,1990,58.5885994806528
935,estimates,male,5yearly,1990,55.1921924405226
935,estimates,female,5yearly,1995,59.4940110569874
935,estimates,male,5yearly,1995,55.7809402069745
935,estimates,female,5yearly,2000,60.3680738316233
935,estimates,male,5yearly,2000,56.8427963461096
935,estimates,female,5yearly,2005,61.2302655902827
935,estimates,male,5yearly,2005,57.5478687028582
935,estimates,female,5yearly,2010,62.0723410609323
935,estimates,male,5yearly,2010,58.1701533942654
935,medium_variant,female,5yearly,2015,62.7659011172952
935,medium_variant,male,5yearly,2015,58.783725451939
935,medium_variant,female,5yearly,2020,63.4002893662982
935,medium_variant,male,5yearly,2020,59.3585533958154
935,medium_variant,female,5yearly,2025,63.9885183496959
935,medium_variant,male,5yearly,2025,59.8639931526906
935,medium_variant,female,5yearly,2030,64.5478275396423
935,medium_variant,male,5yearly,2030,60.3532777607524
935,medium_variant,female,5yearly,2035,65.0603576771408
935,medium_variant,male,5yearly,2035,60.8468279863665
935,medium_variant,female,5yearly,2040,65.5607502057701
935,medium_variant,male,5yearly,2040,61.3614877913156
935,medium_variant,female,5yearly,2045,66.0365502291085
935,medium_variant,male,5yearly,2045,61.8869496931259
935,medium_variant,female,5yearly,2050,66.5049075787565
935,medium_variant,male,5yearly,2050,62.4140574541658
935,medium_variant,female,5yearly,2055,66.966451881614
935,medium_variant,male,5yearly,2055,62.9462355259053
935,medium_variant,female,5yearly,2060,67.4121509101317
935,medium_variant,male,5yearly,2060,63.5029327167318
935,medium_variant,female,5yearly,2065,67.8642728209458
935,medium_variant,male,5yearly,2065,64.0177661570643
935,medium_variant,female,5yearly,2070,68.3230673384127
935,medium_variant,male,5yearly,2070,64.5817097989285
935,medium_variant,female,5yearly,2075,68.800743017306
935,medium_variant,male,5yearly,2075,65.1373672888905
935,medium_variant,female,5yearly,2080,69.287300978075
935,medium_variant,male,5yearly,2080,65.6987754135346
935,medium_variant,female,5yearly,2085,69.7916703580567
935,medium_variant,male,5yearly,2085,66.3007856802534
935,medium_variant,female,5yearly,2090,70.2844439573003
935,medium_variant,male,5yearly,2090,66.8944585697215
935,medium_variant,female,5yearly,2095,70.8001145349841
935,medium_variant,male,5yearly,2095,67.544365335273
