variant,region,year,oldagedependencyratio2569
estimates,925,1950,9.923
estimates,925,1951,10.024
estimates,925,1952,10.088
estimates,925,1953,10.126
estimates,925,1954,10.144
estimates,925,1955,10.148
estimates,925,1956,10.322
estimates,925,1957,10.473
estimates,925,1958,10.601
estimates,925,1959,10.702
estimates,925,1960,10.776
estimates,925,1961,10.933
estimates,925,1962,11.051
estimates,925,1963,11.148
estimates,925,1964,11.246
estimates,925,1965,11.359
estimates,925,1966,11.631
estimates,925,1967,11.907
estimates,925,1968,12.191
estimates,925,1969,12.48
estimates,925,1970,12.771
estimates,925,1971,13.105
estimates,925,1972,13.399
estimates,925,1973,13.664
estimates,925,1974,13.914
estimates,925,1975,14.162
estimates,925,1976,14.535
estimates,925,1977,14.879
estimates,925,1978,15.195
estimates,925,1979,15.479
estimates,925,1980,15.727
estimates,925,1981,16.044
estimates,925,1982,16.322
estimates,925,1983,16.531
estimates,925,1984,16.628
estimates,925,1985,16.604
estimates,925,1986,16.664
estimates,925,1987,16.6
estimates,925,1988,16.493
estimates,925,1989,16.45
estimates,925,1990,16.532
estimates,925,1991,16.824
estimates,925,1992,17.207
estimates,925,1993,17.647
estimates,925,1994,18.094
estimates,925,1995,18.521
estimates,925,1996,18.984
estimates,925,1997,19.424
estimates,925,1998,19.849
estimates,925,1999,20.266
estimates,925,2000,20.681
estimates,925,2001,21.052
estimates,925,2002,21.399
estimates,925,2003,21.728
estimates,925,2004,22.032
estimates,925,2005,22.307
estimates,925,2006,22.658
estimates,925,2007,23.004
estimates,925,2008,23.329
estimates,925,2009,23.629
estimates,925,2010,23.916
estimates,925,2011,24.324
estimates,925,2012,24.708
estimates,925,2013,25.114
estimates,925,2014,25.591
estimates,925,2015,26.155
medium_variant,925,2015,26.155
medium_variant,925,2016,26.699
medium_variant,925,2017,27.327
medium_variant,925,2018,28.006
medium_variant,925,2019,28.692
medium_variant,925,2020,29.367
medium_variant,925,2021,30.033
medium_variant,925,2022,30.706
medium_variant,925,2023,31.405
medium_variant,925,2024,32.152
medium_variant,925,2025,32.958
medium_variant,925,2026,33.785
medium_variant,925,2027,34.685
medium_variant,925,2028,35.658
medium_variant,925,2029,36.701
medium_variant,925,2030,37.807
medium_variant,925,2031,38.901
medium_variant,925,2032,40.074
medium_variant,925,2033,41.311
medium_variant,925,2034,42.601
medium_variant,925,2035,43.95
medium_variant,925,2036,45.231
medium_variant,925,2037,46.558
medium_variant,925,2038,47.956
medium_variant,925,2039,49.43
medium_variant,925,2040,50.954
medium_variant,925,2041,52.332
medium_variant,925,2042,53.777
medium_variant,925,2043,55.239
medium_variant,925,2044,56.66
medium_variant,925,2045,58.024
medium_variant,925,2046,59.131
medium_variant,925,2047,60.177
medium_variant,925,2048,61.163
medium_variant,925,2049,62.081
medium_variant,925,2050,62.911
medium_variant,925,2051,63.371
medium_variant,925,2052,63.758
medium_variant,925,2053,64.084
medium_variant,925,2054,64.359
medium_variant,925,2055,64.588
medium_variant,925,2056,64.491
medium_variant,925,2057,64.4
medium_variant,925,2058,64.308
medium_variant,925,2059,64.21
