continent,variant,year,population
903,instant_replacement,2057,1837740.691
903,low_variant,2057,2483852.866
903,medium_variant,2057,2833388.482
903,momentum,2057,1748813.047
903,no_change,2057,3535216.934
903,zero_migration,2057,2865643.254
903,constant_fertility,2058,4139756.623
903,constant_mortality,2058,2531028.375
903,high_variant,2058,3272345.806
903,instant_replacement,2058,1848751.46
903,low_variant,2058,2511166.369
903,medium_variant,2058,2877081.528
903,momentum,2058,1755501.766
903,no_change,2058,3628562.698
903,zero_migration,2058,2910307.881
903,constant_fertility,2059,4269854.09
903,constant_mortality,2059,2557257.453
903,high_variant,2059,3335751.365
903,instant_replacement,2059,1859620.45
903,low_variant,2059,2538058.467
903,medium_variant,2059,2920739.47
903,momentum,2059,1761989.863
903,no_change,2059,3724492.576
903,zero_migration,2059,2954937.93
903,constant_fertility,2060,4404403.551
903,constant_mortality,2060,2582998.393
903,high_variant,2060,3399668.098
903,instant_replacement,2060,1870355.86
903,low_variant,2060,2564525.837
903,medium_variant,2060,2964353.082
903,momentum,2060,1768285.976
903,no_change,2060,3823086.487
903,zero_migration,2060,2999523.213
903,constant_fertility,2061,4543570.239
903,constant_mortality,2061,2608240.33
903,high_variant,2061,3464082.41
903,instant_replacement,2061,1880963.836
903,low_variant,2061,2590557.33
903,medium_variant,2061,3007906.925
903,momentum,2061,1774399.766
903,no_change,2061,3924428.308
903,zero_migration,2061,3044047.571
903,constant_fertility,2062,4687527.661
903,constant_mortality,2062,2632968.968
903,high_variant,2062,3528981.027
903,instant_replacement,2062,1891432.623
903,low_variant,2062,2616136.412
903,medium_variant,2062,3051382.037
903,momentum,2062,1780323.49
903,no_change,2062,4028605.29
903,zero_migration,2062,3088491.557
903,constant_fertility,2063,4836452.739
903,constant_mortality,2063,2657171.695
903,high_variant,2063,3594355.704
903,instant_replacement,2063,1901727.426
903,low_variant,2063,2641247.104
903,medium_variant,2063,3094761.491
903,momentum,2063,1786024.269
903,no_change,2063,4135707.4
903,zero_migration,2063,3132837.503
903,constant_fertility,2064,4990528.663
903,constant_mortality,2064,2680835.112
903,high_variant,2064,3660199.069
903,instant_replacement,2064,1911800.164
903,low_variant,2064,2665871.108
903,medium_variant,2064,3138027.267
903,momentum,2064,1791455.596
903,no_change,2064,4245827.637
903,zero_migration,2064,3177066.813
903,constant_fertility,2065,5149946.93
903,constant_mortality,2065,2703945.824
903,high_variant,2065,3726503.648
903,instant_replacement,2065,1921609.677
903,low_variant,2065,2689990.051
903,medium_variant,2065,3181160.854
903,momentum,2065,1796579.335
903,no_change,2065,4359062.089
903,zero_migration,2065,3221160.572
903,constant_fertility,2066,5314910.234
903,constant_mortality,2066,2726492.466
903,high_variant,2066,3793258.606
903,instant_replacement,2066,1931141.469
903,low_variant,2066,2713589.345
903,medium_variant,2066,3224145.333
903,momentum,2066,1801385.595
903,no_change,2066,4475509.73
903,zero_migration,2066,3265101.176
903,constant_fertility,2067,5485627.648
903,constant_mortality,2067,2748463.149
903,high_variant,2067,3860452.664
903,instant_replacement,2067,1940384.748
903,low_variant,2067,2736652.479
903,medium_variant,2067,3266961.833
903,momentum,2067,1805869.666
903,no_change,2067,4595272.627
903,zero_migration,2067,3308869.595
903,constant_fertility,2068,5662310.573
903,constant_mortality,2068,2769842.867
903,high_variant,2068,3928076.707
903,instant_replacement,2068,1949306.791
903,low_variant,2068,2759155.77
903,medium_variant,2068,3309587.756
903,momentum,2068,1810004.918
903,no_change,2068,4718455.738
903,zero_migration,2068,3352442.583
903,constant_fertility,2069,5845176.581
903,constant_mortality,2069,2790616.007
903,high_variant,2069,3996121.862
903,instant_replacement,2069,1957870.848
903,low_variant,2069,2781073.05
903,medium_variant,2069,3351998.507
903,momentum,2069,1813761.543
903,no_change,2069,4845166.846
903,zero_migration,2069,3395795.313
903,constant_fertility,2070,6034453.567
903,constant_mortality,2070,2810768.031
903,high_variant,2070,4064578.621
903,instant_replacement,2070,1966048.086
903,low_variant,2070,2802380.732
903,medium_variant,2070,3394171.069
903,momentum,2070,1817118.142
903,no_change,2070,4975517.154
903,zero_migration,2070,3438904.574
903,constant_fertility,2071,6230384.896
903,constant_mortality,2071,2830287.425
903,high_variant,2071,4133435.304
903,instant_replacement,2071,1973826.124
903,low_variant,2071,2823062.317
903,medium_variant,2071,3436086.388
903,momentum,2071,1820068.965
903,no_change,2071,5109621.358
903,zero_migration,2071,3481751.016
903,constant_fertility,2072,6433223.065
903,constant_mortality,2072,2849163.621
903,high_variant,2072,4202680.083
903,instant_replacement,2072,1981199.989
903,low_variant,2072,2843103.298
903,medium_variant,2072,3477726.614
903,momentum,2072,1822617.311
903,no_change,2072,5247596.932
903,zero_migration,2072,3524316.468
903,constant_fertility,2073,6643223.784
903,constant_mortality,2073,2867384.479
903,high_variant,2073,4272303.47
903,instant_replacement,2073,1988159.34
903,low_variant,2073,2862484.487
903,medium_variant,2073,3519071.835
903,momentum,2073,1824764.395
903,no_change,2073,5389563.357
903,zero_migration,2073,3566580.842
903,constant_fertility,2074,6860650.595
903,constant_mortality,2074,2884938.047
903,high_variant,2074,4342296.37
903,instant_replacement,2074,1994696.43
903,low_variant,2074,2881186.48
903,medium_variant,2074,3560101.83
903,momentum,2074,1826515.653
903,no_change,2074,5535642.789
903,zero_migration,2074,3608523.79
903,constant_fertility,2075,7085778.465
903,constant_mortality,2075,2901813.343
903,high_variant,2075,4412648.083
903,instant_replacement,2075,2000809.355
903,low_variant,2075,2899192.672
903,medium_variant,2075,3600797.691
903,momentum,2075,1827881.318
903,no_change,2075,5685961.117
903,zero_migration,2075,3650126.291
903,constant_fertility,2076,7318899.175
903,constant_mortality,2076,2918001.87
903,high_variant,2076,4483345.182
903,instant_replacement,2076,2006498.389
903,low_variant,2076,2916489.456
903,medium_variant,2076,3641141.475
903,momentum,2076,1828871.152
903,no_change,2076,5840650.125
903,zero_migration,2076,3691370.216
903,constant_fertility,2077,7560313.547
903,constant_mortality,2077,2933495.725
903,high_variant,2077,4554372.402
903,instant_replacement,2077,2011774.293
903,low_variant,2077,2933067.056
903,medium_variant,2077,3681116.717
903,momentum,2077,1829504.118
903,no_change,2077,5999844.128
903,zero_migration,2077,3732238.887
903,constant_fertility,2078,7810324.078
903,constant_mortality,2078,2948286.074
903,high_variant,2078,4625713.307
903,instant_replacement,2078,2016661.48
903,low_variant,2078,2948917.761
903,medium_variant,2078,3720708.116
903,momentum,2078,1829812.934
903,no_change,2078,6163677.966
903,zero_migration,2078,3772716.876
903,constant_fertility,2079,8069241.092
903,constant_mortality,2079,2962364.529
903,high_variant,2079,4697350.352
903,instant_replacement,2079,2021193.011
903,low_variant,2079,2964036.074
903,medium_variant,2079,3759901.199
903,momentum,2079,1829838.496
903,no_change,2079,6332288.914
903,zero_migration,2079,3812789.693
903,constant_fertility,2080,8337389.467
903,constant_mortality,2080,2975724.17
903,high_variant,2080,4769265.639
903,instant_replacement,2080,2025399.389
903,low_variant,2080,2978416.919
903,medium_variant,2080,3798681.715
903,momentum,2080,1829619.503
903,no_change,2080,6505819.433
903,zero_migration,2080,3852443.022
903,constant_fertility,2081,8615118.258
903,constant_mortality,2081,2988360.133
903,high_variant,2081,4841442.488
903,instant_replacement,2081,2029299.425
903,low_variant,2081,2992053.938
903,medium_variant,2081,3837034.622
903,momentum,2081,1829181.507
903,no_change,2081,6684420.411
903,zero_migration,2081,3891661.657
903,constant_fertility,2082,8902787.12
903,constant_mortality,2082,3000269.385
903,high_variant,2082,4913863.329
903,instant_replacement,2082,2032910.813
903,low_variant,2082,3004941.458
903,medium_variant,2082,3874945.058
903,momentum,2082,1828551.021
903,no_change,2082,6868246.627
903,zero_migration,2082,3930430.497
903,constant_fertility,2083,9200754.562
903,constant_mortality,2083,3011450.056
903,high_variant,2083,4986507.459
903,instant_replacement,2083,2036262.924
903,low_variant,2083,3017076.657
903,medium_variant,2083,3912399.374
903,momentum,2083,1827770.744
903,no_change,2083,7057452.1
903,zero_migration,2083,3968735.704
903,constant_fertility,2084,9509387.659
903,constant_mortality,2084,3021901.597
903,high_variant,2084,5059352.886
903,instant_replacement,2084,2039388.377
903,low_variant,2084,3028458.332
903,medium_variant,2084,3949384.312
903,momentum,2084,1826888.074
903,no_change,2084,7252194.003
903,zero_migration,2084,4006563.766
903,constant_fertility,2085,9829072.467
903,constant_mortality,2085,3031624.121
903,high_variant,2085,5132378.141
903,instant_replacement,2085,2042317.758
903,low_variant,2085,3039085.449
903,medium_variant,2085,3985886.746
903,momentum,2085,1825945.414
903,no_change,2085,7452636.055
903,zero_migration,2085,4043901.507
903,constant_fertility,2086,10160226.101
903,constant_mortality,2086,3040618.142
903,high_variant,2086,5205565.027
903,instant_replacement,2086,2045075.272
903,low_variant,2086,3048957.128
903,medium_variant,2086,4021894.387
903,momentum,2086,1824970.038
903,no_change,2086,7658952.673
903,zero_migration,2086,4080736.289
903,constant_fertility,2087,10503281.224
903,constant_mortality,2087,3048884.908
903,high_variant,2087,5278894.917
903,instant_replacement,2087,2047684.17
903,low_variant,2087,3058072.676
903,medium_variant,2087,4057394.393
903,momentum,2087,1823986.933
903,no_change,2087,7871323.516
903,zero_migration,2087,4117055.021
903,constant_fertility,2088,10858670.378
903,constant_mortality,2088,3056427.048
903,high_variant,2088,5352345.713
903,instant_replacement,2088,2050172.916
903,low_variant,2088,3066432.297
903,medium_variant,2088,4092373.472
903,momentum,2088,1823032.435
903,no_change,2088,8089928.057
903,zero_migration,2088,4152844.226
903,constant_fertility,2089,11226838.407
903,constant_mortality,2089,3063248.32
903,high_variant,2089,5425894.426
903,instant_replacement,2089,2052570.605
903,low_variant,2089,3074036.889
903,medium_variant,2089,4126818.332
903,momentum,2089,1822143.898
903,no_change,2089,8314949.537
903,zero_migration,2089,4188090.276
903,constant_fertility,2090,11608252.26
903,constant_mortality,2090,3069353.19
903,high_variant,2090,5499519.47
903,instant_replacement,2090,2054904.575
903,low_variant,2090,3080888.365
903,medium_variant,2090,4160716.504
903,momentum,2090,1821351.965
903,no_change,2090,8546579.269
903,zero_migration,2090,4222780.455
903,constant_fertility,2091,12003404.376
903,constant_mortality,2091,3074746.914
903,high_variant,2091,5573201.99
903,instant_replacement,2091,2057198.777
903,low_variant,2091,3086989.565
903,medium_variant,2091,4194057.086
903,momentum,2091,1820677.524
903,no_change,2091,8785017.627
903,zero_migration,2091,4256903.494
903,constant_fertility,2092,12412811.795
903,constant_mortality,2092,3079435.597
903,high_variant,2092,5646925.059
903,instant_replacement,2092,2059474.579
903,low_variant,2092,3092344.462
903,medium_variant,2092,4226830.047
903,momentum,2092,1820132.817
903,no_change,2092,9030473.749
903,zero_migration,2092,4290449.301
903,constant_fertility,2093,12837012.944
903,constant_mortality,2093,3083426.296
903,high_variant,2093,5720673.232
903,instant_replacement,2093,2061751.346
903,low_variant,2093,3096957.921
903,medium_variant,2093,4259026.664
903,momentum,2093,1819723.609
903,no_change,2093,9283164.374
903,zero_migration,2093,4323408.619
903,constant_fertility,2094,13276564.77
903,constant_mortality,2094,3086726.761
903,high_variant,2094,5794431.746
903,instant_replacement,2094,2064047.554
903,low_variant,2094,3100835.536
903,medium_variant,2094,4290638.534
903,momentum,2094,1819452.001
903,no_change,2094,9543312.554
903,zero_migration,2094,4355772.878
903,constant_fertility,2095,13732039.376
903,constant_mortality,2095,3089345.883
903,high_variant,2095,5868185.605
903,instant_replacement,2095,2066381.516
903,low_variant,2095,3103983.85
903,medium_variant,2095,4321657.59
903,momentum,2095,1819318.418
903,no_change,2095,9811146.717
903,zero_migration,2095,4387533.714
903,constant_fertility,2096,14204023.277
903,constant_mortality,2096,3091293.365
903,high_variant,2096,5941919.666
903,instant_replacement,2096,2068771.608
903,low_variant,2096,3106409.945
903,medium_variant,2096,4352075.947
903,momentum,2096,1819322.751
903,no_change,2096,10086900.14
903,zero_migration,2096,4418682.907
903,constant_fertility,2097,14693116.511
903,constant_mortality,2097,3092579.905
903,high_variant,2097,6015618.037
903,instant_replacement,2097,2071236.606
903,low_variant,2097,3108121.683
903,medium_variant,2097,4381885.852
903,momentum,2097,1819464.713
903,no_change,2097,10370810.746
903,zero_migration,2097,4449212.462
903,constant_fertility,2098,15199932.677
903,constant_mortality,2098,3093217.256
903,high_variant,2098,6089264.449
903,instant_replacement,2098,2073795.701
903,low_variant,2098,3109127.552
903,medium_variant,2098,4411079.612
903,momentum,2098,1819743.911
903,no_change,2098,10663120.861
903,zero_migration,2098,4479114.177
903,constant_fertility,2099,15725099.051
903,constant_mortality,2099,3093218.281
903,high_variant,2099,6162841.94
903,instant_replacement,2099,2076468.338
903,low_variant,2099,3109436.822
903,medium_variant,2099,4439649.658
903,momentum,2099,1820159.76
903,no_change,2099,10964077.731
903,zero_migration,2099,4508380.201
903,constant_fertility,2100,16269256.582
903,constant_mortality,2100,3092596.649
903,high_variant,2100,6236333.256
903,instant_replacement,2100,2079274.428
903,low_variant,2100,3109059.387
903,medium_variant,2100,4467588.433
903,momentum,2100,1820711.708
903,no_change,2100,11273932.899
903,zero_migration,2100,4537002.66
903,constant_fertility,"Region, subregion, country or area *",AFRICA
903,constant_mortality,"Region, subregion, country or area *",AFRICA
903,estimates,"Region, subregion, country or area *",AFRICA
903,high_variant,"Region, subregion, country or area *",AFRICA
903,instant_replacement,"Region, subregion, country or area *",AFRICA
