continent,variant,year,population
904,estimates,1950,168917.693
904,estimates,1951,173497.126
904,estimates,1952,178233.936
904,estimates,1953,183107.436
904,estimates,1954,188105.273
904,estimates,1955,193223.682
904,estimates,1956,198467.73
904,estimates,1957,203850.831
904,estimates,1958,209393.369
904,estimates,1959,215119.744
904,estimates,1960,221050.541
904,estimates,1961,227193.808
904,estimates,1962,233537.694
904,estimates,1963,240046.975
904,estimates,1964,246672.717
904,estimates,1965,253378.16
904,estimates,1966,260148.659
904,estimates,1967,266990.568
904,estimates,1968,273914.303
904,estimates,1969,280939.035
904,estimates,1970,288077.452
904,estimates,1971,295329.896
904,estimates,1972,302686.188
904,estimates,1973,310136.412
904,estimates,1974,317666.953
904,estimates,1975,325267.485
904,estimates,1976,332929.511
904,estimates,1977,340652.976
904,estimates,1978,348445.874
904,estimates,1979,356320.904
904,estimates,1980,364284.305
904,estimates,1981,372337.981
904,estimates,1982,380469.747
904,estimates,1983,388654.562
904,estimates,1984,396859.511
904,estimates,1985,405059.621
904,estimates,1986,413238.721
904,estimates,1987,421398.069
904,estimates,1988,429551.193
904,estimates,1989,437720.601
904,estimates,1990,445919.209
904,estimates,1991,454146.504
904,estimates,1992,462384.123
904,estimates,1993,470605.185
904,estimates,1994,478774.195
904,estimates,1995,486862.562
904,estimates,1996,494867.219
904,estimates,1997,502786.732
904,estimates,1998,510597.435
904,estimates,1999,518271.926
904,estimates,2000,525794.973
904,estimates,2001,533150.548
904,estimates,2002,540353.646
904,estimates,2003,547458.825
904,estimates,2004,554541.436
904,estimates,2005,561655.871
904,estimates,2006,568818.539
904,estimates,2007,576013.494
904,estimates,2008,583222.304
904,estimates,2009,590413.658
904,estimates,2010,597561.53
904,estimates,2011,604661.714
904,estimates,2012,611713.895
904,estimates,2013,618698.846
904,estimates,2014,625593.922
904,constant_fertility,2015,632380.831
904,constant_mortality,2015,632380.831
904,estimates,2015,632380.831
904,high_variant,2015,632380.831
904,instant_replacement,2015,632380.831
904,low_variant,2015,632380.831
904,medium_variant,2015,632380.831
904,momentum,2015,632380.831
904,no_change,2015,632380.831
904,zero_migration,2015,632380.831
904,constant_fertility,2016,639388.912
904,constant_mortality,2016,638883.261
904,high_variant,2016,639850.903
904,instant_replacement,2016,639227.906
904,low_variant,2016,638215.804
904,medium_variant,2016,639048.639
904,momentum,2016,639351.968
904,no_change,2016,639235.058
904,zero_migration,2016,639401.584
904,constant_fertility,2017,646417.761
904,constant_mortality,2017,645223.468
904,high_variant,2017,647485.182
904,instant_replacement,2017,646034.917
904,low_variant,2017,643666.442
904,medium_variant,2017,645593.253
904,momentum,2017,646329.182
904,no_change,2017,646059.776
904,zero_migration,2017,646304.961
904,constant_fertility,2018,653451.051
904,constant_mortality,2018,651394.308
904,high_variant,2018,655230.2
904,instant_replacement,2018,652802.833
904,low_variant,2018,648771.256
904,medium_variant,2018,652012.001
904,momentum,2018,653283.767
904,no_change,2018,652837.837
904,zero_migration,2018,653086.977
904,constant_fertility,2019,660474.219
904,constant_mortality,2019,657389.51
904,high_variant,2019,663042.249
904,instant_replacement,2019,659532.773
904,low_variant,2019,653561.169
904,medium_variant,2019,658305.557
904,momentum,2019,660175.57
904,no_change,2019,659553.833
904,zero_migration,2019,659743.896
904,constant_fertility,2020,667474.516
904,constant_mortality,2020,663204.042
904,high_variant,2020,670887.37
904,instant_replacement,2020,666224.042
904,low_variant,2020,658059.745
904,medium_variant,2020,664473.538
904,momentum,2020,666972.767
904,no_change,2020,666194.484
904,zero_migration,2020,666271.715
904,constant_fertility,2021,674441.165
904,constant_mortality,2021,668833.537
904,high_variant,2021,678741.37
904,instant_replacement,2021,672874.989
904,low_variant,2021,662282.495
904,medium_variant,2021,670510.988
904,momentum,2021,673662.805
904,no_change,2021,672748.287
904,zero_migration,2021,672666.774
904,constant_fertility,2022,681365.195
904,constant_mortality,2022,674274.944
904,high_variant,2022,686589.956
904,instant_replacement,2022,679480.17
904,low_variant,2022,666237.657
904,medium_variant,2022,676412.107
904,momentum,2022,680244.388
904,no_change,2022,679205.825
904,zero_migration,2022,678925.18
904,constant_fertility,2023,688239.167
904,constant_mortality,2023,679525.892
904,high_variant,2023,694427.08
904,instant_replacement,2023,686029.948
904,low_variant,2023,669926.858
904,medium_variant,2023,682175.047
904,momentum,2023,686710.148
904,no_change,2023,685559.295
904,zero_migration,2023,685043.319
904,constant_fertility,2024,695057.147
904,constant_mortality,2024,684584.685
904,high_variant,2024,702252.713
904,instant_replacement,2024,692512.231
904,low_variant,2024,673347.402
904,medium_variant,2024,687798.806
904,momentum,2024,693055.622
904,no_change,2024,691802.414
904,zero_migration,2024,691017.542
904,constant_fertility,2025,701813.916
904,constant_mortality,2025,689449.727
904,high_variant,2025,710066.447
904,instant_replacement,2025,698916.349
904,low_variant,2025,676497.316
904,medium_variant,2025,693281.878
904,momentum,2025,699275.737
904,no_change,2025,697929.539
904,zero_migration,2025,696844.555
904,constant_fertility,2026,708503.779
904,constant_mortality,2026,694118.831
904,high_variant,2026,717860.02
904,instant_replacement,2026,705237.564
904,low_variant,2026,679381.658
904,medium_variant,2026,698622.325
904,momentum,2026,705363.214
904,no_change,2026,703934.771
904,zero_migration,2026,702521.738
904,constant_fertility,2027,715120.457
904,constant_mortality,2027,698588.482
904,high_variant,2027,725611.339
904,instant_replacement,2027,711471.98
904,low_variant,2027,682017.268
904,medium_variant,2027,703817.038
904,momentum,2027,711309.955
904,no_change,2027,709811.097
904,zero_migration,2027,708047.089
904,constant_fertility,2028,721656.094
904,constant_mortality,2028,702854.04
904,high_variant,2028,733281.815
904,instant_replacement,2028,717611.222
904,low_variant,2028,684435.179
904,medium_variant,2028,708861.854
904,momentum,2028,717109.815
904,no_change,2028,715550.201
904,zero_migration,2028,713419.404
904,constant_fertility,2029,728102.688
904,constant_mortality,2029,706909.945
904,high_variant,2029,740823.937
904,instant_replacement,2029,723646.502
904,low_variant,2029,686674.512
904,medium_variant,2029,713751.866
904,momentum,2029,722757.23
904,no_change,2029,721143.224
904,zero_migration,2029,718638.192
904,constant_fertility,2030,734454.456
904,constant_mortality,2030,710751.994
904,high_variant,2030,748203.222
904,instant_replacement,2030,729570.413
904,low_variant,2030,688763.59
904,medium_variant,2030,718483.391
904,momentum,2030,728247.409
904,no_change,2030,726583.737
904,zero_migration,2030,723702.854
904,constant_fertility,2031,740707.229
904,constant_mortality,2031,714377.927
904,high_variant,2031,755403.524
904,instant_replacement,2031,735378.448
904,low_variant,2031,690715.949
904,medium_variant,2031,723054.184
904,momentum,2031,733576.715
904,no_change,2031,731867.516
904,zero_migration,2031,728612.232
904,constant_fertility,2032,746861.043
904,constant_mortality,2032,717787.285
904,high_variant,2032,762430.767
904,instant_replacement,2032,741068.812
904,low_variant,2032,692527.594
904,medium_variant,2032,727463.815
904,momentum,2032,738742.425
904,no_change,2032,736994.29
904,zero_migration,2032,733365.189
904,constant_fertility,2033,752919.828
904,constant_mortality,2033,720980.858
904,high_variant,2033,769301.222
904,instant_replacement,2033,746640.834
904,low_variant,2033,694187.633
904,medium_variant,2033,731712.934
904,momentum,2033,743742.238
904,no_change,2033,741967.572
904,zero_migration,2033,737960.639
904,constant_fertility,2034,758890.095
904,constant_mortality,2034,723960.147
904,high_variant,2034,776042.4
904,instant_replacement,2034,752095.652
904,low_variant,2034,695676.484
904,medium_variant,2034,735803.282
904,momentum,2034,748574.643
904,no_change,2034,746793.571
904,zero_migration,2034,742397.849
904,constant_fertility,2035,764777.148
904,constant_mortality,2035,726726.519
904,high_variant,2035,782676.583
904,instant_replacement,2035,757434.241
904,low_variant,2035,696978.947
904,medium_variant,2035,739736.029
904,momentum,2035,753238.752
