continent,variant,year,population
908,estimates,1950,549375.019
908,estimates,1951,554466.929
908,estimates,1952,559927.981
908,estimates,1953,565596.267
908,estimates,1954,571350.534
908,estimates,1955,577110.36
908,estimates,1956,582838.184
908,estimates,1957,588537.233
908,estimates,1958,594245.078
908,estimates,1959,600023.218
908,estimates,1960,605925.437
908,estimates,1961,611963.91
908,estimates,1962,618079.777
908,estimates,1963,624130.497
908,estimates,1964,629925.547
908,estimates,1965,635332.234
908,estimates,1966,640285.798
908,estimates,1967,644832.052
908,estimates,1968,649085.051
908,estimates,1969,653216.51
908,estimates,1970,657350.134
908,estimates,1971,661522.652
908,estimates,1972,665692.145
908,estimates,1973,669810.6
908,estimates,1974,673799.969
908,estimates,1975,677604.816
908,estimates,1976,681220.531
908,estimates,1977,684673.157
908,estimates,1978,687975.138
908,estimates,1979,691147.012
908,estimates,1980,694207.337
908,estimates,1981,697140.911
908,estimates,1982,699949.754
908,estimates,1983,702689.656
908,estimates,1984,705434.113
908,estimates,1985,708226.818
908,estimates,1986,711091.028
908,estimates,1987,713985.201
908,estimates,1988,716806.509
908,estimates,1989,719413.066
908,estimates,1990,721698.587
908,estimates,1991,723653.725
908,estimates,1992,725300.091
908,estimates,1993,726604.118
908,estimates,1994,727533.923
908,estimates,1995,728084.593
908,estimates,1996,728232.51
908,estimates,1997,728031.016
908,estimates,1998,727650.06
908,estimates,1999,727316.733
908,estimates,2000,727200.939
908,estimates,2001,727354.723
908,estimates,2002,727754.272
908,estimates,2003,728396.633
908,estimates,2004,729252.505
908,estimates,2005,730289.682
908,estimates,2006,731530.909
908,estimates,2007,732963.756
908,estimates,2008,734474.49
908,estimates,2009,735911.175
908,estimates,2010,737163.58
908,estimates,2011,738177.804
908,estimates,2012,738976.542
908,estimates,2013,739621.182
908,estimates,2014,740210.73
908,constant_fertility,2015,740813.959
908,constant_mortality,2015,740813.959
908,estimates,2015,740813.959
908,high_variant,2015,740813.959
908,instant_replacement,2015,740813.959
908,low_variant,2015,740813.959
908,medium_variant,2015,740813.959
908,momentum,2015,740813.959
908,no_change,2015,740813.959
908,zero_migration,2015,740813.959
908,constant_fertility,2016,741559.865
908,constant_mortality,2016,741327.049
908,high_variant,2016,742452.573
908,instant_replacement,2016,742873.539
908,low_variant,2016,740840.456
908,medium_variant,2016,741447.158
908,momentum,2016,741848.957
908,no_change,2016,741238.3
908,zero_migration,2016,740433.481
908,constant_fertility,2017,742045.543
908,constant_mortality,2017,741592.341
908,high_variant,2017,744155.246
908,instant_replacement,2017,745514.688
908,low_variant,2017,740479.432
908,medium_variant,2017,742073.853
908,momentum,2017,743030.48
908,no_change,2017,741318.182
908,zero_migration,2017,739942.494
908,constant_fertility,2018,742291.405
908,constant_mortality,2018,741615.318
908,high_variant,2018,745884.248
908,instant_replacement,2018,748481.669
908,low_variant,2018,739772.587
908,medium_variant,2018,742648.01
908,momentum,2018,744226.675
908,no_change,2018,741076.866
908,zero_migration,2018,739338.717
908,constant_fertility,2019,742317.937
908,constant_mortality,2019,741403.643
908,high_variant,2019,747610.596
908,instant_replacement,2019,751402.341
908,low_variant,2019,738757.259
908,medium_variant,2019,743102.6
908,momentum,2019,745249.948
908,no_change,2019,740537.77
908,zero_migration,2019,738619.815
908,constant_fertility,2020,742145.642
908,constant_mortality,2020,740967.265
908,high_variant,2020,749314.044
908,instant_replacement,2020,754002.617
908,low_variant,2020,737466.026
908,medium_variant,2020,743390.045
908,momentum,2020,745961.76
908,no_change,2020,739724.696
908,zero_migration,2020,737783.375
908,constant_fertility,2021,741795.32
908,constant_mortality,2021,740318.576
908,high_variant,2021,750983.648
908,instant_replacement,2021,756200.238
908,low_variant,2021,735927.203
908,medium_variant,2021,743496.123
908,momentum,2021,746319.768
908,no_change,2021,738661.909
908,zero_migration,2021,736826.995
908,constant_fertility,2022,741287.719
908,constant_mortality,2022,739472.216
908,high_variant,2022,752616.902
908,instant_replacement,2022,758061.573
908,low_variant,2022,734164.42
908,medium_variant,2022,743438.071
908,momentum,2022,746353.853
908,no_change,2022,737374.147
908,zero_migration,2022,735748.103
908,constant_fertility,2023,740643.282
908,constant_mortality,2023,738444.845
908,high_variant,2023,754219.137
908,instant_replacement,2023,759641.092
908,low_variant,2023,732197.428
908,medium_variant,2023,743238.044
908,momentum,2023,746086.627
908,no_change,2023,735885.962
908,zero_migration,2023,734544.401
908,constant_fertility,2024,739881.991
908,constant_mortality,2024,737253.878
908,high_variant,2024,755800.877
908,instant_replacement,2024,761045.936
908,low_variant,2024,730042.756
908,medium_variant,2024,742931.108
908,momentum,2024,745566.252
908,no_change,2024,734221.434
908,zero_migration,2024,733213.82
908,constant_fertility,2025,739021.77
908,constant_mortality,2025,735915.856
908,high_variant,2025,757371.906
908,instant_replacement,2025,762355.028
908,low_variant,2025,727715.985
908,medium_variant,2025,742543.943
908,momentum,2025,744830.556
908,no_change,2025,732402.538
908,zero_migration,2025,731755.768
908,constant_fertility,2026,738077.026
908,constant_mortality,2026,734443.799
908,high_variant,2026,758934.269
908,instant_replacement,2026,763571.596
908,low_variant,2026,725234.3
908,medium_variant,2026,742084.455
908,momentum,2026,743882.157
908,no_change,2026,730447.196
908,zero_migration,2026,730171.62
908,constant_fertility,2027,737057.526
908,constant_mortality,2027,732845.084
908,high_variant,2027,760476.604
908,instant_replacement,2027,764661.979
908,low_variant,2027,722618.537
908,medium_variant,2027,741547.811
908,momentum,2027,742711.571
908,no_change,2027,728367.883
908,zero_migration,2027,728465.768
908,constant_fertility,2028,735967.781
908,constant_mortality,2028,731120.661
908,high_variant,2028,761971.595
908,instant_replacement,2028,765629.749
908,low_variant,2028,719894.263
908,medium_variant,2028,740933.049
908,momentum,2028,741333.031
908,no_change,2028,726170.868
908,zero_migration,2028,726646.053
908,constant_fertility,2029,734808.551
908,constant_mortality,2029,729267.667
908,high_variant,2029,763383.058
908,instant_replacement,2029,766475.95
908,low_variant,2029,717088.89
908,medium_variant,2029,740236.038
908,momentum,2029,739763.269
908,no_change,2029,723858.149
908,zero_migration,2029,724722.406
908,constant_fertility,2030,733581.488
908,constant_mortality,2030,727286.531
908,high_variant,2030,764686.846
908,instant_replacement,2030,767204.812
908,low_variant,2030,714224.406
908,medium_variant,2030,739455.618
908,momentum,2030,738019.403
908,no_change,2030,721433.018
