continent,variant,year,population
935,estimates,1950,1404061.59
935,estimates,1951,1434534.785
935,estimates,1952,1463159.816
935,estimates,1953,1490835.714
935,estimates,1954,1518303.01
935,estimates,1955,1546143.227
935,estimates,1956,1574772.653
935,estimates,1957,1604448.795
935,estimates,1958,1635288.434
935,estimates,1959,1667297.629
935,estimates,1960,1700462.752
935,estimates,1961,1734847.065
935,estimates,1962,1770675.629
935,estimates,1963,1808371.265
935,estimates,1964,1848452.049
935,estimates,1965,1891228.735
935,estimates,1966,1936862.071
935,estimates,1967,1985086.19
935,estimates,1968,2035238.284
935,estimates,1969,2086393.344
935,estimates,1970,2137828.395
935,estimates,1971,2189385.932
935,estimates,1972,2241096.853
935,estimates,1973,2292666.357
935,estimates,1974,2343802.562
935,estimates,1975,2394338.004
935,estimates,1976,2444094.013
935,estimates,1977,2493191.935
935,estimates,1978,2542157.731
935,estimates,1979,2591734.858
935,estimates,1980,2642488.969
935,estimates,1981,2694423.536
935,estimates,1982,2747435.334
935,estimates,1983,2801830.903
935,estimates,1984,2857956.354
935,estimates,1985,2915953.444
935,estimates,1986,2976023.194
935,estimates,1987,3037815.6
935,estimates,1988,3100227.169
935,estimates,1989,3161768.286
935,estimates,1990,3221341.719
935,estimates,1991,3278551.343
935,estimates,1992,3333604.095
935,estimates,1993,3386759.856
935,estimates,1994,3438526.43
935,estimates,1995,3489306.253
935,estimates,1996,3539101.069
935,estimates,1997,3587833.521
935,estimates,1998,3635758.51
935,estimates,1999,3683189.786
935,estimates,2000,3730370.625
935,estimates,2001,3777425.069
935,estimates,2002,3824369.526
935,estimates,2003,3871201.74
935,estimates,2004,3917871.151
935,estimates,2005,3964342.662
935,estimates,2006,4010602.667
935,estimates,2007,4056684.697
935,estimates,2008,4102643.673
935,estimates,2009,4148549.798
935,estimates,2010,4194425.212
935,estimates,2011,4240280.976
935,estimates,2012,4286014.731
935,estimates,2013,4331391.205
935,estimates,2014,4376099.655
935,constant_fertility,2015,4419897.601
935,constant_mortality,2015,4419897.601
935,estimates,2015,4419897.601
935,high_variant,2015,4419897.601
935,instant_replacement,2015,4419897.601
935,low_variant,2015,4419897.601
935,medium_variant,2015,4419897.601
935,momentum,2015,4419897.601
935,no_change,2015,4419897.601
935,zero_migration,2015,4419897.601
935,constant_fertility,2016,4464643.724
935,constant_mortality,2016,4461364.212
935,high_variant,2016,4468133.967
935,instant_replacement,2016,4464065.788
935,low_variant,2016,4457037.742
935,medium_variant,2016,4462676.731
935,momentum,2016,4464358.409
935,no_change,2016,4463375.006
935,zero_migration,2016,4464309.698
935,constant_fertility,2017,4508849.207
935,constant_mortality,2017,4501445.044
935,high_variant,2017,4517156.425
935,instant_replacement,2017,4507808.373
935,low_variant,2017,4491462.809
935,medium_variant,2017,4504428.373
935,momentum,2017,4508483.957
935,no_change,2017,4505909.21
935,zero_migration,2017,4507731.549
935,constant_fertility,2018,4552511.846
935,constant_mortality,2018,4540118.731
935,high_variant,2018,4566627.613
935,instant_replacement,2018,4550980.965
935,low_variant,2018,4523454.635
