variant,country,year,dependencyratio2569
estimates,499,1950,156.44
estimates,499,1951,156.026
estimates,499,1952,155.007
estimates,499,1953,153.215
estimates,499,1954,150.724
estimates,499,1955,147.736
estimates,499,1956,146.601
estimates,499,1957,144.784
estimates,499,1958,142.624
estimates,499,1959,140.421
estimates,499,1960,138.331
estimates,499,1961,136.231
estimates,499,1962,134.38
estimates,499,1963,132.701
estimates,499,1964,130.953
estimates,499,1965,128.965
estimates,499,1966,127.82
estimates,499,1967,126.902
estimates,499,1968,126.278
estimates,499,1969,126.174
estimates,499,1970,126.739
estimates,499,1971,126.05
estimates,499,1972,125.549
estimates,499,1973,125.012
estimates,499,1974,124.017
estimates,499,1975,122.342
estimates,499,1976,120.765
estimates,499,1977,118.511
estimates,499,1978,115.872
estimates,499,1979,113.286
estimates,499,1980,110.974
estimates,499,1981,108.402
estimates,499,1982,106.129
estimates,499,1983,103.969
estimates,499,1984,101.595
estimates,499,1985,98.885
estimates,499,1986,96.956
estimates,499,1987,94.887
estimates,499,1988,92.933
estimates,499,1989,91.425
estimates,499,1990,90.47
estimates,499,1991,88.142
estimates,499,1992,86.283
estimates,499,1993,84.747
estimates,499,1994,83.32
estimates,499,1995,81.9
estimates,499,1996,80.938
estimates,499,1997,80.01
estimates,499,1998,79.169
estimates,499,1999,78.518
estimates,499,2000,78.101
estimates,499,2001,78.494
estimates,499,2002,78.869
estimates,499,2003,79.171
estimates,499,2004,79.31
estimates,499,2005,79.23
estimates,499,2006,78.394
estimates,499,2007,77.492
estimates,499,2008,76.536
estimates,499,2009,75.533
estimates,499,2010,74.525
estimates,499,2011,73.999
estimates,499,2012,73.282
estimates,499,2013,72.486
estimates,499,2014,71.716
estimates,499,2015,71.009
medium_variant,499,2015,71.009
medium_variant,499,2016,70.371
medium_variant,499,2017,69.779
medium_variant,499,2018,69.276
medium_variant,499,2019,68.918
medium_variant,499,2020,68.745
medium_variant,499,2021,68.989
medium_variant,499,2022,69.37
medium_variant,499,2023,69.812
medium_variant,499,2024,70.204
medium_variant,499,2025,70.485
medium_variant,499,2026,70.807
medium_variant,499,2027,71.001
medium_variant,499,2028,71.137
medium_variant,499,2029,71.253
medium_variant,499,2030,71.386
medium_variant,499,2031,71.659
medium_variant,499,2032,71.92
medium_variant,499,2033,72.141
medium_variant,499,2034,72.28
medium_variant,499,2035,72.329
medium_variant,499,2036,72.388
medium_variant,499,2037,72.344
medium_variant,499,2038,72.25
medium_variant,499,2039,72.174
medium_variant,499,2040,72.158
medium_variant,499,2041,72.299
medium_variant,499,2042,72.465
medium_variant,499,2043,72.663
medium_variant,499,2044,72.88
medium_variant,499,2045,73.099
medium_variant,499,2046,73.458
medium_variant,499,2047,73.811
medium_variant,499,2048,74.182
medium_variant,499,2049,74.608
medium_variant,499,2050,75.122
medium_variant,499,2051,75.875
medium_variant,499,2052,76.705
medium_variant,499,2053,77.553
medium_variant,499,2054,78.304
medium_variant,499,2055,78.874
medium_variant,499,2056,79.38
medium_variant,499,2057,79.716
medium_variant,499,2058,79.947
medium_variant,499,2059,80.181
medium_variant,499,2060,80.492
medium_variant,499,2061,80.945
medium_variant,499,2062,81.446
medium_variant,499,2063,81.993
medium_variant,499,2064,82.563
medium_variant,499,2065,83.132
medium_variant,499,2066,83.741
medium_variant,499,2067,84.364
medium_variant,499,2068,84.982
medium_variant,499,2069,85.565
medium_variant,499,2070,86.099
medium_variant,499,2071,86.608
medium_variant,499,2072,87.055
medium_variant,499,2073,87.49
medium_variant,499,2074,87.957
medium_variant,499,2075,88.468
medium_variant,499,2076,89.023
medium_variant,499,2077,89.651
medium_variant,499,2078,90.296
medium_variant,499,2079,90.886
medium_variant,499,2080,91.394
medium_variant,499,2081,91.831
medium_variant,499,2082,92.193
medium_variant,499,2083,92.511
medium_variant,499,2084,92.815
medium_variant,499,2085,93.111
medium_variant,499,2086,93.302
medium_variant,499,2087,93.493
medium_variant,499,2088,93.677
medium_variant,499,2089,93.851
medium_variant,499,2090,94.009
medium_variant,499,2091,94.073
medium_variant,499,2092,94.153
medium_variant,499,2093,94.254
medium_variant,499,2094,94.375
medium_variant,499,2095,94.518
medium_variant,499,2096,94.606
medium_variant,499,2097,94.726
medium_variant,499,2098,94.879
medium_variant,499,2099,95.072
medium_variant,499,2100,95.306
high_variant,499,2015,71.0087857133097
low_variant,499,2015,71.0087857133097
constant_fertility,499,2015,71.0087857133097
instant_replacement,499,2015,71.0087857133097
zero_migration,499,2015,71.0087857133097
constant_mortality,499,2015,71.0087857133097
no_change,499,2015,71.0087857133097
high_variant,499,2020,70.1546060968836
low_variant,499,2020,67.3345412777247
constant_fertility,499,2020,69.0251241648197
instant_replacement,499,2020,71.1662595246954
zero_migration,499,2020,68.6777096872039
constant_mortality,499,2020,68.5858220439194
no_change,499,2020,68.8663250595293
high_variant,499,2025,74.1274224580782
low_variant,499,2025,66.8419165642627
constant_fertility,499,2025,71.1713462312149
instant_replacement,499,2025,75.3811753694069
zero_migration,499,2025,70.252211046562
constant_mortality,499,2025,69.999203618319
no_change,499,2025,70.6871126221004
high_variant,499,2030,77.7887208282934
low_variant,499,2030,64.9817451422103
constant_fertility,499,2030,72.4382164615538
instant_replacement,499,2030,78.7169997669592
zero_migration,499,2030,70.9917077819067
constant_mortality,499,2030,70.4072461340926
no_change,499,2030,71.4642996706303
high_variant,499,2035,81.5219478040903
low_variant,499,2035,63.1438380142517
constant_fertility,499,2035,73.6629174148231
instant_replacement,499,2035,82.0747365924721
zero_migration,499,2035,71.8033973008276
constant_mortality,499,2035,70.6073082128357
no_change,499,2035,71.9521333428307
high_variant,499,2040,84.2143604892949
