variant,continent,year,birthper1000population
estimates,904,1950,43.287
estimates,904,1951,43.14
estimates,904,1952,42.858
estimates,904,1953,42.604
estimates,904,1954,42.378
estimates,904,1955,42.178
estimates,904,1956,42.002
estimates,904,1957,41.843
estimates,904,1958,41.693
estimates,904,1959,41.536
estimates,904,1960,41.353
estimates,904,1961,41.125
estimates,904,1962,40.833
estimates,904,1963,40.467
estimates,904,1964,40.027
estimates,904,1965,39.52
estimates,904,1966,38.962
estimates,904,1967,38.38
estimates,904,1968,37.797
estimates,904,1969,37.226
estimates,904,1970,36.68
estimates,904,1971,36.163
estimates,904,1972,35.671
estimates,904,1973,35.196
estimates,904,1974,34.737
estimates,904,1975,34.292
estimates,904,1976,33.856
estimates,904,1977,33.424
estimates,904,1978,32.989
estimates,904,1979,32.545
estimates,904,1980,32.087
estimates,904,1981,31.61
estimates,904,1982,31.114
estimates,904,1983,30.6
estimates,904,1984,30.072
estimates,904,1985,29.532
estimates,904,1986,28.985
estimates,904,1987,28.437
estimates,904,1988,27.895
estimates,904,1989,27.362
estimates,904,1990,26.844
estimates,904,1991,26.344
estimates,904,1992,25.861
estimates,904,1993,25.393
estimates,904,1994,24.937
estimates,904,1995,24.49
estimates,904,1996,24.046
estimates,904,1997,23.601
estimates,904,1998,23.151
estimates,904,1999,22.697
estimates,904,2000,22.238
estimates,904,2001,21.774
estimates,904,2002,21.312
estimates,904,2003,20.856
estimates,904,2004,20.414
estimates,904,2005,19.993
estimates,904,2006,19.601
estimates,904,2007,19.242
estimates,904,2008,18.916
estimates,904,2009,18.621
estimates,904,2010,18.351
estimates,904,2011,18.099
estimates,904,2012,17.855
estimates,904,2013,17.61
estimates,904,2014,17.361
estimates,904,2015,17.105
medium_variant,904,2015,17.105
medium_variant,904,2016,16.842
medium_variant,904,2017,16.577
medium_variant,904,2018,16.314
medium_variant,904,2019,16.054
medium_variant,904,2020,15.798
medium_variant,904,2021,15.547
medium_variant,904,2022,15.301
medium_variant,904,2023,15.061
medium_variant,904,2024,14.826
medium_variant,904,2025,14.598
medium_variant,904,2026,14.376
medium_variant,904,2027,14.162
medium_variant,904,2028,13.956
medium_variant,904,2029,13.756
medium_variant,904,2030,13.565
medium_variant,904,2031,13.38
medium_variant,904,2032,13.203
medium_variant,904,2033,13.033
medium_variant,904,2034,12.869
medium_variant,904,2035,12.713
medium_variant,904,2036,12.562
medium_variant,904,2037,12.419
medium_variant,904,2038,12.281
medium_variant,904,2039,12.15
medium_variant,904,2040,12.023
medium_variant,904,2041,11.902
medium_variant,904,2042,11.786
medium_variant,904,2043,11.674
medium_variant,904,2044,11.566
medium_variant,904,2045,11.462
medium_variant,904,2046,11.36
medium_variant,904,2047,11.261
medium_variant,904,2048,11.165
medium_variant,904,2049,11.071
medium_variant,904,2050,10.979
medium_variant,904,2051,10.89
medium_variant,904,2052,10.802
medium_variant,904,2053,10.716
medium_variant,904,2054,10.632
medium_variant,904,2055,10.551
medium_variant,904,2056,10.472
medium_variant,904,2057,10.397
medium_variant,904,2058,10.324
medium_variant,904,2059,10.255
medium_variant,904,2060,10.188
medium_variant,904,2061,10.125
medium_variant,904,2062,10.065
medium_variant,904,2063,10.008
medium_variant,904,2064,9.953
medium_variant,904,2065,9.9
medium_variant,904,2066,9.851
medium_variant,904,2067,9.804
medium_variant,904,2068,9.76
medium_variant,904,2069,9.719
medium_variant,904,2070,9.68
medium_variant,904,2071,9.643
medium_variant,904,2072,9.609
medium_variant,904,2073,9.576
medium_variant,904,2074,9.546
medium_variant,904,2075,9.516
medium_variant,904,2076,9.488
medium_variant,904,2077,9.461
medium_variant,904,2078,9.436
medium_variant,904,2079,9.411
medium_variant,904,2080,9.387
medium_variant,904,2081,9.363
medium_variant,904,2082,9.341
medium_variant,904,2083,9.32
medium_variant,904,2084,9.299
medium_variant,904,2085,9.279
medium_variant,904,2086,9.26
medium_variant,904,2087,9.242
medium_variant,904,2088,9.225
medium_variant,904,2089,9.208
medium_variant,904,2090,9.192
medium_variant,904,2091,9.177
medium_variant,904,2092,9.163
medium_variant,904,2093,9.15
medium_variant,904,2094,9.137
medium_variant,904,2095,9.125
medium_variant,904,2096,9.114
medium_variant,904,2097,9.103
medium_variant,904,2098,9.094
medium_variant,904,2099,9.085
