country,year,variant,gender,freq,age5yearinterval,totaldeaths
860,1950,estimates,female,5yearly,"Region, subregion, country or area *",Uzbekistan
860,1950,estimates,male,5yearly,"Region, subregion, country or area *",Uzbekistan
860,1950,estimates,female,5yearly,0_4,89.195
860,1950,estimates,male,5yearly,0_4,110.814
860,1950,estimates,female,5yearly,5_9,3.569
860,1950,estimates,male,5yearly,5_9,4.176
860,1950,estimates,female,5yearly,10_14,2.66
860,1950,estimates,male,5yearly,10_14,3.273
860,1950,estimates,female,5yearly,15_19,2.672
860,1950,estimates,male,5yearly,15_19,3.475
860,1950,estimates,female,5yearly,20_24,3.508
860,1950,estimates,male,5yearly,20_24,5.346
860,1950,estimates,female,5yearly,25_29,3.364
860,1950,estimates,male,5yearly,25_29,5.343
860,1950,estimates,female,5yearly,30_34,2.741
860,1950,estimates,male,5yearly,30_34,3.714
860,1950,estimates,female,5yearly,35_39,2.832
860,1950,estimates,male,5yearly,35_39,4.075
860,1950,estimates,female,5yearly,40_44,3.768
860,1950,estimates,male,5yearly,40_44,6.387
860,1950,estimates,female,5yearly,45_49,5.943
860,1950,estimates,male,5yearly,45_49,10.051
860,1950,estimates,female,5yearly,50_54,8.95
860,1950,estimates,male,5yearly,50_54,14.88
860,1950,estimates,female,5yearly,55_59,10.438
860,1950,estimates,male,5yearly,55_59,17.686
860,1950,estimates,female,5yearly,60_64,11.88
860,1950,estimates,male,5yearly,60_64,19.732
860,1950,estimates,female,5yearly,65_69,14.068
860,1950,estimates,male,5yearly,65_69,21.95
860,1950,estimates,female,5yearly,70_74,14.927
860,1950,estimates,male,5yearly,70_74,20.07
860,1950,estimates,female,5yearly,75_79,13.637
860,1950,estimates,male,5yearly,75_79,15.109
860,1950,estimates,female,5yearly,80_84,9.347
860,1950,estimates,male,5yearly,80_84,9.041
860,1950,estimates,female,5yearly,85_89,5.136
860,1950,estimates,male,5yearly,85_89,4.633
860,1950,estimates,female,5yearly,90_94,2.5
860,1950,estimates,male,5yearly,90_94,1.981
860,1950,estimates,female,5yearly,95plus,0.975
860,1950,estimates,male,5yearly,95plus,0.578
860,1955,estimates,female,5yearly,"Region, subregion, country or area *",Uzbekistan
860,1955,estimates,male,5yearly,"Region, subregion, country or area *",Uzbekistan
860,1955,estimates,female,5yearly,0_4,110.26
860,1955,estimates,male,5yearly,0_4,136.065
860,1955,estimates,female,5yearly,5_9,4.864
860,1955,estimates,male,5yearly,5_9,5.429
860,1955,estimates,female,5yearly,10_14,2.331
860,1955,estimates,male,5yearly,10_14,3.021
860,1955,estimates,female,5yearly,15_19,2.141
860,1955,estimates,male,5yearly,15_19,3.124
860,1955,estimates,female,5yearly,20_24,3.245
860,1955,estimates,male,5yearly,20_24,4.956
860,1955,estimates,female,5yearly,25_29,3.531
860,1955,estimates,male,5yearly,25_29,6.381
860,1955,estimates,female,5yearly,30_34,3.465
860,1955,estimates,male,5yearly,30_34,6.081
860,1955,estimates,female,5yearly,35_39,3.026
860,1955,estimates,male,5yearly,35_39,4.45
860,1955,estimates,female,5yearly,40_44,3.329
860,1955,estimates,male,5yearly,40_44,5.217
860,1955,estimates,female,5yearly,45_49,4.616
860,1955,estimates,male,5yearly,45_49,8.143
860,1955,estimates,female,5yearly,50_54,7.748
860,1955,estimates,male,5yearly,50_54,12.322
860,1955,estimates,female,5yearly,55_59,12.451
860,1955,estimates,male,5yearly,55_59,17.468
860,1955,estimates,female,5yearly,60_64,14.597
860,1955,estimates,male,5yearly,60_64,20.049
860,1955,estimates,female,5yearly,65_69,15.732
860,1955,estimates,male,5yearly,65_69,21.358
860,1955,estimates,female,5yearly,70_74,17.162
860,1955,estimates,male,5yearly,70_74,21.858
860,1955,estimates,female,5yearly,75_79,15.798
860,1955,estimates,male,5yearly,75_79,17.256
860,1955,estimates,female,5yearly,80_84,11.856
860,1955,estimates,male,5yearly,80_84,10.836
860,1955,estimates,female,5yearly,85_89,6.608
860,1955,estimates,male,5yearly,85_89,5.557
860,1955,estimates,female,5yearly,90_94,2.704
860,1955,estimates,male,5yearly,90_94,2.148
860,1955,estimates,female,5yearly,95plus,1.142
860,1955,estimates,male,5yearly,95plus,0.743
860,1960,estimates,female,5yearly,"Region, subregion, country or area *",Uzbekistan
860,1960,estimates,male,5yearly,"Region, subregion, country or area *",Uzbekistan
860,1960,estimates,female,5yearly,0_4,121.749
860,1960,estimates,male,5yearly,0_4,150.665
860,1960,estimates,female,5yearly,5_9,6.284
860,1960,estimates,male,5yearly,5_9,6.993
860,1960,estimates,female,5yearly,10_14,3.002
860,1960,estimates,male,5yearly,10_14,3.761
860,1960,estimates,female,5yearly,15_19,1.718
860,1960,estimates,male,5yearly,15_19,2.793
860,1960,estimates,female,5yearly,20_24,2.507
860,1960,estimates,male,5yearly,20_24,4.469
860,1960,estimates,female,5yearly,25_29,3.175
860,1960,estimates,male,5yearly,25_29,5.959
860,1960,estimates,female,5yearly,30_34,3.512
860,1960,estimates,male,5yearly,30_34,7.091
860,1960,estimates,female,5yearly,35_39,3.701
860,1960,estimates,male,5yearly,35_39,7.041
860,1960,estimates,female,5yearly,40_44,3.472
860,1960,estimates,male,5yearly,40_44,5.548
860,1960,estimates,female,5yearly,45_49,4.156
860,1960,estimates,male,5yearly,45_49,6.592
860,1960,estimates,female,5yearly,50_54,6.265
860,1960,estimates,male,5yearly,50_54,10.137
860,1960,estimates,female,5yearly,55_59,10.829
