country,year,variant,gender,freq,age5yearinterval,totaldeaths
643,1950,estimates,female,5yearly,0_4,903.842
643,1950,estimates,male,5yearly,0_4,1090.296
643,1950,estimates,female,5yearly,5_9,44.363
643,1950,estimates,male,5yearly,5_9,51.583
643,1950,estimates,female,5yearly,10_14,32.814
643,1950,estimates,male,5yearly,10_14,43.658
643,1950,estimates,female,5yearly,15_19,46.739
643,1950,estimates,male,5yearly,15_19,66.428
643,1950,estimates,female,5yearly,20_24,62.118
643,1950,estimates,male,5yearly,20_24,94.853
643,1950,estimates,female,5yearly,25_29,67.156
643,1950,estimates,male,5yearly,25_29,96.555
643,1950,estimates,female,5yearly,30_34,56.422
643,1950,estimates,male,5yearly,30_34,68.996
643,1950,estimates,female,5yearly,35_39,64.934
643,1950,estimates,male,5yearly,35_39,80.444
643,1950,estimates,female,5yearly,40_44,81.918
643,1950,estimates,male,5yearly,40_44,110.153
643,1950,estimates,female,5yearly,45_49,93.444
643,1950,estimates,male,5yearly,45_49,130.564
643,1950,estimates,female,5yearly,50_54,107.041
643,1950,estimates,male,5yearly,50_54,142.597
643,1950,estimates,female,5yearly,55_59,125.673
643,1950,estimates,male,5yearly,55_59,159.293
643,1950,estimates,female,5yearly,60_64,162.437
643,1950,estimates,male,5yearly,60_64,176.505
643,1950,estimates,female,5yearly,65_69,212.967
643,1950,estimates,male,5yearly,65_69,180.08
643,1950,estimates,female,5yearly,70_74,246.889
643,1950,estimates,male,5yearly,70_74,169.754
643,1950,estimates,female,5yearly,75_79,247.989
643,1950,estimates,male,5yearly,75_79,147.012
643,1950,estimates,female,5yearly,80_84,189.394
643,1950,estimates,male,5yearly,80_84,95.973
643,1950,estimates,female,5yearly,85_89,102.217
643,1950,estimates,male,5yearly,85_89,42.522
643,1950,estimates,female,5yearly,90_94,45.808
643,1950,estimates,male,5yearly,90_94,16.374
643,1950,estimates,female,5yearly,95plus,22.739
643,1950,estimates,male,5yearly,95plus,7.277
643,1955,estimates,female,5yearly,0_4,507.783
643,1955,estimates,male,5yearly,0_4,624.869
643,1955,estimates,female,5yearly,5_9,29.51
643,1955,estimates,male,5yearly,5_9,39.336
643,1955,estimates,female,5yearly,10_14,16.734
643,1955,estimates,male,5yearly,10_14,25.817
643,1955,estimates,female,5yearly,15_19,25.068
643,1955,estimates,male,5yearly,15_19,44.315
643,1955,estimates,female,5yearly,20_24,38.122
643,1955,estimates,male,5yearly,20_24,75.244
643,1955,estimates,female,5yearly,25_29,45.216
643,1955,estimates,male,5yearly,25_29,92.936
643,1955,estimates,female,5yearly,30_34,51.7
643,1955,estimates,male,5yearly,30_34,90.909
643,1955,estimates,female,5yearly,35_39,48.635
643,1955,estimates,male,5yearly,35_39,67.881
643,1955,estimates,female,5yearly,40_44,63.133
643,1955,estimates,male,5yearly,40_44,84.727
643,1955,estimates,female,5yearly,45_49,89.056
643,1955,estimates,male,5yearly,45_49,122.678
643,1955,estimates,female,5yearly,50_54,110.707
643,1955,estimates,male,5yearly,50_54,147.907
643,1955,estimates,female,5yearly,55_59,135.931
643,1955,estimates,male,5yearly,55_59,162.774
643,1955,estimates,female,5yearly,60_64,168.57
643,1955,estimates,male,5yearly,60_64,178.548
643,1955,estimates,female,5yearly,65_69,227.049
643,1955,estimates,male,5yearly,65_69,190.342
643,1955,estimates,female,5yearly,70_74,290.198
643,1955,estimates,male,5yearly,70_74,193.458
643,1955,estimates,female,5yearly,75_79,303.969
643,1955,estimates,male,5yearly,75_79,177.244
643,1955,estimates,female,5yearly,80_84,252.847
643,1955,estimates,male,5yearly,80_84,128.639
643,1955,estimates,female,5yearly,85_89,142.123
643,1955,estimates,male,5yearly,85_89,59.076
643,1955,estimates,female,5yearly,90_94,49.952
643,1955,estimates,male,5yearly,90_94,16.378
643,1955,estimates,female,5yearly,95plus,16.074
643,1955,estimates,male,5yearly,95plus,4.464
643,1960,estimates,female,5yearly,0_4,267.759
643,1960,estimates,male,5yearly,0_4,350.852
643,1960,estimates,female,5yearly,5_9,17.891
643,1960,estimates,male,5yearly,5_9,27.193
643,1960,estimates,female,5yearly,10_14,15.335
643,1960,estimates,male,5yearly,10_14,26.554
643,1960,estimates,female,5yearly,15_19,15.684
643,1960,estimates,male,5yearly,15_19,32.581
643,1960,estimates,female,5yearly,20_24,25.181
643,1960,estimates,male,5yearly,20_24,60.053
643,1960,estimates,female,5yearly,25_29,34.054
643,1960,estimates,male,5yearly,25_29,87.698
643,1960,estimates,female,5yearly,30_34,41.792
643,1960,estimates,male,5yearly,30_34,103.7
643,1960,estimates,female,5yearly,35_39,52.59
643,1960,estimates,male,5yearly,35_39,103.179
643,1960,estimates,female,5yearly,40_44,53.38
643,1960,estimates,male,5yearly,40_44,78.842
643,1960,estimates,female,5yearly,45_49,75.947
643,1960,estimates,male,5yearly,45_49,104.274
643,1960,estimates,female,5yearly,50_54,112.57
643,1960,estimates,male,5yearly,50_54,154.44
643,1960,estimates,female,5yearly,55_59,146.188
643,1960,estimates,male,5yearly,55_59,184.16
643,1960,estimates,female,5yearly,60_64,194.768
643,1960,estimates,male,5yearly,60_64,194.761
643,1960,estimates,female,5yearly,65_69,250.262
643,1960,estimates,male,5yearly,65_69,203.558
643,1960,estimates,female,5yearly,70_74,321.941
643,1960,estimates,male,5yearly,70_74,213.007
643,1960,estimates,female,5yearly,75_79,370.359
643,1960,estimates,male,5yearly,75_79,204.64
643,1960,estimates,female,5yearly,80_84,321.048
643,1960,estimates,male,5yearly,80_84,155.414
643,1960,estimates,female,5yearly,85_89,194.062
643,1960,estimates,male,5yearly,85_89,77.781
643,1960,estimates,female,5yearly,90_94,73.387
643,1960,estimates,male,5yearly,90_94,22.778
643,1960,estimates,female,5yearly,95plus,17.421
643,1960,estimates,male,5yearly,95plus,3.964
643,1965,estimates,female,5yearly,0_4,159.741
643,1965,estimates,male,5yearly,0_4,214.9
643,1965,estimates,female,5yearly,5_9,13.451
643,1965,estimates,male,5yearly,5_9,21.831
643,1965,estimates,female,5yearly,10_14,13.935
643,1965,estimates,male,5yearly,10_14,26.131
643,1965,estimates,female,5yearly,15_19,16.625
643,1965,estimates,male,5yearly,15_19,42.23
643,1965,estimates,female,5yearly,20_24,17.547
643,1965,estimates,male,5yearly,20_24,53.413
643,1965,estimates,female,5yearly,25_29,25.158
643,1965,estimates,male,5yearly,25_29,83.1
643,1965,estimates,female,5yearly,30_34,36.376
643,1965,estimates,male,5yearly,30_34,118.967
643,1965,estimates,female,5yearly,35_39,48.89
643,1965,estimates,male,5yearly,35_39,142.338
643,1965,estimates,female,5yearly,40_44,67.865
643,1965,estimates,male,5yearly,40_44,146.18
643,1965,estimates,female,5yearly,45_49,74.113
643,1965,estimates,male,5yearly,45_49,114.833
643,1965,estimates,female,5yearly,50_54,106.331
643,1965,estimates,male,5yearly,50_54,152.136
643,1965,estimates,female,5yearly,55_59,163.095
643,1965,estimates,male,5yearly,55_59,222.156
643,1965,estimates,female,5yearly,60_64,225.694
643,1965,estimates,male,5yearly,60_64,247.98
643,1965,estimates,female,5yearly,65_69,302.849
643,1965,estimates,male,5yearly,65_69,240.271
643,1965,estimates,female,5yearly,70_74,360.166
643,1965,estimates,male,5yearly,70_74,236.551
643,1965,estimates,female,5yearly,75_79,418.373
643,1965,estimates,male,5yearly,75_79,227.835
643,1965,estimates,female,5yearly,80_84,395.076
643,1965,estimates,male,5yearly,80_84,178.204
643,1965,estimates,female,5yearly,85_89,243.747
643,1965,estimates,male,5yearly,85_89,94.025
643,1965,estimates,female,5yearly,90_94,99.568
643,1965,estimates,male,5yearly,90_94,30.001
643,1965,estimates,female,5yearly,95plus,25.05
643,1965,estimates,male,5yearly,95plus,5.403
643,1970,estimates,female,5yearly,0_4,137.4
