country,year,variant,gender,freq,age5yearinterval,totaldeaths
830,1950,estimates,female,5yearly,"Region, subregion, country or area *",Channel Islands
830,1950,estimates,male,5yearly,"Region, subregion, country or area *",Channel Islands
830,1950,estimates,female,5yearly,0_4,0.123
830,1950,estimates,male,5yearly,0_4,0.199
830,1950,estimates,female,5yearly,5_9,0.008
830,1950,estimates,male,5yearly,5_9,0.013
830,1950,estimates,female,5yearly,10_14,0.007
830,1950,estimates,male,5yearly,10_14,0.014
830,1950,estimates,female,5yearly,15_19,0.012
830,1950,estimates,male,5yearly,15_19,0.022
830,1950,estimates,female,5yearly,20_24,0.017
830,1950,estimates,male,5yearly,20_24,0.031
830,1950,estimates,female,5yearly,25_29,0.022
830,1950,estimates,male,5yearly,25_29,0.033
830,1950,estimates,female,5yearly,30_34,0.027
830,1950,estimates,male,5yearly,30_34,0.037
830,1950,estimates,female,5yearly,35_39,0.036
830,1950,estimates,male,5yearly,35_39,0.049
830,1950,estimates,female,5yearly,40_44,0.051
830,1950,estimates,male,5yearly,40_44,0.073
830,1950,estimates,female,5yearly,45_49,0.074
830,1950,estimates,male,5yearly,45_49,0.107
830,1950,estimates,female,5yearly,50_54,0.106
830,1950,estimates,male,5yearly,50_54,0.148
830,1950,estimates,female,5yearly,55_59,0.149
830,1950,estimates,male,5yearly,55_59,0.198
830,1950,estimates,female,5yearly,60_64,0.218
830,1950,estimates,male,5yearly,60_64,0.265
830,1950,estimates,female,5yearly,65_69,0.324
830,1950,estimates,male,5yearly,65_69,0.352
830,1950,estimates,female,5yearly,70_74,0.45
830,1950,estimates,male,5yearly,70_74,0.438
830,1950,estimates,female,5yearly,75_79,0.55
830,1950,estimates,male,5yearly,75_79,0.464
830,1950,estimates,female,5yearly,80_84,0.529
830,1950,estimates,male,5yearly,80_84,0.37
830,1950,estimates,female,5yearly,85_89,0.417
830,1950,estimates,male,5yearly,85_89,0.232
830,1950,estimates,female,5yearly,90_94,0.141
830,1950,estimates,male,5yearly,90_94,0.065
830,1950,estimates,female,5yearly,95plus,0.0
830,1950,estimates,male,5yearly,95plus,0.0
830,1955,estimates,female,5yearly,"Region, subregion, country or area *",Channel Islands
830,1955,estimates,male,5yearly,"Region, subregion, country or area *",Channel Islands
830,1955,estimates,female,5yearly,0_4,0.102
830,1955,estimates,male,5yearly,0_4,0.179
830,1955,estimates,female,5yearly,5_9,0.006
830,1955,estimates,male,5yearly,5_9,0.013
830,1955,estimates,female,5yearly,10_14,0.006
830,1955,estimates,male,5yearly,10_14,0.012
830,1955,estimates,female,5yearly,15_19,0.01
830,1955,estimates,male,5yearly,15_19,0.02
830,1955,estimates,female,5yearly,20_24,0.014
830,1955,estimates,male,5yearly,20_24,0.029
830,1955,estimates,female,5yearly,25_29,0.017
830,1955,estimates,male,5yearly,25_29,0.032
830,1955,estimates,female,5yearly,30_34,0.022
830,1955,estimates,male,5yearly,30_34,0.033
830,1955,estimates,female,5yearly,35_39,0.029
830,1955,estimates,male,5yearly,35_39,0.043
830,1955,estimates,female,5yearly,40_44,0.043
830,1955,estimates,male,5yearly,40_44,0.064
830,1955,estimates,female,5yearly,45_49,0.067
830,1955,estimates,male,5yearly,45_49,0.102
830,1955,estimates,female,5yearly,50_54,0.1
830,1955,estimates,male,5yearly,50_54,0.156
830,1955,estimates,female,5yearly,55_59,0.144
830,1955,estimates,male,5yearly,55_59,0.216
830,1955,estimates,female,5yearly,60_64,0.212
830,1955,estimates,male,5yearly,60_64,0.284
830,1955,estimates,female,5yearly,65_69,0.318
830,1955,estimates,male,5yearly,65_69,0.362
830,1955,estimates,female,5yearly,70_74,0.455
830,1955,estimates,male,5yearly,70_74,0.439
830,1955,estimates,female,5yearly,75_79,0.576
830,1955,estimates,male,5yearly,75_79,0.474
830,1955,estimates,female,5yearly,80_84,0.571
830,1955,estimates,male,5yearly,80_84,0.4
830,1955,estimates,female,5yearly,85_89,0.382
830,1955,estimates,male,5yearly,85_89,0.225
830,1955,estimates,female,5yearly,90_94,0.185
830,1955,estimates,male,5yearly,90_94,0.088
830,1955,estimates,female,5yearly,95plus,0.038
830,1955,estimates,male,5yearly,95plus,0.015
830,1960,estimates,female,5yearly,"Region, subregion, country or area *",Channel Islands
830,1960,estimates,male,5yearly,"Region, subregion, country or area *",Channel Islands
830,1960,estimates,female,5yearly,0_4,0.104
830,1960,estimates,male,5yearly,0_4,0.189
830,1960,estimates,female,5yearly,5_9,0.006
830,1960,estimates,male,5yearly,5_9,0.013
830,1960,estimates,female,5yearly,10_14,0.006
830,1960,estimates,male,5yearly,10_14,0.013
830,1960,estimates,female,5yearly,15_19,0.01
830,1960,estimates,male,5yearly,15_19,0.021
830,1960,estimates,female,5yearly,20_24,0.014
830,1960,estimates,male,5yearly,20_24,0.03
830,1960,estimates,female,5yearly,25_29,0.016
830,1960,estimates,male,5yearly,25_29,0.033
830,1960,estimates,female,5yearly,30_34,0.02
830,1960,estimates,male,5yearly,30_34,0.034
830,1960,estimates,female,5yearly,35_39,0.027
830,1960,estimates,male,5yearly,35_39,0.042
830,1960,estimates,female,5yearly,40_44,0.04
830,1960,estimates,male,5yearly,40_44,0.061
830,1960,estimates,female,5yearly,45_49,0.063
830,1960,estimates,male,5yearly,45_49,0.098
830,1960,estimates,female,5yearly,50_54,0.099
830,1960,estimates,male,5yearly,50_54,0.16
830,1960,estimates,female,5yearly,55_59,0.147
830,1960,estimates,male,5yearly,55_59,0.238
830,1960,estimates,female,5yearly,60_64,0.218
830,1960,estimates,male,5yearly,60_64,0.319
830,1960,estimates,female,5yearly,65_69,0.327
830,1960,estimates,male,5yearly,65_69,0.395
830,1960,estimates,female,5yearly,70_74,0.469
830,1960,estimates,male,5yearly,70_74,0.457
830,1960,estimates,female,5yearly,75_79,0.614
830,1960,estimates,male,5yearly,75_79,0.486
830,1960,estimates,female,5yearly,80_84,0.635
830,1960,estimates,male,5yearly,80_84,0.432
830,1960,estimates,female,5yearly,85_89,0.439
830,1960,estimates,male,5yearly,85_89,0.254
830,1960,estimates,female,5yearly,90_94,0.185
830,1960,estimates,male,5yearly,90_94,0.088
830,1960,estimates,female,5yearly,95plus,0.051
