variant,continent,year,gender,childdependencyratio2064
estimates,909,1950,male,67.737
estimates,909,1951,male,68.904
estimates,909,1952,male,69.963
estimates,909,1953,male,71.173
estimates,909,1954,male,72.506
estimates,909,1955,male,73.831
estimates,909,1956,male,75.217
estimates,909,1957,male,76.698
estimates,909,1958,male,78.076
estimates,909,1959,male,79.221
estimates,909,1960,male,80.117
estimates,909,1961,male,81.49
estimates,909,1962,male,82.512
estimates,909,1963,male,83.198
estimates,909,1964,male,83.586
estimates,909,1965,male,83.701
estimates,909,1966,male,83.88
estimates,909,1967,male,83.652
estimates,909,1968,male,83.129
estimates,909,1969,male,82.482
estimates,909,1970,male,81.839
estimates,909,1971,male,81.406
estimates,909,1972,male,81.095
estimates,909,1973,male,80.733
estimates,909,1974,male,80.122
estimates,909,1975,male,79.205
estimates,909,1976,male,78.718
estimates,909,1977,male,77.818
estimates,909,1978,male,76.695
estimates,909,1979,male,75.587
estimates,909,1980,male,74.602
estimates,909,1981,male,73.226
estimates,909,1982,male,72.103
estimates,909,1983,male,71.146
estimates,909,1984,male,70.204
estimates,909,1985,male,69.227
estimates,909,1986,male,68.609
estimates,909,1987,male,67.884
estimates,909,1988,male,67.124
estimates,909,1989,male,66.417
estimates,909,1990,male,65.77
estimates,909,1991,male,65.038
estimates,909,1992,male,64.365
estimates,909,1993,male,63.758
estimates,909,1994,male,63.203
estimates,909,1995,male,62.701
estimates,909,1996,male,62.291
estimates,909,1997,male,61.957
estimates,909,1998,male,61.713
estimates,909,1999,male,61.535
estimates,909,2000,male,61.364
estimates,909,2001,male,61.017
estimates,909,2002,male,60.577
estimates,909,2003,male,60.044
estimates,909,2004,male,59.471
estimates,909,2005,male,58.93
estimates,909,2006,male,58.593
estimates,909,2007,male,58.225
estimates,909,2008,male,57.799
estimates,909,2009,male,57.292
estimates,909,2010,male,56.719
estimates,909,2011,male,56.706
estimates,909,2012,male,56.556
estimates,909,2013,male,56.299
estimates,909,2014,male,56.019
estimates,909,2015,male,55.778
medium_variant,909,2015,male,55.778
medium_variant,909,2016,male,55.61
medium_variant,909,2017,male,55.567
medium_variant,909,2018,male,55.597
medium_variant,909,2019,male,55.616
medium_variant,909,2020,male,55.585
medium_variant,909,2021,male,55.693
medium_variant,909,2022,male,55.734
medium_variant,909,2023,male,55.71
medium_variant,909,2024,male,55.636
medium_variant,909,2025,male,55.513
medium_variant,909,2026,male,55.373
medium_variant,909,2027,male,55.185
medium_variant,909,2028,male,54.95
medium_variant,909,2029,male,54.669
medium_variant,909,2030,male,54.351
medium_variant,909,2031,male,54.108
medium_variant,909,2032,male,53.827
medium_variant,909,2033,male,53.512
medium_variant,909,2034,male,53.175
medium_variant,909,2035,male,52.823
medium_variant,909,2036,male,52.539
medium_variant,909,2037,male,52.241
medium_variant,909,2038,male,51.929
medium_variant,909,2039,male,51.6
medium_variant,909,2040,male,51.257
medium_variant,909,2041,male,50.994
medium_variant,909,2042,male,50.711
medium_variant,909,2043,male,50.424
medium_variant,909,2044,male,50.15
medium_variant,909,2045,male,49.898
medium_variant,909,2046,male,49.748
medium_variant,909,2047,male,49.609
medium_variant,909,2048,male,49.479
medium_variant,909,2049,male,49.349
medium_variant,909,2050,male,49.214
medium_variant,909,2051,male,49.142
medium_variant,909,2052,male,49.062
medium_variant,909,2053,male,48.97
medium_variant,909,2054,male,48.866
medium_variant,909,2055,male,48.749
medium_variant,909,2056,male,48.683
medium_variant,909,2057,male,48.6
medium_variant,909,2058,male,48.495
medium_variant,909,2059,male,48.36
medium_variant,909,2060,male,48.195
medium_variant,909,2061,male,48.063
medium_variant,909,2062,male,47.899
medium_variant,909,2063,male,47.707
medium_variant,909,2064,male,47.492
medium_variant,909,2065,male,47.258
medium_variant,909,2066,male,47.069
medium_variant,909,2067,male,46.86
medium_variant,909,2068,male,46.638
medium_variant,909,2069,male,46.415
medium_variant,909,2070,male,46.196
medium_variant,909,2071,male,46.039
medium_variant,909,2072,male,45.884
medium_variant,909,2073,male,45.731
medium_variant,909,2074,male,45.574
medium_variant,909,2075,male,45.412
medium_variant,909,2076,male,45.299
medium_variant,909,2077,male,45.177
medium_variant,909,2078,male,45.05
medium_variant,909,2079,male,44.921
medium_variant,909,2080,male,44.795
medium_variant,909,2081,male,44.715
medium_variant,909,2082,male,44.632
medium_variant,909,2083,male,44.545
medium_variant,909,2084,male,44.45
medium_variant,909,2085,male,44.346
medium_variant,909,2086,male,44.276
medium_variant,909,2087,male,44.194
