region,variant,gender,freq,year,totaldeaths
1503,estimates,female,5yearly,1950,17327.142
1503,estimates,male,5yearly,1950,19369.118
1503,estimates,female,5yearly,1955,17260.219
1503,estimates,male,5yearly,1955,19709.793
1503,estimates,female,5yearly,1960,17774.044
1503,estimates,male,5yearly,1960,20451.73
1503,estimates,female,5yearly,1965,18547.919
1503,estimates,male,5yearly,1965,21398.31
1503,estimates,female,5yearly,1970,19138.109
1503,estimates,male,5yearly,1970,21853.306
1503,estimates,female,5yearly,1975,19408.212
1503,estimates,male,5yearly,1975,21985.104
1503,estimates,female,5yearly,1980,20083.813
1503,estimates,male,5yearly,1980,22248.035
1503,estimates,female,5yearly,1985,20811.907
1503,estimates,male,5yearly,1985,22542.434
1503,estimates,female,5yearly,1990,21467.331
1503,estimates,male,5yearly,1990,23016.344
1503,estimates,female,5yearly,1995,22177.766
1503,estimates,male,5yearly,1995,23244.802
1503,estimates,female,5yearly,2000,22624.526
1503,estimates,male,5yearly,2000,23386.819
1503,estimates,female,5yearly,2005,22993.133
1503,estimates,male,5yearly,2005,23931.423
1503,estimates,female,5yearly,2010,24260.977
1503,estimates,male,5yearly,2010,25134.045
1503,constant_fertility,female,5yearly,2015,25752.987
1503,constant_fertility,male,5yearly,2015,26586.056
1503,constant_mortality,female,5yearly,2015,27068.455
1503,constant_mortality,male,5yearly,2015,28531.24
1503,high_variant,female,5yearly,2015,25770.342
1503,high_variant,male,5yearly,2015,26607.495
1503,instant_replacement,female,5yearly,2015,25771.865
1503,instant_replacement,male,5yearly,2015,26609.692
1503,low_variant,female,5yearly,2015,25733.894
1503,low_variant,male,5yearly,2015,26562.577
1503,medium_variant,female,5yearly,2015,25752.114
1503,medium_variant,male,5yearly,2015,26585.035
1503,momentum,female,5yearly,2015,27092.014
1503,momentum,male,5yearly,2015,28553.315
1503,no_change,female,5yearly,2015,27069.462
1503,no_change,male,5yearly,2015,28532.335
1503,zero_migration,female,5yearly,2015,25752.154
1503,zero_migration,male,5yearly,2015,26578.213
1503,constant_fertility,female,5yearly,2020,27070.483
1503,constant_fertility,male,5yearly,2020,28129.029
1503,constant_mortality,female,5yearly,2020,29551.994
1503,constant_mortality,male,5yearly,2020,31677.604
1503,high_variant,female,5yearly,2020,27097.969
1503,high_variant,male,5yearly,2020,28162.44
1503,instant_replacement,female,5yearly,2020,27089.982
1503,instant_replacement,male,5yearly,2020,28153.205
1503,low_variant,female,5yearly,2020,27041.383
1503,low_variant,male,5yearly,2020,28093.798
1503,medium_variant,female,5yearly,2020,27069.676
1503,medium_variant,male,5yearly,2020,28128.123
1503,momentum,female,5yearly,2020,29538.957
1503,momentum,male,5yearly,2020,31656.551
1503,no_change,female,5yearly,2020,29553.162
1503,no_change,male,5yearly,2020,31678.727
1503,zero_migration,female,5yearly,2020,27035.621
1503,zero_migration,male,5yearly,2020,28083.6
1503,constant_fertility,female,5yearly,2025,28492.224
1503,constant_fertility,male,5yearly,2025,29788.706
1503,constant_mortality,female,5yearly,2025,31951.609
1503,constant_mortality,male,5yearly,2025,34672.948
1503,high_variant,female,5yearly,2025,28524.678
1503,high_variant,male,5yearly,2025,29827.727
1503,instant_replacement,female,5yearly,2025,28510.552
1503,instant_replacement,male,5yearly,2025,29811.499
1503,low_variant,female,5yearly,2025,28457.832
1503,low_variant,male,5yearly,2025,29747.578
1503,medium_variant,female,5yearly,2025,28491.251
1503,medium_variant,male,5yearly,2025,29787.653
1503,momentum,female,5yearly,2025,31887.144
1503,momentum,male,5yearly,2025,34613.536
1503,no_change,female,5yearly,2025,31953.364
1503,no_change,male,5yearly,2025,34674.617
1503,zero_migration,female,5yearly,2025,28416.586
1503,zero_migration,male,5yearly,2025,29717.751
1503,constant_fertility,female,5yearly,2030,30229.116
1503,constant_fertility,male,5yearly,2030,31595.901
1503,constant_mortality,female,5yearly,2030,34546.685
1503,constant_mortality,male,5yearly,2030,37538.833
1503,high_variant,female,5yearly,2030,30261.432
1503,high_variant,male,5yearly,2030,31635.997
1503,instant_replacement,female,5yearly,2030,30247.49
1503,instant_replacement,male,5yearly,2030,31620.322
1503,low_variant,female,5yearly,2030,30194.109
1503,low_variant,male,5yearly,2030,31552.495
1503,medium_variant,female,5yearly,2030,30227.742
1503,medium_variant,male,5yearly,2030,31594.214
1503,momentum,female,5yearly,2030,34415.207
1503,momentum,male,5yearly,2030,37450.651
1503,no_change,female,5yearly,2030,34549.563
1503,no_change,male,5yearly,2030,37541.859
1503,zero_migration,female,5yearly,2030,30102.843
1503,zero_migration,male,5yearly,2030,31507.714
1503,constant_fertility,female,5yearly,2035,32275.939
1503,constant_fertility,male,5yearly,2035,33469.842
1503,constant_mortality,female,5yearly,2035,37227.593
1503,constant_mortality,male,5yearly,2035,40062.227
