region,variant,gender,freq,year,totaldeaths
941,estimates,female,5yearly,1950,13792.732
941,estimates,male,5yearly,1950,15072.731
941,estimates,female,5yearly,1955,13905.723
941,estimates,male,5yearly,1955,15145.335
941,estimates,female,5yearly,1960,14316.693
941,estimates,male,5yearly,1960,15575.579
941,estimates,female,5yearly,1965,14814.929
941,estimates,male,5yearly,1965,16072.179
941,estimates,female,5yearly,1970,16157.091
941,estimates,male,5yearly,1970,17432.311
941,estimates,female,5yearly,1975,16853.107
941,estimates,male,5yearly,1975,18547.21
941,estimates,female,5yearly,1980,17120.873
941,estimates,male,5yearly,1980,18579.247
941,estimates,female,5yearly,1985,17697.159
941,estimates,male,5yearly,1985,19279.598
941,estimates,female,5yearly,1990,19008.384
941,estimates,male,5yearly,1990,20882.791
941,estimates,female,5yearly,1995,19338.968
941,estimates,male,5yearly,1995,21090.244
941,estimates,female,5yearly,2000,19273.553
941,estimates,male,5yearly,2000,20966.253
941,estimates,female,5yearly,2005,18316.533
941,estimates,male,5yearly,2005,20077.51
941,estimates,female,5yearly,2010,17597.102
941,estimates,male,5yearly,2010,19766.491
941,constant_fertility,female,5yearly,2015,18198.744
941,constant_fertility,male,5yearly,2015,20714.987
941,constant_mortality,female,5yearly,2015,20062.272
941,constant_mortality,male,5yearly,2015,22443.536
941,high_variant,female,5yearly,2015,18084.9
941,high_variant,male,5yearly,2015,20578.256
941,instant_replacement,female,5yearly,2015,15786.372
941,instant_replacement,male,5yearly,2015,17788.459
941,low_variant,female,5yearly,2015,17615.403
941,low_variant,male,5yearly,2015,20000.84
941,medium_variant,female,5yearly,2015,17850.617
941,medium_variant,male,5yearly,2015,20290.122
941,momentum,female,5yearly,2015,17749.795
941,momentum,male,5yearly,2015,19720.567
941,no_change,female,5yearly,2015,20475.338
941,no_change,male,5yearly,2015,22933.95
941,zero_migration,female,5yearly,2015,17885.399
941,zero_migration,male,5yearly,2015,20335.091
941,constant_fertility,female,5yearly,2020,19269.181
941,constant_fertility,male,5yearly,2020,22150.305
941,constant_mortality,female,5yearly,2020,22773.3
941,constant_mortality,male,5yearly,2020,25387.985
941,high_variant,female,5yearly,2020,18930.481
941,high_variant,male,5yearly,2020,21739.638
941,instant_replacement,female,5yearly,2020,16090.683
941,instant_replacement,male,5yearly,2020,18270.84
941,low_variant,female,5yearly,2020,18068.35
941,low_variant,male,5yearly,2020,20671.718
941,medium_variant,female,5yearly,2020,18499.592
941,medium_variant,male,5yearly,2020,21205.923
941,momentum,female,5yearly,2020,19747.925
941,momentum,male,5yearly,2020,21876.665
941,no_change,female,5yearly,2020,23840.277
941,no_change,male,5yearly,2020,26645.887
941,zero_migration,female,5yearly,2020,18600.345
941,zero_migration,male,5yearly,2020,21335.317
941,constant_fertility,female,5yearly,2025,20571.472
941,constant_fertility,male,5yearly,2025,23858.624
941,constant_mortality,female,5yearly,2025,25798.402
941,constant_mortality,male,5yearly,2025,28667.68
941,high_variant,female,5yearly,2025,19961.093
941,high_variant,male,5yearly,2025,23106.131
941,instant_replacement,female,5yearly,2025,17094.064
941,instant_replacement,male,5yearly,2025,19539.208
941,low_variant,female,5yearly,2025,18816.344
941,low_variant,male,5yearly,2025,21669.365
941,medium_variant,female,5yearly,2025,19388.909
941,medium_variant,male,5yearly,2025,22388.009
941,momentum,female,5yearly,2025,22596.212
941,momentum,male,5yearly,2025,24982.379
941,no_change,female,5yearly,2025,27708.116
941,no_change,male,5yearly,2025,30908.445
941,zero_migration,female,5yearly,2025,19547.962
941,zero_migration,male,5yearly,2025,22594.486
941,constant_fertility,female,5yearly,2030,22113.239
941,constant_fertility,male,5yearly,2030,25890.869
941,constant_mortality,female,5yearly,2030,29129.903
941,constant_mortality,male,5yearly,2030,32280.062
941,high_variant,female,5yearly,2030,21146.967
941,high_variant,male,5yearly,2030,24666.928
941,instant_replacement,female,5yearly,2030,18332.318
941,instant_replacement,male,5yearly,2030,21052.014
941,low_variant,female,5yearly,2030,19898.367
941,low_variant,male,5yearly,2030,23059.386
941,medium_variant,female,5yearly,2030,20521.272
941,medium_variant,male,5yearly,2030,23861.384
941,momentum,female,5yearly,2030,25752.698
941,momentum,male,5yearly,2030,28404.326
941,no_change,female,5yearly,2030,32110.054
941,no_change,male,5yearly,2030,35766.247
941,zero_migration,female,5yearly,2030,20740.608
941,zero_migration,male,5yearly,2030,24148.211
941,constant_fertility,female,5yearly,2035,24001.616
941,constant_fertility,male,5yearly,2035,28355.654
941,constant_mortality,female,5yearly,2035,32734.292
941,constant_mortality,male,5yearly,2035,36186.433
941,high_variant,female,5yearly,2035,22635.511
941,high_variant,male,5yearly,2035,26580.317
941,instant_replacement,female,5yearly,2035,19677.717
941,instant_replacement,male,5yearly,2035,22620.926
941,low_variant,female,5yearly,2035,21254.159
941,low_variant,male,5yearly,2035,24747.993
941,medium_variant,female,5yearly,2035,21937.299
941,medium_variant,male,5yearly,2035,25654.365
941,momentum,female,5yearly,2035,28877.195
941,momentum,male,5yearly,2035,31710.585
941,no_change,female,5yearly,2035,37150.715
941,no_change,male,5yearly,2035,41352.079
941,zero_migration,female,5yearly,2035,22224.69
941,zero_migration,male,5yearly,2035,26032.965
941,constant_fertility,female,5yearly,2040,26292.773
941,constant_fertility,male,5yearly,2040,31343.127
941,constant_mortality,female,5yearly,2040,36613.615
941,constant_mortality,male,5yearly,2040,40371.765
941,high_variant,female,5yearly,2040,24466.607
