region,variant,gender,freq,year,totaldeaths
915,estimates,female,5yearly,1950,638.883
915,estimates,male,5yearly,1950,719.075
915,estimates,female,5yearly,1955,609.555
915,estimates,male,5yearly,1955,696.464
915,estimates,female,5yearly,1960,597.217
915,estimates,male,5yearly,1960,691.868
915,estimates,female,5yearly,1965,573.393
915,estimates,male,5yearly,1965,667.358
915,estimates,female,5yearly,1970,558.215
915,estimates,male,5yearly,1970,653.997
915,estimates,female,5yearly,1975,555.678
915,estimates,male,5yearly,1975,656.149
915,estimates,female,5yearly,1980,598.897
915,estimates,male,5yearly,1980,703.114
915,estimates,female,5yearly,1985,621.436
915,estimates,male,5yearly,1985,738.269
915,estimates,female,5yearly,1990,653.98
915,estimates,male,5yearly,1990,780.724
915,estimates,female,5yearly,1995,668.811
915,estimates,male,5yearly,1995,805.077
915,estimates,female,5yearly,2000,698.628
915,estimates,male,5yearly,2000,830.572
915,estimates,female,5yearly,2005,703.419
915,estimates,male,5yearly,2005,842.353
915,estimates,female,5yearly,2010,734.049
915,estimates,male,5yearly,2010,874.31
915,constant_fertility,female,5yearly,2015,784.152
915,constant_fertility,male,5yearly,2015,920.026
915,constant_mortality,female,5yearly,2015,826.077
915,constant_mortality,male,5yearly,2015,968.703
915,high_variant,female,5yearly,2015,784.947
915,high_variant,male,5yearly,2015,921.074
915,instant_replacement,female,5yearly,2015,774.57
915,instant_replacement,male,5yearly,2015,907.611
915,low_variant,female,5yearly,2015,775.891
915,low_variant,male,5yearly,2015,909.328
915,medium_variant,female,5yearly,2015,780.418
915,medium_variant,male,5yearly,2015,915.202
915,momentum,female,5yearly,2015,820.425
915,momentum,male,5yearly,2015,961.913
915,no_change,female,5yearly,2015,830.315
915,no_change,male,5yearly,2015,974.064
915,zero_migration,female,5yearly,2015,780.834
915,zero_migration,male,5yearly,2015,916.074
915,constant_fertility,female,5yearly,2020,840.581
915,constant_fertility,male,5yearly,2020,972.892
915,constant_mortality,female,5yearly,2020,920.817
915,constant_mortality,male,5yearly,2020,1065.63
915,high_variant,female,5yearly,2020,841.024
915,high_variant,male,5yearly,2020,973.462
915,instant_replacement,female,5yearly,2020,828.245
915,instant_replacement,male,5yearly,2020,956.614
915,low_variant,female,5yearly,2020,825.464
915,low_variant,male,5yearly,2020,952.964
915,medium_variant,female,5yearly,2020,833.244
915,medium_variant,male,5yearly,2020,963.213
915,momentum,female,5yearly,2020,921.66
915,momentum,male,5yearly,2020,1067.766
915,no_change,female,5yearly,2020,930.225
915,no_change,male,5yearly,2020,1077.475
915,zero_migration,female,5yearly,2020,838.297
915,zero_migration,male,5yearly,2020,970.396
915,constant_fertility,female,5yearly,2025,902.946
915,constant_fertility,male,5yearly,2025,1029.653
915,constant_mortality,female,5yearly,2025,1020.565
915,constant_mortality,male,5yearly,2025,1166.052
915,high_variant,female,5yearly,2025,902.6
915,high_variant,male,5yearly,2025,1029.119
915,instant_replacement,female,5yearly,2025,889.805
915,instant_replacement,male,5yearly,2025,1011.755
915,low_variant,female,5yearly,2025,883.166
915,low_variant,male,5yearly,2025,1002.901
915,medium_variant,female,5yearly,2025,892.884
915,medium_variant,male,5yearly,2025,1016.01
915,momentum,female,5yearly,2025,1031.138
915,momentum,male,5yearly,2025,1180.673
915,no_change,female,5yearly,2025,1035.111
915,no_change,male,5yearly,2025,1184.343
915,zero_migration,female,5yearly,2025,903.092
915,zero_migration,male,5yearly,2025,1029.838
915,constant_fertility,female,5yearly,2030,974.049
915,constant_fertility,male,5yearly,2030,1092.958
915,constant_mortality,female,5yearly,2030,1126.762
915,constant_mortality,male,5yearly,2030,1268.651
915,high_variant,female,5yearly,2030,971.963
915,high_variant,male,5yearly,2030,1089.986
915,instant_replacement,female,5yearly,2030,960.187
915,instant_replacement,male,5yearly,2030,1073.416
915,low_variant,female,5yearly,2030,951.817
915,low_variant,male,5yearly,2030,1062.058
915,medium_variant,female,5yearly,2030,961.858
915,medium_variant,male,5yearly,2030,1075.975
915,momentum,female,5yearly,2030,1148.13
915,momentum,male,5yearly,2030,1296.343
915,no_change,female,5yearly,2030,1146.573
915,no_change,male,5yearly,2030,1293.647
915,zero_migration,female,5yearly,2030,977.726
915,zero_migration,male,5yearly,2030,1096.51
915,constant_fertility,female,5yearly,2035,1052.586
915,constant_fertility,male,5yearly,2035,1161.079
915,constant_mortality,female,5yearly,2035,1237.025
915,constant_mortality,male,5yearly,2035,1369.144
915,high_variant,female,5yearly,2035,1049.0
