region,variant,gender,freq,year,totaldeaths
925,estimates,female,5yearly,1950,2922.334
925,estimates,male,5yearly,1950,3034.333
925,estimates,female,5yearly,1955,2803.291
925,estimates,male,5yearly,1955,2981.745
925,estimates,female,5yearly,1960,2758.421
925,estimates,male,5yearly,1960,3002.985
925,estimates,female,5yearly,1965,2819.574
925,estimates,male,5yearly,1965,3121.17
925,estimates,female,5yearly,1970,2881.246
925,estimates,male,5yearly,1970,3206.413
925,estimates,female,5yearly,1975,2926.384
925,estimates,male,5yearly,1975,3313.875
925,estimates,female,5yearly,1980,2985.952
925,estimates,male,5yearly,1980,3355.453
925,estimates,female,5yearly,1985,3056.204
925,estimates,male,5yearly,1985,3402.19
925,estimates,female,5yearly,1990,3199.235
925,estimates,male,5yearly,1990,3514.941
925,estimates,female,5yearly,1995,3315.322
925,estimates,male,5yearly,1995,3582.713
925,estimates,female,5yearly,2000,3407.301
925,estimates,male,5yearly,2000,3625.05
925,estimates,female,5yearly,2005,3536.457
925,estimates,male,5yearly,2005,3687.338
925,estimates,female,5yearly,2010,3733.8
925,estimates,male,5yearly,2010,3787.316
925,constant_fertility,female,5yearly,2015,3954.374
925,constant_fertility,male,5yearly,2015,3871.901
925,constant_mortality,female,5yearly,2015,4163.183
925,constant_mortality,male,5yearly,2015,4197.003
925,high_variant,female,5yearly,2015,3956.349
925,high_variant,male,5yearly,2015,3874.507
925,instant_replacement,female,5yearly,2015,3958.661
925,instant_replacement,male,5yearly,2015,3877.574
925,low_variant,female,5yearly,2015,3953.03
925,low_variant,male,5yearly,2015,3870.098
925,medium_variant,female,5yearly,2015,3954.688
925,medium_variant,male,5yearly,2015,3872.305
925,momentum,female,5yearly,2015,4167.871
925,momentum,male,5yearly,2015,4202.793
925,no_change,female,5yearly,2015,4162.783
925,no_change,male,5yearly,2015,4196.511
925,zero_migration,female,5yearly,2015,3954.277
925,zero_migration,male,5yearly,2015,3871.748
925,constant_fertility,female,5yearly,2020,4082.578
925,constant_fertility,male,5yearly,2020,4006.474
925,constant_mortality,female,5yearly,2020,4459.51
925,constant_mortality,male,5yearly,2020,4515.185
925,high_variant,female,5yearly,2020,4085.455
925,high_variant,male,5yearly,2020,4010.28
925,instant_replacement,female,5yearly,2020,4086.608
925,instant_replacement,male,5yearly,2020,4011.839
925,low_variant,female,5yearly,2020,4080.724
925,low_variant,male,5yearly,2020,4003.983
925,medium_variant,female,5yearly,2020,4083.089
925,medium_variant,male,5yearly,2020,4007.134
925,momentum,female,5yearly,2020,4463.223
925,momentum,male,5yearly,2020,4519.334
925,no_change,female,5yearly,2020,4458.762
925,no_change,male,5yearly,2020,4514.264
925,zero_migration,female,5yearly,2020,4081.837
925,zero_migration,male,5yearly,2020,4005.167
925,constant_fertility,female,5yearly,2025,4159.106
925,constant_fertility,male,5yearly,2025,4142.631
925,constant_mortality,female,5yearly,2025,4655.575
925,constant_mortality,male,5yearly,2025,4774.517
925,high_variant,female,5yearly,2025,4162.419
925,high_variant,male,5yearly,2025,4147.118
925,instant_replacement,female,5yearly,2025,4162.826
925,instant_replacement,male,5yearly,2025,4147.731
925,low_variant,female,5yearly,2025,4157.108
925,low_variant,male,5yearly,2025,4139.89
925,medium_variant,female,5yearly,2025,4159.762
925,medium_variant,male,5yearly,2025,4143.506
925,momentum,female,5yearly,2025,4656.893
925,momentum,male,5yearly,2025,4774.864
