region,variant,gender,freq,year,totaldeaths
947,estimates,female,5yearly,1950,12579.288
947,estimates,male,5yearly,1950,13566.955
947,estimates,female,5yearly,1955,12807.732
947,estimates,male,5yearly,1955,13829.851
947,estimates,female,5yearly,1960,13176.38
947,estimates,male,5yearly,1960,14273.792
947,estimates,female,5yearly,1965,13790.073
947,estimates,male,5yearly,1965,14953.393
947,estimates,female,5yearly,1970,14439.554
947,estimates,male,5yearly,1970,15808.094
947,estimates,female,5yearly,1975,15301.978
947,estimates,male,5yearly,1975,16843.414
947,estimates,female,5yearly,1980,16489.182
947,estimates,male,5yearly,1980,18193.396
947,estimates,female,5yearly,1985,17959.175
947,estimates,male,5yearly,1985,19919.947
947,estimates,female,5yearly,1990,20349.284
947,estimates,male,5yearly,1990,22701.071
947,estimates,female,5yearly,1995,22426.904
947,estimates,male,5yearly,1995,24662.996
947,estimates,female,5yearly,2000,23903.958
947,estimates,male,5yearly,2000,25936.375
947,estimates,female,5yearly,2005,23189.764
947,estimates,male,5yearly,2005,25072.445
947,estimates,female,5yearly,2010,22081.26
947,estimates,male,5yearly,2010,24439.041
947,constant_fertility,female,5yearly,2015,22426.585
947,constant_fertility,male,5yearly,2015,25114.254
947,constant_mortality,female,5yearly,2015,25039.725
947,constant_mortality,male,5yearly,2015,27699.137
947,high_variant,female,5yearly,2015,22303.734
947,high_variant,male,5yearly,2015,24965.653
947,instant_replacement,female,5yearly,2015,19166.357
947,instant_replacement,male,5yearly,2015,21205.113
947,low_variant,female,5yearly,2015,21753.084
947,low_variant,male,5yearly,2015,24301.34
947,medium_variant,female,5yearly,2015,22028.416
947,medium_variant,male,5yearly,2015,24633.492
947,momentum,female,5yearly,2015,21791.661
947,momentum,male,5yearly,2015,23883.43
947,no_change,female,5yearly,2015,25509.141
947,no_change,male,5yearly,2015,28255.324
947,zero_migration,female,5yearly,2015,22042.367
947,zero_migration,male,5yearly,2015,24654.554
947,constant_fertility,female,5yearly,2020,23484.83
947,constant_fertility,male,5yearly,2020,26575.751
947,constant_mortality,female,5yearly,2020,28227.202
947,constant_mortality,male,5yearly,2020,31199.281
947,high_variant,female,5yearly,2020,23098.057
947,high_variant,male,5yearly,2020,26104.988
947,instant_replacement,female,5yearly,2020,19130.147
947,instant_replacement,male,5yearly,2020,21295.937
947,low_variant,female,5yearly,2020,22052.812
947,low_variant,male,5yearly,2020,24828.813
947,medium_variant,female,5yearly,2020,22575.425
947,medium_variant,male,5yearly,2020,25466.905
947,momentum,female,5yearly,2020,23762.635
947,momentum,male,5yearly,2020,26032.38
947,no_change,female,5yearly,2020,29481.533
947,no_change,male,5yearly,2020,32674.716
947,zero_migration,female,5yearly,2020,22616.004
947,zero_migration,male,5yearly,2020,25529.446
947,constant_fertility,female,5yearly,2025,24691.623
947,constant_fertility,male,5yearly,2025,28241.35
947,constant_mortality,female,5yearly,2025,31715.743
947,constant_mortality,male,5yearly,2025,35026.3
947,high_variant,female,5yearly,2025,23964.258
947,high_variant,male,5yearly,2025,27340.862
947,instant_replacement,female,5yearly,2025,19880.73
947,instant_replacement,male,5yearly,2025,22284.187
947,low_variant,female,5yearly,2025,22544.54
947,low_variant,male,5yearly,2025,25575.898
947,medium_variant,female,5yearly,2025,23254.399
947,medium_variant,male,5yearly,2025,26458.371
947,momentum,female,5yearly,2025,26771.07
947,momentum,male,5yearly,2025,29349.321
947,no_change,female,5yearly,2025,34030.046
947,no_change,male,5yearly,2025,37735.083
947,zero_migration,female,5yearly,2025,23319.442
947,zero_migration,male,5yearly,2025,26560.736
947,constant_fertility,female,5yearly,2030,26117.885
947,constant_fertility,male,5yearly,2030,30226.72
947,constant_mortality,female,5yearly,2030,35521.044
947,constant_mortality,male,5yearly,2030,39190.343
947,high_variant,female,5yearly,2030,24928.762
947,high_variant,male,5yearly,2030,28719.563
947,instant_replacement,female,5yearly,2030,20847.734
947,instant_replacement,male,5yearly,2030,23524.595
947,low_variant,female,5yearly,2030,23340.909
947,low_variant,male,5yearly,2030,26702.07
947,medium_variant,female,5yearly,2030,24132.942
947,medium_variant,male,5yearly,2030,27708.406
947,momentum,female,5yearly,2030,30115.728
947,momentum,male,5yearly,2030,33002.101
947,no_change,female,5yearly,2030,39227.465
947,no_change,male,5yearly,2030,43514.952
947,zero_migration,female,5yearly,2030,24221.085
947,zero_migration,male,5yearly,2030,27850.594
947,constant_fertility,female,5yearly,2035,27910.551
947,constant_fertility,male,5yearly,2035,32723.906
947,constant_mortality,female,5yearly,2035,39619.468
947,constant_mortality,male,5yearly,2035,43660.22
947,high_variant,female,5yearly,2035,26199.404
947,high_variant,male,5yearly,2035,30503.39
947,instant_replacement,female,5yearly,2035,21864.725
947,instant_replacement,male,5yearly,2035,24798.358
947,low_variant,female,5yearly,2035,24409.495
947,low_variant,male,5yearly,2035,28171.097
947,medium_variant,female,5yearly,2035,25295.435
947,medium_variant,male,5yearly,2035,29325.649
947,momentum,female,5yearly,2035,33283.788
947,momentum,male,5yearly,2035,36377.162
947,no_change,female,5yearly,2035,45219.612
947,no_change,male,5yearly,2035,50187.572
947,zero_migration,female,5yearly,2035,25407.839
947,zero_migration,male,5yearly,2035,29512.295
947,constant_fertility,female,5yearly,2040,30167.637
947,constant_fertility,male,5yearly,2040,35838.952
947,constant_mortality,female,5yearly,2040,43996.262
947,constant_mortality,male,5yearly,2040,48420.193
947,high_variant,female,5yearly,2040,27860.161
947,high_variant,male,5yearly,2040,32761.942
947,instant_replacement,female,5yearly,2040,23092.914
947,instant_replacement,male,5yearly,2040,26286.184
947,low_variant,female,5yearly,2040,25786.239
947,low_variant,male,5yearly,2040,29981.589
947,medium_variant,female,5yearly,2040,26800.72
947,medium_variant,male,5yearly,2040,31342.4
947,momentum,female,5yearly,2040,36283.92
947,momentum,male,5yearly,2040,39568.151
947,no_change,female,5yearly,2040,52175.701
947,no_change,male,5yearly,2040,57945.612
947,zero_migration,female,5yearly,2040,26941.244
947,zero_migration,male,5yearly,2040,31581.582
947,constant_fertility,female,5yearly,2045,32900.869
947,constant_fertility,male,5yearly,2045,39608.018
947,constant_mortality,female,5yearly,2045,48658.934
947,constant_mortality,male,5yearly,2045,53471.283
947,high_variant,female,5yearly,2045,29907.278
947,high_variant,male,5yearly,2045,35498.753
947,instant_replacement,female,5yearly,2045,24716.375
947,instant_replacement,male,5yearly,2045,28241.729
947,low_variant,female,5yearly,2045,27513.041
947,low_variant,male,5yearly,2045,32195.301
947,medium_variant,female,5yearly,2045,28670.192
947,medium_variant,male,5yearly,2045,33793.807
947,momentum,female,5yearly,2045,39431.239
947,momentum,male,5yearly,2045,42949.134
947,no_change,female,5yearly,2045,60247.326
947,no_change,male,5yearly,2045,66946.054
947,zero_migration,female,5yearly,2045,28844.39
947,zero_migration,male,5yearly,2045,34095.083
947,constant_fertility,female,5yearly,2050,36135.183
947,constant_fertility,male,5yearly,2050,43990.725
947,constant_mortality,female,5yearly,2050,53615.091
947,constant_mortality,male,5yearly,2050,58800.074
947,high_variant,female,5yearly,2050,32345.453
947,high_variant,male,5yearly,2050,38688.915
947,instant_replacement,female,5yearly,2050,26798.774
947,instant_replacement,male,5yearly,2050,30755.335
947,low_variant,female,5yearly,2050,29638.506
947,low_variant,male,5yearly,2050,34877.409
947,medium_variant,female,5yearly,2050,30933.45
947,medium_variant,male,5yearly,2050,36704.294
947,momentum,female,5yearly,2050,42904.685
947,momentum,male,5yearly,2050,46640.03
947,no_change,female,5yearly,2050,69570.73
947,no_change,male,5yearly,2050,77321.721
947,zero_migration,female,5yearly,2050,31147.522
947,zero_migration,male,5yearly,2050,37077.426
947,constant_fertility,female,5yearly,2055,40035.075
947,constant_fertility,male,5yearly,2055,49186.15
947,constant_mortality,female,5yearly,2055,58834.372
947,constant_mortality,male,5yearly,2055,64350.118
947,high_variant,female,5yearly,2055,35284.758
947,high_variant,male,5yearly,2055,42433.664
947,instant_replacement,female,5yearly,2055,29338.528
947,instant_replacement,male,5yearly,2055,33766.6
947,low_variant,female,5yearly,2055,32252.261
947,low_variant,male,5yearly,2055,38088.421
947,medium_variant,female,5yearly,2055,33690.849
947,medium_variant,male,5yearly,2055,40154.934
947,momentum,female,5yearly,2055,46732.891
947,momentum,male,5yearly,2055,50577.455
947,no_change,female,5yearly,2055,80276.678
947,no_change,male,5yearly,2055,89212.958
947,zero_migration,female,5yearly,2055,33951.756
947,zero_migration,male,5yearly,2055,40609.106
947,constant_fertility,female,5yearly,2060,44730.452
947,constant_fertility,male,5yearly,2060,55262.29
947,constant_mortality,female,5yearly,2060,64281.21
947,constant_mortality,male,5yearly,2060,70074.038
947,high_variant,female,5yearly,2060,38812.557
947,high_variant,male,5yearly,2060,46738.071
947,instant_replacement,female,5yearly,2060,32341.166
947,instant_replacement,male,5yearly,2060,37135.639
947,low_variant,female,5yearly,2060,35409.804
947,low_variant,male,5yearly,2060,41783.114
947,medium_variant,female,5yearly,2060,37011.931
947,medium_variant,male,5yearly,2060,44122.955
947,momentum,female,5yearly,2060,50853.646
947,momentum,male,5yearly,2060,54628.409
947,no_change,female,5yearly,2060,92511.073
947,no_change,male,5yearly,2060,102803.411
947,zero_migration,female,5yearly,2060,37327.102
947,zero_migration,male,5yearly,2060,44666.192
947,constant_fertility,female,5yearly,2065,50190.394
947,constant_fertility,male,5yearly,2065,62248.539
947,constant_mortality,female,5yearly,2065,69891.9
947,constant_mortality,male,5yearly,2065,75913.975
947,high_variant,female,5yearly,2065,42891.35
947,high_variant,male,5yearly,2065,51583.027
947,instant_replacement,female,5yearly,2065,35677.201
947,instant_replacement,male,5yearly,2065,40633.603
947,low_variant,female,5yearly,2065,39049.217
947,low_variant,male,5yearly,2065,45877.905
947,medium_variant,female,5yearly,2065,40845.222
947,medium_variant,male,5yearly,2065,48554.0
947,momentum,female,5yearly,2065,54936.99
947,momentum,male,5yearly,2065,58472.054
947,no_change,female,5yearly,2065,106483.057
947,no_change,male,5yearly,2065,118369.954
947,zero_migration,female,5yearly,2065,41220.474
947,zero_migration,male,5yearly,2065,49189.764
947,constant_fertility,female,5yearly,2070,56575.923
947,constant_fertility,male,5yearly,2070,70315.811
947,constant_mortality,female,5yearly,2070,75608.188
947,constant_mortality,male,5yearly,2070,81817.261
947,high_variant,female,5yearly,2070,47562.288
947,high_variant,male,5yearly,2070,57026.86
947,instant_replacement,female,5yearly,2070,39230.188
947,instant_replacement,male,5yearly,2070,44160.762
947,low_variant,female,5yearly,2070,43139.639
947,low_variant,male,5yearly,2070,50353.586
947,medium_variant,female,5yearly,2070,45193.857
947,medium_variant,male,5yearly,2070,53465.785
947,momentum,female,5yearly,2070,58716.178
947,momentum,male,5yearly,2070,61924.803
947,no_change,female,5yearly,2070,122478.29
947,no_change,male,5yearly,2070,136262.95
947,zero_migration,female,5yearly,2070,45633.562
947,zero_migration,male,5yearly,2070,54193.714
947,constant_fertility,female,5yearly,2075,63966.501
947,constant_fertility,male,5yearly,2075,79587.874
