agebroad,population,global,variant,year
5_14,1244880.194,900,medium_variant,2015
5_10,761078.298,900,medium_variant,2015
5_11,883592.376,900,medium_variant,2015
6_9,507259.137,900,medium_variant,2015
6_10,630888.54,900,medium_variant,2015
6_11,753402.618,900,medium_variant,2015
6_12,874844.93,900,medium_variant,2015
7_10,502069.12,900,medium_variant,2015
7_12,746025.51,900,medium_variant,2015
11_16,720145.855,900,medium_variant,2015
11_17,837554.259,900,medium_variant,2015
11_18,955311.062,900,medium_variant,2015
12_14,361287.818,900,medium_variant,2015
12_16,597631.777,900,medium_variant,2015
12_17,715040.181,900,medium_variant,2015
12_18,832796.984,900,medium_variant,2015
13_17,593597.869,900,medium_variant,2015
13_18,711354.672,900,medium_variant,2015
13_19,829914.843,900,medium_variant,2015
15_17,353752.363,900,medium_variant,2015
18_23,717591.043,900,medium_variant,2015
15_24,1193577.892,900,medium_variant,2015
15_49,3791312.679,900,medium_variant,2015
15_59,4532757.269,900,medium_variant,2015
15_64,4825484.061,900,medium_variant,2015
20_64,4235414.724,900,medium_variant,2015
20_69,4450461.875,900,medium_variant,2015
25_49,2597734.787,900,medium_variant,2015
25_64,3631906.169,900,medium_variant,2015
25_69,3846953.32,900,medium_variant,2015
15plus,5433663.72,900,medium_variant,2015
16plus,5315075.002,900,medium_variant,2015
17plus,5197319.761,900,medium_variant,2015
18plus,5079911.357,900,medium_variant,2015
20plus,4843594.383,900,medium_variant,2015
21plus,4724317.246,900,medium_variant,2015
25plus,4240085.828,900,medium_variant,2015
50plus,1642351.041,900,medium_variant,2015
60plus,900906.451,900,medium_variant,2015
65plus,608179.659,900,medium_variant,2015
70plus,393132.508,900,medium_variant,2015
75plus,239925.482,900,medium_variant,2015
80plus,125273.17,900,medium_variant,2015
85plus,53823.472,900,medium_variant,2015
90plus,16761.276,900,medium_variant,2015
total,7349472.099,900,medium_variant,2015
total,7349472.099,900,no_change,2015
0_4,670928.185,900,no_change,2015
0_14,1915808.379,900,no_change,2015
0_19,2505877.716,900,no_change,2015
0_24,3109386.271,900,no_change,2015
5_14,1244880.194,900,no_change,2015
15plus,5433663.72,900,no_change,2015
15_24,1193577.892,900,no_change,2015
15_49,3791312.679,900,no_change,2015
15_59,4532757.269,900,no_change,2015
15_64,4825484.061,900,no_change,2015
20plus,4843594.383,900,no_change,2015
20_64,4235414.724,900,no_change,2015
20_69,4450461.875,900,no_change,2015
25plus,4240085.828,900,no_change,2015
25_49,2597734.787,900,no_change,2015
25_64,3631906.169,900,no_change,2015
25_69,3846953.32,900,no_change,2015
50plus,1642351.041,900,no_change,2015
60plus,900906.451,900,no_change,2015
65plus,608179.659,900,no_change,2015
70plus,393132.508,900,no_change,2015
75plus,239925.482,900,no_change,2015
80plus,125273.17,900,no_change,2015
85plus,53823.472,900,no_change,2015
90plus,16761.276,900,no_change,2015
total,7349472.099,900,zero_migration,2015
0_4,670928.185,900,zero_migration,2015
0_14,1915808.379,900,zero_migration,2015
0_19,2505877.716,900,zero_migration,2015
0_24,3109386.271,900,zero_migration,2015
5_14,1244880.194,900,zero_migration,2015
15plus,5433663.72,900,zero_migration,2015
15_24,1193577.892,900,zero_migration,2015
15_49,3791312.679,900,zero_migration,2015
15_59,4532757.269,900,zero_migration,2015
15_64,4825484.061,900,zero_migration,2015
20plus,4843594.383,900,zero_migration,2015
20_64,4235414.724,900,zero_migration,2015
20_69,4450461.875,900,zero_migration,2015
25plus,4240085.828,900,zero_migration,2015
25_49,2597734.787,900,zero_migration,2015
25_64,3631906.169,900,zero_migration,2015
25_69,3846953.32,900,zero_migration,2015
50plus,1642351.041,900,zero_migration,2015
60plus,900906.451,900,zero_migration,2015
65plus,608179.659,900,zero_migration,2015
70plus,393132.508,900,zero_migration,2015
75plus,239925.482,900,zero_migration,2015
80plus,125273.17,900,zero_migration,2015
85plus,53823.472,900,zero_migration,2015
90plus,16761.276,900,zero_migration,2015
0,136804.717,900,medium_variant,2016
0_1,273144.964,900,medium_variant,2016
0_4,675010.622,900,medium_variant,2016
0_14,1930760.405,900,medium_variant,2016
0_17,2286081.602,900,medium_variant,2016
0_19,2520895.687,900,medium_variant,2016
0_24,3119916.063,900,medium_variant,2016
3_4,266686.248,900,medium_variant,2016
3_5,398083.574,900,medium_variant,2016
3_6,528137.712,900,medium_variant,2016
4_5,264107.293,900,medium_variant,2016
4_6,394161.431,900,medium_variant,2016
5_14,1255749.783,900,medium_variant,2016
5_10,768254.437,900,medium_variant,2016
5_11,891774.516,900,medium_variant,2016
6_9,512118.171,900,medium_variant,2016
6_10,636857.111,900,medium_variant,2016
6_11,760377.19,900,medium_variant,2016
6_12,882773.542,900,medium_variant,2016
7_10,506802.973,900,medium_variant,2016
7_12,752719.404,900,medium_variant,2016
11_16,725229.471,900,medium_variant,2016
11_17,842816.543,900,medium_variant,2016
11_18,960049.027,900,medium_variant,2016
12_14,363975.267,900,medium_variant,2016
12_16,601709.392,900,medium_variant,2016
12_17,719296.464,900,medium_variant,2016
12_18,836528.948,900,medium_variant,2016
13_17,596900.112,900,medium_variant,2016
13_18,714132.596,900,medium_variant,2016
13_19,831714.197,900,medium_variant,2016
15_17,355321.197,900,medium_variant,2016
18_23,712535.44,900,medium_variant,2016
15_24,1189155.658,900,medium_variant,2016
15_49,3814758.701,900,medium_variant,2016
15_59,4572950.557,900,medium_variant,2016
15_64,4872415.55,900,medium_variant,2016
20_64,4282280.268,900,medium_variant,2016
20_69,4507343.414,900,medium_variant,2016
25_49,2625603.043,900,medium_variant,2016
25_64,3683259.892,900,medium_variant,2016
25_69,3908323.038,900,medium_variant,2016
15plus,5501902.87,900,medium_variant,2016
16plus,5382602.214,900,medium_variant,2016
17plus,5264168.745,900,medium_variant,2016
18plus,5146581.673,900,medium_variant,2016
20plus,4911767.588,900,medium_variant,2016
21plus,4793376.746,900,medium_variant,2016
25plus,4312747.212,900,medium_variant,2016
50plus,1687144.169,900,medium_variant,2016
60plus,928952.313,900,medium_variant,2016
65plus,629487.32,900,medium_variant,2016
70plus,404424.174,900,medium_variant,2016
75plus,246806.676,900,medium_variant,2016
80plus,130991.393,900,medium_variant,2016
85plus,57240.058,900,medium_variant,2016
90plus,18527.301,900,medium_variant,2016
total,7432663.275,900,medium_variant,2016
0,136959.664,900,medium_variant,2017
0_1,272692.349,900,medium_variant,2017
0_4,677197.387,900,medium_variant,2017
0_14,1944192.203,900,medium_variant,2017
0_17,2301782.202,900,medium_variant,2017
0_19,2536273.884,900,medium_variant,2017
0_24,3130776.475,900,medium_variant,2017
3_4,268603.306,900,medium_variant,2017
3_5,401125.564,900,medium_variant,2017
3_6,532373.653,900,medium_variant,2017
4_5,266257.49,900,medium_variant,2017
4_6,397505.579,900,medium_variant,2017
5_14,1266994.816,900,medium_variant,2017
5_10,775444.533,900,medium_variant,2017
5_11,900087.196,900,medium_variant,2017
6_9,517000.347,900,medium_variant,2017
6_10,642922.275,900,medium_variant,2017
6_11,767564.938,900,medium_variant,2017
6_12,890985.72,900,medium_variant,2017
7_10,511674.186,900,medium_variant,2017
7_12,759737.631,900,medium_variant,2017
11_16,730853.194,900,medium_variant,2017
11_17,849140.282,900,medium_variant,2017
11_18,966567.566,900,medium_variant,2017
12_14,366907.62,900,medium_variant,2017
12_16,606210.531,900,medium_variant,2017
12_17,724497.619,900,medium_variant,2017
12_18,841924.903,900,medium_variant,2017
13_17,601076.837,900,medium_variant,2017
13_18,718504.121,900,medium_variant,2017
13_19,835568.519,900,medium_variant,2017
15_17,357589.999,900,medium_variant,2017
18_23,708675.251,900,medium_variant,2017
15_24,1186584.272,900,medium_variant,2017
15_49,3837863.78,900,medium_variant,2017
15_59,4614143.059,900,medium_variant,2017
15_64,4918590.485,900,medium_variant,2017
20_64,4326508.804,900,medium_variant,2017
20_69,4562882.472,900,medium_variant,2017
25_49,2651279.508,900,medium_variant,2017
25_64,3732006.213,900,medium_variant,2017
25_69,3968379.881,900,medium_variant,2017
15plus,5571091.95,900,medium_variant,2017
16plus,5450954.376,900,medium_variant,2017
17plus,5331789.039,900,medium_variant,2017
18plus,5213501.951,900,medium_variant,2017
20plus,4979010.269,900,medium_variant,2017
21plus,4861596.802,900,medium_variant,2017
25plus,4384507.678,900,medium_variant,2017
50plus,1733228.17,900,medium_variant,2017
60plus,956948.891,900,medium_variant,2017
65plus,652501.465,900,medium_variant,2017
70plus,416127.797,900,medium_variant,2017
75plus,252843.206,900,medium_variant,2017
80plus,136258.968,900,medium_variant,2017
85plus,60088.342,900,medium_variant,2017
90plus,20132.181,900,medium_variant,2017
total,7515284.153,900,medium_variant,2017
0,136986.865,900,medium_variant,2018
0_1,272213.975,900,medium_variant,2018
0_4,677912.437,900,medium_variant,2018
0_14,1956141.796,900,medium_variant,2018
0_17,2316268.39,900,medium_variant,2018
0_19,2551677.669,900,medium_variant,2018
0_24,3142104.448,900,medium_variant,2018
3_4,270066.486,900,medium_variant,2018
3_5,403564.368,900,medium_variant,2018
3_6,535902.154,900,medium_variant,2018
4_5,268058.765,900,medium_variant,2018
4_6,400396.551,900,medium_variant,2018
5_14,1278229.359,900,medium_variant,2018
5_10,782351.698,900,medium_variant,2018
5_11,908174.901,900,medium_variant,2018
6_9,521718.91,900,medium_variant,2018
6_10,648853.816,900,medium_variant,2018
6_11,774677.019,900,medium_variant,2018
6_12,899225.039,900,medium_variant,2018
7_10,516516.03,900,medium_variant,2018
7_12,766887.253,900,medium_variant,2018
11_16,736973.161,900,medium_variant,2018
11_17,856004.255,900,medium_variant,2018
11_18,974145.675,900,medium_variant,2018
12_14,370054.458,900,medium_variant,2018
12_16,611149.958,900,medium_variant,2018
12_17,730181.052,900,medium_variant,2018
12_18,848322.472,900,medium_variant,2018
13_17,605633.032,900,medium_variant,2018
13_18,723774.452,900,medium_variant,2018
13_19,841042.311,900,medium_variant,2018
15_17,360126.594,900,medium_variant,2018
18_23,706405.138,900,medium_variant,2018
15_24,1185962.652,900,medium_variant,2018
15_49,3860684.954,900,medium_variant,2018
15_59,4655665.976,900,medium_variant,2018
15_64,4964399.825,900,medium_variant,2018
20_64,4368863.952,900,medium_variant,2018
20_69,4616927.65,900,medium_variant,2018
25_49,2674722.302,900,medium_variant,2018
25_64,3778437.173,900,medium_variant,2018
25_69,4026500.871,900,medium_variant,2018
15plus,5641033.738,900,medium_variant,2018
16plus,5519951.035,900,medium_variant,2018
17plus,5399938.238,900,medium_variant,2018
18plus,5280907.144,900,medium_variant,2018
20plus,5045497.865,900,medium_variant,2018
21plus,4928601.69,900,medium_variant,2018
25plus,4455071.086,900,medium_variant,2018
50plus,1780348.784,900,medium_variant,2018
60plus,985367.762,900,medium_variant,2018
65plus,676633.913,900,medium_variant,2018
70plus,428570.215,900,medium_variant,2018
75plus,258398.846,900,medium_variant,2018
80plus,140773.177,900,medium_variant,2018
85plus,62277.841,900,medium_variant,2018
90plus,21343.737,900,medium_variant,2018
total,7597175.534,900,medium_variant,2018
0,136911.312,900,medium_variant,2019
0_1,271558.885,900,medium_variant,2019
0_4,677867.752,900,medium_variant,2019
0_14,1966881.44,900,medium_variant,2019
0_17,2329788.568,900,medium_variant,2019
0_19,2566663.341,900,medium_variant,2019
0_24,3154053.893,900,medium_variant,2019
3_4,270534.028,900,medium_variant,2019
3_5,404777.624,900,medium_variant,2019
3_6,538028.511,900,medium_variant,2019
4_5,269342.424,900,medium_variant,2019
4_6,402593.311,900,medium_variant,2019
5_14,1289013.688,900,medium_variant,2019
5_10,788613.62,900,medium_variant,2019
5_11,915635.391,900,medium_variant,2019
6_9,526017.394,900,medium_variant,2019
6_10,654370.024,900,medium_variant,2019
6_11,781391.795,900,medium_variant,2019
6_12,907107.855,900,medium_variant,2019
7_10,521119.137,900,medium_variant,2019
7_12,773856.968,900,medium_variant,2019
11_16,743427.924,900,medium_variant,2019
11_17,863307.196,900,medium_variant,2019
11_18,982195.232,900,medium_variant,2019
12_14,373378.297,900,medium_variant,2019
12_16,616406.153,900,medium_variant,2019
12_17,736285.425,900,medium_variant,2019
12_18,855173.461,900,medium_variant,2019
13_17,610569.365,900,medium_variant,2019
13_18,729457.401,900,medium_variant,2019
13_19,847444.138,900,medium_variant,2019
15_17,362907.128,900,medium_variant,2019
18_23,705646.324,900,medium_variant,2019
15_24,1187172.453,900,medium_variant,2019
15_49,3883195.295,900,medium_variant,2019
15_59,4696409.421,900,medium_variant,2019
15_64,5010334.225,900,medium_variant,2019
20_64,4410552.324,900,medium_variant,2019
20_69,4669356.851,900,medium_variant,2019
25_49,2696022.842,900,medium_variant,2019
25_64,3823161.772,900,medium_variant,2019
25_69,4081966.299,900,medium_variant,2019
15plus,5711293.216,900,medium_variant,2019
16plus,5589224.176,900,medium_variant,2019
17plus,5468265.36,900,medium_variant,2019
18plus,5348386.088,900,medium_variant,2019
20plus,5111511.315,900,medium_variant,2019
21plus,4994412.073,900,medium_variant,2019
25plus,4524120.763,900,medium_variant,2019
50plus,1828097.921,900,medium_variant,2019
60plus,1014883.795,900,medium_variant,2019
65plus,700958.991,900,medium_variant,2019
70plus,442154.464,900,medium_variant,2019
75plus,263906.889,900,medium_variant,2019
80plus,144160.27,900,medium_variant,2019
85plus,63754.389,900,medium_variant,2019
90plus,21941.267,900,medium_variant,2019
total,7678174.656,900,medium_variant,2019
total,7788603.377,900,constant_fertility,2020
0_4,708046.174999999,900,constant_fertility,2020
0_14,2006897.194,900,constant_fertility,2020
0_19,2611220.115,900,constant_fertility,2020
0_24,3197052.041,900,constant_fertility,2020
5_14,1298851.019,900,constant_fertility,2020
15plus,5781706.183,900,constant_fertility,2020
15_24,1190154.847,900,constant_fertility,2020
15_49,3905504.828,900,constant_fertility,2020
15_59,4735768.262,900,constant_fertility,2020
15_64,5056695.628,900,constant_fertility,2020
20plus,5177383.262,900,constant_fertility,2020
20_64,4452372.707,900,constant_fertility,2020
20_69,4720247.549,900,constant_fertility,2020
25plus,4591551.336,900,constant_fertility,2020
25_49,2715349.981,900,constant_fertility,2020
25_64,3866540.781,900,constant_fertility,2020
25_69,4134415.623,900,constant_fertility,2020
50plus,1876201.355,900,constant_fertility,2020
60plus,1045937.921,900,constant_fertility,2020
65plus,725010.555,900,constant_fertility,2020
70plus,457135.713,900,constant_fertility,2020
75plus,269693.821,900,constant_fertility,2020
80plus,146338.201,900,constant_fertility,2020
85plus,64486.744,900,constant_fertility,2020
90plus,21785.753,900,constant_fertility,2020
total,7735645.822,900,constant_mortality,2020
0_4,673127.612,900,constant_mortality,2020
0_14,1970236.883,900,constant_mortality,2020
0_19,2574144.435,900,constant_mortality,2020
0_24,3159508.962,900,constant_mortality,2020
5_14,1297109.271,900,constant_mortality,2020
15plus,5765408.939,900,constant_mortality,2020
15_24,1189272.079,900,constant_mortality,2020
15_49,3901084.922,900,constant_mortality,2020
15_59,4729513.984,900,constant_mortality,2020
15_64,5049175.563,900,constant_mortality,2020
20plus,5161501.387,900,constant_mortality,2020
20_64,4445268.011,900,constant_mortality,2020
20_69,4711490.714,900,constant_mortality,2020
25plus,4576136.86,900,constant_mortality,2020
25_49,2711812.843,900,constant_mortality,2020
25_64,3859903.484,900,constant_mortality,2020
25_69,4126126.187,900,constant_mortality,2020
50plus,1864324.017,900,constant_mortality,2020
60plus,1035894.955,900,constant_mortality,2020
65plus,716233.376,900,constant_mortality,2020
70plus,450010.673,900,constant_mortality,2020
75plus,264324.106,900,constant_mortality,2020
80plus,142690.753,900,constant_mortality,2020
85plus,62464.053,900,constant_mortality,2020
90plus,20955.377,900,constant_mortality,2020
total,7827606.968,900,high_variant,2020
0_4,747049.766,900,high_variant,2020
0_14,2045900.785,900,high_variant,2020
0_19,2650223.706,900,high_variant,2020
0_24,3236055.632,900,high_variant,2020
5_14,1298851.019,900,high_variant,2020
15plus,5781706.183,900,high_variant,2020
15_24,1190154.847,900,high_variant,2020
15_49,3905504.828,900,high_variant,2020
15_59,4735768.262,900,high_variant,2020
15_64,5056695.628,900,high_variant,2020
20plus,5177383.262,900,high_variant,2020
20_64,4452372.707,900,high_variant,2020
20_69,4720247.549,900,high_variant,2020
25plus,4591551.336,900,high_variant,2020
25_49,2715349.981,900,high_variant,2020
25_64,3866540.781,900,high_variant,2020
25_69,4134415.623,900,high_variant,2020
50plus,1876201.355,900,high_variant,2020
60plus,1045937.921,900,high_variant,2020
65plus,725010.555,900,high_variant,2020
70plus,457135.713,900,high_variant,2020
75plus,269693.821,900,high_variant,2020
80plus,146338.201,900,high_variant,2020
85plus,64486.744,900,high_variant,2020
90plus,21785.753,900,high_variant,2020
total,7691990.76,900,instant_replacement,2020
0_4,611441.484,900,instant_replacement,2020
0_14,1910296.167,900,instant_replacement,2020
0_19,2514616.783,900,instant_replacement,2020
0_24,3100446.773,900,instant_replacement,2020
5_14,1298854.683,900,instant_replacement,2020
15plus,5781694.593,900,instant_replacement,2020
15_24,1190150.606,900,instant_replacement,2020
15_49,3905495.078,900,instant_replacement,2020
15_59,4735757.565,900,instant_replacement,2020
15_64,5056684.611,900,instant_replacement,2020
20plus,5177373.977,900,instant_replacement,2020
20_64,4452363.995,900,instant_replacement,2020
20_69,4720238.594,900,instant_replacement,2020
25plus,4591543.987,900,instant_replacement,2020
25_49,2715344.472,900,instant_replacement,2020
25_64,3866534.005,900,instant_replacement,2020
25_69,4134408.604,900,instant_replacement,2020
50plus,1876199.515,900,instant_replacement,2020
60plus,1045937.028,900,instant_replacement,2020
65plus,725009.982,900,instant_replacement,2020
70plus,457135.383,900,instant_replacement,2020
75plus,269693.653,900,instant_replacement,2020
80plus,146338.129,900,instant_replacement,2020
85plus,64486.723,900,instant_replacement,2020
90plus,21785.749,900,instant_replacement,2020
total,7688595.397,900,low_variant,2020
0_4,608038.195,900,low_variant,2020
0_14,1906889.214,900,low_variant,2020
0_19,2511212.135,900,low_variant,2020
0_24,3097044.061,900,low_variant,2020
5_14,1298851.019,900,low_variant,2020
15plus,5781706.183,900,low_variant,2020
15_24,1190154.847,900,low_variant,2020
15_49,3905504.828,900,low_variant,2020
15_59,4735768.262,900,low_variant,2020
15_64,5056695.628,900,low_variant,2020
20plus,5177383.262,900,low_variant,2020
20_64,4452372.707,900,low_variant,2020
20_69,4720247.549,900,low_variant,2020
25plus,4591551.336,900,low_variant,2020
25_49,2715349.981,900,low_variant,2020
25_64,3866540.781,900,low_variant,2020
25_69,4134415.623,900,low_variant,2020
50plus,1876201.355,900,low_variant,2020
60plus,1045937.921,900,low_variant,2020
65plus,725010.555,900,low_variant,2020
70plus,457135.713,900,low_variant,2020
75plus,269693.821,900,low_variant,2020
80plus,146338.201,900,low_variant,2020
85plus,64486.744,900,low_variant,2020
90plus,21785.753,900,low_variant,2020
0,136756.616,900,medium_variant,2020
0_1,270928.451,900,medium_variant,2020
0_4,677599.59,900,medium_variant,2020
0_14,1976450.609,900,medium_variant,2020
0_17,2342310.45,900,medium_variant,2020
0_19,2580773.53,900,medium_variant,2020
0_24,3166605.456,900,medium_variant,2020
3_4,270893.121,900,medium_variant,2020
3_5,405568.185,900,medium_variant,2020
3_6,539477.859,900,medium_variant,2020
4_5,269933.569,900,medium_variant,2020
4_6,403843.243,900,medium_variant,2020
5_14,1298851.019,900,medium_variant,2020
5_10,793813.174,900,medium_variant,2020
5_11,922032.184,900,medium_variant,2020
6_9,529607.546,900,medium_variant,2020
6_10,659138.11,900,medium_variant,2020
6_11,787357.12,900,medium_variant,2020
6_12,914252.139,900,medium_variant,2020
7_10,525228.436,900,medium_variant,2020
7_12,780342.465,900,medium_variant,2020
11_16,750076.598,900,medium_variant,2020
11_17,870897.686,900,medium_variant,2020
11_18,990629.596,900,medium_variant,2020
12_14,376818.835,900,medium_variant,2020
12_16,621857.588,900,medium_variant,2020
12_17,742678.676,900,medium_variant,2020
12_18,862410.586,900,medium_variant,2020
13_17,615783.657,900,medium_variant,2020
13_18,735515.567,900,medium_variant,2020
13_19,854246.737,900,medium_variant,2020
15_17,365859.841,900,medium_variant,2020
18_23,706597.081,900,medium_variant,2020
15_24,1190154.847,900,medium_variant,2020
15_49,3905504.828,900,medium_variant,2020
15_59,4735768.262,900,medium_variant,2020
15_64,5056695.628,900,medium_variant,2020
20_64,4452372.707,900,medium_variant,2020
20_69,4720247.549,900,medium_variant,2020
25_49,2715349.981,900,medium_variant,2020
25_64,3866540.781,900,medium_variant,2020
25_69,4134415.623,900,medium_variant,2020
15plus,5781706.183,900,medium_variant,2020
16plus,5658608.55,900,medium_variant,2020
17plus,5536667.43,900,medium_variant,2020
18plus,5415846.342,900,medium_variant,2020
20plus,5177383.262,900,medium_variant,2020
21plus,5059565.018,900,medium_variant,2020
25plus,4591551.336,900,medium_variant,2020
50plus,1876201.355,900,medium_variant,2020
60plus,1045937.921,900,medium_variant,2020
65plus,725010.555,900,medium_variant,2020
70plus,457135.713,900,medium_variant,2020
75plus,269693.821,900,medium_variant,2020
80plus,146338.201,900,medium_variant,2020
85plus,64486.744,900,medium_variant,2020
90plus,21785.753,900,medium_variant,2020
total,7758156.792,900,medium_variant,2020
total,7765801.448,900,no_change,2020
0_4,703282.381,900,no_change,2020
0_14,2000391.24,900,no_change,2020
0_19,2604299.037,900,no_change,2020
0_24,3189663.773,900,no_change,2020
5_14,1297108.859,900,no_change,2020
15plus,5765410.208,900,no_change,2020
15_24,1189272.533,900,no_change,2020
15_49,3901085.994,900,no_change,2020
15_59,4729515.158,900,no_change,2020
15_64,5049176.772,900,no_change,2020
20plus,5161502.411,900,no_change,2020
20_64,4445268.975,900,no_change,2020
20_69,4711491.701,900,no_change,2020
25plus,4576137.675,900,no_change,2020
25_49,2711813.461,900,no_change,2020
25_64,3859904.239,900,no_change,2020
25_69,4126126.965,900,no_change,2020
50plus,1864324.214,900,no_change,2020
60plus,1035895.05,900,no_change,2020
65plus,716233.436,900,no_change,2020
70plus,450010.71,900,no_change,2020
75plus,264324.124,900,no_change,2020
80plus,142690.759,900,no_change,2020
85plus,62464.053,900,no_change,2020
90plus,20955.377,900,no_change,2020
total,7758454.241,900,zero_migration,2020
0_4,677623.235,900,zero_migration,2020
0_14,1975995.278,900,zero_migration,2020
0_19,2580506.24,900,zero_migration,2020
0_24,3166533.647,900,zero_migration,2020
5_14,1298372.043,900,zero_migration,2020
15plus,5782458.963,900,zero_migration,2020
15_24,1190538.369,900,zero_migration,2020
15_49,3905648.974,900,zero_migration,2020
15_59,4736272.323,900,zero_migration,2020
15_64,5057290.823,900,zero_migration,2020
20plus,5177948.001,900,zero_migration,2020
20_64,4452779.861,900,zero_migration,2020
20_69,4720737.396,900,zero_migration,2020
25plus,4591920.594,900,zero_migration,2020
25_49,2715110.605,900,zero_migration,2020
25_64,3866752.454,900,zero_migration,2020
25_69,4134709.989,900,zero_migration,2020
50plus,1876809.989,900,zero_migration,2020
60plus,1046186.64,900,zero_migration,2020
65plus,725168.14,900,zero_migration,2020
70plus,457210.605,900,zero_migration,2020
75plus,269722.31,900,zero_migration,2020
80plus,146351.397,900,zero_migration,2020
85plus,64488.248,900,zero_migration,2020
90plus,21785.872,900,zero_migration,2020
0,136548.089,900,medium_variant,2021
0_1,270159.61,900,medium_variant,2021
0_4,676568.444,900,medium_variant,2021
0_14,1985414.058,900,medium_variant,2021
0_17,2354394.612,900,medium_variant,2021
0_19,2594645.453,900,medium_variant,2021
0_24,3180815.488,900,medium_variant,2021
3_4,270937.743,900,medium_variant,2021
3_5,405978.496,900,medium_variant,2021
3_6,540487.449,900,medium_variant,2021
4_5,270435.087,900,medium_variant,2021
4_6,404944.04,900,medium_variant,2021
5_14,1308845.614,900,medium_variant,2021
5_10,798961.873,900,medium_variant,2021
5_11,928419.559,900,medium_variant,2021
6_9,533202.229,900,medium_variant,2021
6_10,663921.12,900,medium_variant,2021
6_11,793378.806,900,medium_variant,2021
6_12,921514.625,900,medium_variant,2021
7_10,529412.167,900,medium_variant,2021
7_12,787005.672,900,medium_variant,2021
11_16,757065.482,900,medium_variant,2021
11_17,878864.295,900,medium_variant,2021
11_18,999534.367,900,medium_variant,2021
12_14,380426.055,900,medium_variant,2021
12_16,627607.796,900,medium_variant,2021
12_17,749406.609,900,medium_variant,2021
12_18,870076.681,900,medium_variant,2021
13_17,621270.79,900,medium_variant,2021
13_18,741940.862,900,medium_variant,2021
13_19,861521.631,900,medium_variant,2021
15_17,368980.554,900,medium_variant,2021
18_23,709683.956,900,medium_variant,2021
15_24,1195401.43,900,medium_variant,2021
15_49,3928673.208,900,medium_variant,2021
15_59,4773849.966,900,medium_variant,2021
15_64,5102165.765,900,medium_variant,2021
20_64,4492934.37,900,medium_variant,2021
20_69,4766986.749,900,medium_variant,2021
25_49,2733271.778,900,medium_variant,2021
25_64,3906764.335,900,medium_variant,2021
25_69,4180816.714,900,medium_variant,2021
15plus,5851614.511,900,medium_variant,2021
16plus,5727402.194,900,medium_variant,2021
17plus,5604432.77,900,medium_variant,2021
18plus,5482633.957,900,medium_variant,2021
20plus,5242383.116,900,medium_variant,2021
21plus,5123797.755,900,medium_variant,2021
25plus,4656213.081,900,medium_variant,2021
50plus,1922941.303,900,medium_variant,2021
60plus,1077764.545,900,medium_variant,2021
65plus,749448.746,900,medium_variant,2021
70plus,475396.367,900,medium_variant,2021
75plus,278941.038,900,medium_variant,2021
80plus,151467.801,900,medium_variant,2021
85plus,68334.274,900,medium_variant,2021
90plus,23561.444,900,medium_variant,2021
total,7837028.569,900,medium_variant,2021
0,136309.838,900,medium_variant,2022
0_1,270064.883,900,medium_variant,2022
0_4,675654.553,900,medium_variant,2022
0_14,1993128.587,900,medium_variant,2022
0_17,2365400.362,900,medium_variant,2022
0_19,2607542.837,900,medium_variant,2022
0_24,3195762.741,900,medium_variant,2022
3_4,270549.402,900,medium_variant,2022
3_5,405682.107,900,medium_variant,2022
3_6,540482.962,900,medium_variant,2022
4_5,270421.437,900,medium_variant,2022
4_6,405222.292,900,medium_variant,2022
5_14,1317474.034,900,medium_variant,2022
5_10,802743.34,900,medium_variant,2022
5_11,933385.188,900,medium_variant,2022
6_9,535748.972,900,medium_variant,2022
6_10,667610.635,900,medium_variant,2022
6_11,798252.483,900,medium_variant,2022
6_12,927618.016,900,medium_variant,2022
7_10,532809.78,900,medium_variant,2022
7_12,792817.161,900,medium_variant,2022
11_16,764177.828,900,medium_variant,2022
11_17,887002.469,900,medium_variant,2022
11_18,1008642.427,900,medium_variant,2022
12_14,384088.846,900,medium_variant,2022
12_16,633535.98,900,medium_variant,2022
12_17,756360.621,900,medium_variant,2022
12_18,878000.579,900,medium_variant,2022
13_17,626995.088,900,medium_variant,2022
13_18,748635.046,900,medium_variant,2022
13_19,869137.563,900,medium_variant,2022
15_17,372271.775,900,medium_variant,2022
18_23,714122.478,900,medium_variant,2022
15_24,1202634.154,900,medium_variant,2022
15_49,3951615.894,900,medium_variant,2022
15_59,4810892.408,900,medium_variant,2022
15_64,5148138.888,900,medium_variant,2022
20_64,4533724.638,900,medium_variant,2022
20_69,4812424.538,900,medium_variant,2022
25_49,2748981.74,900,medium_variant,2022
25_64,3945504.734,900,medium_variant,2022
25_69,4224204.634,900,medium_variant,2022
15plus,5921635.023,900,medium_variant,2022
16plus,5796267.483,900,medium_variant,2022
17plus,5672187.889,900,medium_variant,2022
18plus,5549363.248,900,medium_variant,2022
20plus,5307220.773,900,medium_variant,2022
21plus,5187807.61,900,medium_variant,2022
25plus,4719000.869,900,medium_variant,2022
50plus,1970019.129,900,medium_variant,2022
60plus,1110742.615,900,medium_variant,2022
65plus,773496.135,900,medium_variant,2022
70plus,494796.235,900,medium_variant,2022
75plus,288223.046,900,medium_variant,2022
80plus,155776.243,900,medium_variant,2022
85plus,71765.716,900,medium_variant,2022
90plus,25079.977,900,medium_variant,2022
total,7914763.61,900,medium_variant,2022
0,136065.54,900,medium_variant,2023
