agebroad,population,global,variant,year
25_49,3133130.949,900,zero_migration,2050
25_64,4759825.906,900,zero_migration,2050
25_69,5210879.504,900,zero_migration,2050
50plus,3187996.375,900,zero_migration,2050
60plus,2094377.226,900,zero_migration,2050
65plus,1561301.418,900,zero_migration,2050
70plus,1110247.82,900,zero_migration,2050
75plus,742168.853,900,zero_migration,2050
80plus,434548.071,900,zero_migration,2050
85plus,210940.344,900,zero_migration,2050
90plus,80204.317,900,zero_migration,2050
0,140157.379,900,medium_variant,2051
0_1,279712.973,900,medium_variant,2051
0_4,698522.701,900,medium_variant,2051
0_14,2076627.513,900,medium_variant,2051
0_17,2481532.661,900,medium_variant,2051
0_19,2748966.217,900,medium_variant,2051
0_24,3410016.647,900,medium_variant,2051
3_4,279067.106,900,medium_variant,2051
3_5,418319.605,900,medium_variant,2051
3_6,557339.671,900,medium_variant,2051
4_5,278704.213,900,medium_variant,2051
4_6,417724.279,900,medium_variant,2051
5_14,1378104.812,900,medium_variant,2051
5_10,831339.03,900,medium_variant,2051
5_11,968682.986,900,medium_variant,2051
6_9,554347.44,900,medium_variant,2051
6_10,692086.531,900,medium_variant,2051
6_11,829430.487,900,medium_variant,2051
6_12,966365.463,900,medium_variant,2051
7_10,553066.465,900,medium_variant,2051
7_12,827345.397,900,medium_variant,2051
11_16,817211.471,900,medium_variant,2051
11_17,951670.93,900,medium_variant,2051
11_18,1085630.887,900,medium_variant,2051
12_14,409421.826,900,medium_variant,2051
12_16,679867.515,900,medium_variant,2051
12_17,814326.974,900,medium_variant,2051
12_18,948286.931,900,medium_variant,2051
13_17,677391.998,900,medium_variant,2051
13_18,811351.955,900,medium_variant,2051
13_19,944825.554,900,medium_variant,2051
15_17,404905.148,900,medium_variant,2051
18_23,796918.667,900,medium_variant,2051
15_24,1333389.134,900,medium_variant,2051
15_49,4483322.201,900,medium_variant,2051
15_59,5574402.268,900,medium_variant,2051
15_64,6109947.23,900,medium_variant,2051
20_64,5437608.526,900,medium_variant,2051
20_69,5898471.642,900,medium_variant,2051
25_49,3149933.067,900,medium_variant,2051
25_64,4776558.096,900,medium_variant,2051
25_69,5237421.212,900,medium_variant,2051
15plus,7699510.562,900,medium_variant,2051
16plus,7564030.786,900,medium_variant,2051
17plus,7429064.873,900,medium_variant,2051
18plus,7294605.414,900,medium_variant,2051
20plus,7027171.858,900,medium_variant,2051
21plus,6894162.602,900,medium_variant,2051
25plus,6366121.428,900,medium_variant,2051
50plus,3216188.361,900,medium_variant,2051
60plus,2125108.294,900,medium_variant,2051
65plus,1589563.332,900,medium_variant,2051
70plus,1128700.216,900,medium_variant,2051
75plus,756812.352,900,medium_variant,2051
80plus,449155.985,900,medium_variant,2051
85plus,221574.081,900,medium_variant,2051
90plus,85591.966,900,medium_variant,2051
total,9776138.075,900,medium_variant,2051
0,140039.993,900,medium_variant,2052
0_1,279533.464,900,medium_variant,2052
0_4,698380.359,900,medium_variant,2052
0_14,2079461.8,900,medium_variant,2052
0_17,2485675.683,900,medium_variant,2052
0_19,2753879.487,900,medium_variant,2052
0_24,3416265.775,900,medium_variant,2052
3_4,279138.82,900,medium_variant,2052
3_5,418501.43,900,medium_variant,2052
3_6,557680.265,900,medium_variant,2052
4_5,278874.499,900,medium_variant,2052
4_6,418053.334,900,medium_variant,2052
5_14,1381081.441,900,medium_variant,2052
5_10,832743.515,900,medium_variant,2052
5_11,970450.486,900,medium_variant,2052
6_9,555291.295,900,medium_variant,2052
6_10,693380.905,900,medium_variant,2052
6_11,831087.876,900,medium_variant,2052
6_12,968393.459,900,medium_variant,2052
7_10,554202.07,900,medium_variant,2052
7_12,829214.624,900,medium_variant,2052
11_16,819674.981,900,medium_variant,2052
11_17,954551.809,900,medium_variant,2052
11_18,1088908.337,900,medium_variant,2052
12_14,410630.955,900,medium_variant,2052
12_16,681968.01,900,medium_variant,2052
12_17,816844.838,900,medium_variant,2052
12_18,951201.366,900,medium_variant,2052
13_17,679539.255,900,medium_variant,2052
13_18,813895.783,900,medium_variant,2052
13_19,947743.059,900,medium_variant,2052
15_17,406213.883,900,medium_variant,2052
18_23,798919.694,900,medium_variant,2052
15_24,1336803.975,900,medium_variant,2052
15_49,4500363.576,900,medium_variant,2052
15_59,5589635.146,900,medium_variant,2052
15_64,6124851.339,900,medium_variant,2052
20_64,5450433.652,900,medium_variant,2052
20_69,5923146.606,900,medium_variant,2052
25_49,3163559.601,900,medium_variant,2052
25_64,4788047.364,900,medium_variant,2052
25_69,5260760.318,900,medium_variant,2052
15plus,7746557.794,900,medium_variant,2052
16plus,7610624.095,900,medium_variant,2052
17plus,7475220.739,900,medium_variant,2052
18plus,7340343.911,900,medium_variant,2052
20plus,7072140.107,900,medium_variant,2052
21plus,6938782.379,900,medium_variant,2052
25plus,6409753.819,900,medium_variant,2052
50plus,3246194.218,900,medium_variant,2052
60plus,2156922.648,900,medium_variant,2052
65plus,1621706.455,900,medium_variant,2052
70plus,1148993.501,900,medium_variant,2052
75plus,770333.461,900,medium_variant,2052
80plus,462722.134,900,medium_variant,2052
85plus,231225.11,900,medium_variant,2052
90plus,90470.802,900,medium_variant,2052
total,9826019.594,900,medium_variant,2052
0,139893.801,900,medium_variant,2053
0_1,279280.814,900,medium_variant,2053
0_4,697931.978,900,medium_variant,2053
0_14,2081361.67,900,medium_variant,2053
0_17,2488878.738,900,medium_variant,2053
0_19,2757879.416,900,medium_variant,2053
0_24,3421768.608,900,medium_variant,2053
3_4,279055.157,900,medium_variant,2053
3_5,418443.589,900,medium_variant,2053
3_6,557697.074,900,medium_variant,2053
4_5,278879.818,900,medium_variant,2053
4_6,418133.303,900,medium_variant,2053
5_14,1383429.692,900,medium_variant,2053
5_10,833658.815,900,medium_variant,2053
5_11,971703.097,900,medium_variant,2053
6_9,555886.4,900,medium_variant,2053
6_10,694270.383,900,medium_variant,2053
6_11,832314.665,900,medium_variant,2053
6_12,969969.296,900,medium_variant,2053
7_10,555016.898,900,medium_variant,2053
7_12,830715.811,900,medium_variant,2053
11_16,821981.312,900,medium_variant,2053
11_17,957287.945,900,medium_variant,2053
11_18,1092055.37,900,medium_variant,2053
12_14,411726.595,900,medium_variant,2053
12_16,683937.03,900,medium_variant,2053
12_17,819243.663,900,medium_variant,2053
12_18,954011.088,900,medium_variant,2053
13_17,681589.032,900,medium_variant,2053
13_18,816356.457,900,medium_variant,2053
13_19,950589.71,900,medium_variant,2053
15_17,407517.068,900,medium_variant,2053
18_23,801009.862,900,medium_variant,2053
15_24,1340406.938,900,medium_variant,2053
15_49,4516484.873,900,medium_variant,2053
15_59,5605909.768,900,medium_variant,2053
15_64,6138700.467,900,medium_variant,2053
20_64,5462182.721,900,medium_variant,2053
20_69,5946764.395,900,medium_variant,2053
25_49,3176077.935,900,medium_variant,2053
25_64,4798293.529,900,medium_variant,2053
25_69,5282875.203,900,medium_variant,2053
15plus,7793410.304,900,medium_variant,2053
16plus,7657048.878,900,medium_variant,2053
17plus,7521199.869,900,medium_variant,2053
18plus,7385893.236,900,medium_variant,2053
20plus,7116892.558,900,medium_variant,2053
21plus,6983178.358,900,medium_variant,2053
25plus,6453003.366,900,medium_variant,2053
50plus,3276925.431,900,medium_variant,2053
60plus,2187500.536,900,medium_variant,2053
65plus,1654709.837,900,medium_variant,2053
70plus,1170128.163,900,medium_variant,2053
75plus,782897.299,900,medium_variant,2053
80plus,474952.112,900,medium_variant,2053
85plus,239692.073,900,medium_variant,2053
90plus,94583.338,900,medium_variant,2053
total,9874771.974,900,medium_variant,2053
0,139725.81,900,medium_variant,2054
0_1,278946.565,900,medium_variant,2054
0_4,697230.754,900,medium_variant,2054
0_14,2082333.832,900,medium_variant,2054
0_17,2491086.983,900,medium_variant,2054
0_19,2760915.772,900,medium_variant,2054
0_24,3426397.503,900,medium_variant,2054
3_4,278826.598,900,medium_variant,2054
3_5,418163.204,900,medium_variant,2054
3_6,557408.909,900,medium_variant,2054
4_5,278736.932,900,medium_variant,2054
4_6,417982.637,900,medium_variant,2054
5_14,1385103.078,900,medium_variant,2054
5_10,834053.595,900,medium_variant,2054
5_11,972372.089,900,medium_variant,2054
6_9,556133.159,900,medium_variant,2054
6_10,694716.989,900,medium_variant,2054
6_11,833035.483,900,medium_variant,2054
6_12,971014.922,900,medium_variant,2054
7_10,555471.284,900,medium_variant,2054
7_12,831769.217,900,medium_variant,2054
11_16,824057.866,900,medium_variant,2054
11_17,959802.634,900,medium_variant,2054
11_18,1094992.983,900,medium_variant,2054
12_14,412730.989,900,medium_variant,2054
12_16,685739.372,900,medium_variant,2054
12_17,821484.14,900,medium_variant,2054
12_18,956674.489,900,medium_variant,2054
13_17,683504.701,900,medium_variant,2054
13_18,818695.05,900,medium_variant,2054
13_19,953333.49,900,medium_variant,2054
15_17,408753.151,900,medium_variant,2054
18_23,803150.876,900,medium_variant,2054
15_24,1344063.671,900,medium_variant,2054
15_49,4531583.4,900,medium_variant,2054
15_59,5623103.932,900,medium_variant,2054
15_64,6152769.672,900,medium_variant,2054
20_64,5474187.732,900,medium_variant,2054
20_69,5968807.73,900,medium_variant,2054
25_49,3187519.729,900,medium_variant,2054
25_64,4808706.001,900,medium_variant,2054
25_69,5303325.999,900,medium_variant,2054
15plus,7840038.104,900,medium_variant,2054
16plus,7703297.764,900,medium_variant,2054
17plus,7567029.721,900,medium_variant,2054
18plus,7431284.953,900,medium_variant,2054
20plus,7161456.164,900,medium_variant,2054
21plus,7027365.757,900,medium_variant,2054
25plus,6495974.433,900,medium_variant,2054
50plus,3308454.704,900,medium_variant,2054
60plus,2216934.172,900,medium_variant,2054
65plus,1687268.432,900,medium_variant,2054
70plus,1192648.434,900,medium_variant,2054
75plus,795420.708,900,medium_variant,2054
80plus,485395.696,900,medium_variant,2054
85plus,246766.82,900,medium_variant,2054
90plus,97744.586,900,medium_variant,2054
total,9922371.936,900,medium_variant,2054
total,11562316.054,900,constant_fertility,2055
0_4,1149298.763,900,constant_fertility,2055
0_14,3147566.641,900,constant_fertility,2055
0_19,4023984.159,900,constant_fertility,2055
0_24,4833218.092,900,constant_fertility,2055
5_14,1998267.878,900,constant_fertility,2055
15plus,8414749.413,900,constant_fertility,2055
15_24,1685651.451,900,constant_fertility,2055
15_49,5073975.535,900,constant_fertility,2055
15_59,6169524.033,900,constant_fertility,2055
15_64,6696295.514,900,constant_fertility,2055
20plus,7538331.895,900,constant_fertility,2055
20_64,5819877.996,900,constant_fertility,2055
20_69,6321582.683,900,constant_fertility,2055
25plus,6729097.962,900,constant_fertility,2055
25_49,3388324.084,900,constant_fertility,2055
25_64,5010644.063,900,constant_fertility,2055
25_69,5512348.75,900,constant_fertility,2055
50plus,3340773.878,900,constant_fertility,2055
60plus,2245225.38,900,constant_fertility,2055
65plus,1718453.899,900,constant_fertility,2055
70plus,1216749.212,900,constant_fertility,2055
75plus,808395.195,900,constant_fertility,2055
80plus,493788.407,900,constant_fertility,2055
85plus,252278.386,900,constant_fertility,2055
90plus,99671.3,900,constant_fertility,2055
total,9180734.915,900,constant_mortality,2055
0_4,643840.096,900,constant_mortality,2055
0_14,1936056.164,900,constant_mortality,2055
0_19,2579126.605,900,constant_mortality,2055
0_24,3213502.233,900,constant_mortality,2055
5_14,1292216.068,900,constant_mortality,2055
15plus,7244678.751,900,constant_mortality,2055
15_24,1277446.069,900,constant_mortality,2055
15_49,4345107.099,900,constant_mortality,2055
15_59,5383719.421,900,constant_mortality,2055
15_64,5872786.418,900,constant_mortality,2055
20plus,6601608.31,900,constant_mortality,2055
20_64,5229715.977,900,constant_mortality,2055
20_69,5682039.816,900,constant_mortality,2055
25plus,5967232.682,900,constant_mortality,2055
25_49,3067661.03,900,constant_mortality,2055
25_64,4595340.349,900,constant_mortality,2055
25_69,5047664.188,900,constant_mortality,2055
50plus,2899571.652,900,constant_mortality,2055
60plus,1860959.33,900,constant_mortality,2055
65plus,1371892.333,900,constant_mortality,2055
70plus,919568.494,900,constant_mortality,2055
75plus,568616.674,900,constant_mortality,2055
80plus,317129.191,900,constant_mortality,2055
85plus,144161.404,900,constant_mortality,2055
90plus,49726.781,900,constant_mortality,2055
total,11328639.018,900,high_variant,2055
0_4,983744.08,900,high_variant,2055
0_14,2816554.24,900,high_variant,2055
0_19,3662175.171,900,high_variant,2055
0_24,4474708.557,900,high_variant,2055
5_14,1832810.16,900,high_variant,2055
15plus,8512084.778,900,high_variant,2055
15_24,1658154.317,900,high_variant,2055
15_49,5171310.9,900,high_variant,2055
15_59,6266859.398,900,high_variant,2055
15_64,6793630.879,900,high_variant,2055
20plus,7666463.847,900,high_variant,2055
20_64,5948009.948,900,high_variant,2055
20_69,6449714.635,900,high_variant,2055
25plus,6853930.461,900,high_variant,2055
25_49,3513156.583,900,high_variant,2055
25_64,5135476.562,900,high_variant,2055
25_69,5637181.249,900,high_variant,2055
50plus,3340773.878,900,high_variant,2055
60plus,2245225.38,900,high_variant,2055
65plus,1718453.899,900,high_variant,2055
70plus,1216749.212,900,high_variant,2055
75plus,808395.195,900,high_variant,2055
80plus,493788.407,900,high_variant,2055
85plus,252278.386,900,high_variant,2055
90plus,99671.3,900,high_variant,2055
total,9451819.075,900,instant_replacement,2055
0_4,618806.534,900,instant_replacement,2055
0_14,1852860.581,900,instant_replacement,2055
0_19,2470622.454,900,instant_replacement,2055
0_24,3082723.306,900,instant_replacement,2055
5_14,1234054.047,900,instant_replacement,2055
15plus,7598958.494,900,instant_replacement,2055
15_24,1229862.725,900,instant_replacement,2055
15_49,4258475.977,900,instant_replacement,2055
15_59,5353877.639,900,instant_replacement,2055
15_64,5880597.759,900,instant_replacement,2055
20plus,6981196.621,900,instant_replacement,2055
20_64,5262835.886,900,instant_replacement,2055
20_69,5764502.368,900,instant_replacement,2055
25plus,6369095.769,900,instant_replacement,2055
25_49,3028613.252,900,instant_replacement,2055
25_64,4650735.034,900,instant_replacement,2055
25_69,5152401.516,900,instant_replacement,2055
50plus,3340482.517,900,instant_replacement,2055
60plus,2245080.855,900,instant_replacement,2055
65plus,1718360.735,900,instant_replacement,2055
70plus,1216694.253,900,instant_replacement,2055
75plus,808366.711,900,instant_replacement,2055
80plus,493776.185,900,instant_replacement,2055
85plus,252274.387,900,instant_replacement,2055
90plus,99670.393,900,instant_replacement,2055
total,8720958.506,900,low_variant,2055
0_4,460214.502,900,low_variant,2055
0_14,1453292.008,900,low_variant,2055
0_19,1975112.484,900,low_variant,2055
0_24,2497671.409,900,low_variant,2055
5_14,993077.506,900,low_variant,2055
15plus,7267666.498,900,low_variant,2055
15_24,1044379.401,900,low_variant,2055
15_49,3926892.62,900,low_variant,2055
15_59,5022441.118,900,low_variant,2055
15_64,5549212.599,900,low_variant,2055
20plus,6745846.022,900,low_variant,2055
20_64,5027392.123,900,low_variant,2055
20_69,5529096.81,900,low_variant,2055
25plus,6223287.097,900,low_variant,2055
25_49,2882513.219,900,low_variant,2055
25_64,4504833.198,900,low_variant,2055
25_69,5006537.885,900,low_variant,2055
50plus,3340773.878,900,low_variant,2055
60plus,2245225.38,900,low_variant,2055
65plus,1718453.899,900,low_variant,2055
70plus,1216749.212,900,low_variant,2055
75plus,808395.195,900,low_variant,2055
80plus,493788.407,900,low_variant,2055
85plus,252278.386,900,low_variant,2055
90plus,99671.3,900,low_variant,2055
0,139544.393,900,medium_variant,2055
0_1,278540.482,900,medium_variant,2055
0_4,696345.827,900,medium_variant,2055
0_14,2082426.662,900,medium_variant,2055
0_17,2492294.696,900,medium_variant,2055
0_19,2762974.027,900,medium_variant,2055
0_24,3430111.293,900,medium_variant,2055
3_4,278527.053,900,medium_variant,2055
3_5,417746.51,900,medium_variant,2055
3_6,556910.928,900,medium_variant,2055
4_5,278473.787,900,medium_variant,2055
4_6,417638.205,900,medium_variant,2055
5_14,1386080.835,900,medium_variant,2055
5_10,833966.426,900,medium_variant,2055
5_11,972455.285,900,medium_variant,2055
6_9,556070.352,900,medium_variant,2055
6_10,694746.969,900,medium_variant,2055
6_11,833235.828,900,medium_variant,2055
6_12,971471.205,900,medium_variant,2055
7_10,555582.551,900,medium_variant,2055
7_12,832306.787,900,medium_variant,2055
11_16,825825.428,900,medium_variant,2055
11_17,961982.443,900,medium_variant,2055
11_18,1097605.328,900,medium_variant,2055
12_14,413625.55,900,medium_variant,2055
12_16,687336.569,900,medium_variant,2055
12_17,823493.584,900,medium_variant,2055
12_18,959116.469,900,medium_variant,2055
13_17,685258.207,900,medium_variant,2055
13_18,820881.092,900,medium_variant,2055
13_19,955937.538,900,medium_variant,2055
15_17,409868.034,900,medium_variant,2055
18_23,805384.441,900,medium_variant,2055
15_24,1347684.631,900,medium_variant,2055
15_49,4545608.422,900,medium_variant,2055
15_59,5641156.92,900,medium_variant,2055
15_64,6167928.401,900,medium_variant,2055
20_64,5487381.036,900,medium_variant,2055
20_69,5989085.723,900,medium_variant,2055
25_49,3197923.791,900,medium_variant,2055
25_64,4820243.77,900,medium_variant,2055
25_69,5321948.457,900,medium_variant,2055
15plus,7886382.3,900,medium_variant,2055
16plus,7749309.318,900,medium_variant,2055
17plus,7612671.281,900,medium_variant,2055
18plus,7476514.266,900,medium_variant,2055
20plus,7205834.935,900,medium_variant,2055
21plus,7071343.102,900,medium_variant,2055
25plus,6538697.669,900,medium_variant,2055
50plus,3340773.878,900,medium_variant,2055
60plus,2245225.38,900,medium_variant,2055
65plus,1718453.899,900,medium_variant,2055
70plus,1216749.212,900,medium_variant,2055
75plus,808395.195,900,medium_variant,2055
80plus,493788.407,900,medium_variant,2055
85plus,252278.386,900,medium_variant,2055
90plus,99671.3,900,medium_variant,2055
total,9968808.962,900,medium_variant,2055
total,10627179.114,900,no_change,2055
0_4,1048085.58,900,no_change,2055
0_14,2891569.377,900,no_change,2055
0_19,3714751.095,900,no_change,2055
0_24,4481134.097,900,no_change,2055
5_14,1843483.797,900,no_change,2055
15plus,7735609.737,900,no_change,2055
15_24,1589564.72,900,no_change,2055
15_49,4835946.284,900,no_change,2055
15_59,5874605.675,900,no_change,2055
15_64,6363689.031,900,no_change,2055
20plus,6912428.019,900,no_change,2055
20_64,5540507.313,900,no_change,2055
20_69,5992843.21,900,no_change,2055
25plus,6146045.017,900,no_change,2055
25_49,3246381.564,900,no_change,2055
25_64,4774124.311,900,no_change,2055
25_69,5226460.208,900,no_change,2055
50plus,2899663.453,900,no_change,2055
60plus,1861004.062,900,no_change,2055
65plus,1371920.706,900,no_change,2055
70plus,919584.809,900,no_change,2055
75plus,568624.83,900,no_change,2055
80plus,317132.519,900,no_change,2055
85plus,144162.426,900,no_change,2055
90plus,49726.996,900,no_change,2055
total,9967871.261,900,zero_migration,2055
0_4,696799.02,900,zero_migration,2055
0_14,2082719.41,900,zero_migration,2055
0_19,2763178.066,900,zero_migration,2055
0_24,3430845.987,900,zero_migration,2055
5_14,1385920.39,900,zero_migration,2055
15plus,7885151.851,900,zero_migration,2055
15_24,1348126.577,900,zero_migration,2055
15_49,4544180.938,900,zero_migration,2055
15_59,5639172.329,900,zero_migration,2055
15_64,6165242.957,900,zero_migration,2055
20plus,7204693.195,900,zero_migration,2055
20_64,5484784.301,900,zero_migration,2055
20_69,5986517.762,900,zero_migration,2055
25plus,6537025.274,900,zero_migration,2055
25_49,3196054.361,900,zero_migration,2055
25_64,4817116.38,900,zero_migration,2055
25_69,5318849.841,900,zero_migration,2055
50plus,3340970.913,900,zero_migration,2055
60plus,2245979.522,900,zero_migration,2055
65plus,1719908.894,900,zero_migration,2055
70plus,1218175.433,900,zero_migration,2055
75plus,809250.896,900,zero_migration,2055
80plus,494037.137,900,zero_migration,2055
85plus,252234.193,900,zero_migration,2055
90plus,99635.326,900,zero_migration,2055
0,139358.681,900,medium_variant,2056
0_1,278289.803,900,medium_variant,2056
0_4,695923.534,900,medium_variant,2056
0_14,2083615.47,900,medium_variant,2056
0_17,2494644.135,900,medium_variant,2056
0_19,2766259.735,900,medium_variant,2056
0_24,3435610.751,900,medium_variant,2056
3_4,278437.809,900,medium_variant,2056
3_5,417657.015,900,medium_variant,2056
3_6,556855.155,900,medium_variant,2056
4_5,278442.705,900,medium_variant,2056
4_6,417640.845,900,medium_variant,2056
5_14,1387691.936,900,medium_variant,2056
5_10,834478.538,900,medium_variant,2056
5_11,973145.408,900,medium_variant,2056
6_9,556422.084,900,medium_variant,2056
6_10,695259.332,900,medium_variant,2056
6_11,833926.202,900,medium_variant,2056
6_12,972399.156,900,medium_variant,2056
7_10,556061.192,900,medium_variant,2056
7_12,833201.016,900,medium_variant,2056
11_16,827675.324,900,medium_variant,2056
11_17,964242.063,900,medium_variant,2056
11_18,1100318.475,900,medium_variant,2056
12_14,414546.528,900,medium_variant,2056
12_16,689008.454,900,medium_variant,2056
12_17,825575.193,900,medium_variant,2056
12_18,961651.605,900,medium_variant,2056
13_17,687102.239,900,medium_variant,2056
13_18,823178.651,900,medium_variant,2056
13_19,958717.839,900,medium_variant,2056
15_17,411028.665,900,medium_variant,2056
18_23,808155.975,900,medium_variant,2056
15_24,1351995.281,900,medium_variant,2056
15_49,4560744.677,900,medium_variant,2056
15_59,5661572.882,900,medium_variant,2056
15_64,6184332.427,900,medium_variant,2056
20_64,5501688.162,900,medium_variant,2056
20_69,6005772.903,900,medium_variant,2056
25_49,3208749.396,900,medium_variant,2056
25_64,4832337.146,900,medium_variant,2056
25_69,5336421.887,900,medium_variant,2056
15plus,7930469.209,900,medium_variant,2056
16plus,7793022.085,900,medium_variant,2056
17plus,7656007.283,900,medium_variant,2056
18plus,7519440.544,900,medium_variant,2056
20plus,7247824.944,900,medium_variant,2056
21plus,7112851.198,900,medium_variant,2056
25plus,6578473.928,900,medium_variant,2056
50plus,3369724.532,900,medium_variant,2056
60plus,2268896.327,900,medium_variant,2056
65plus,1746136.782,900,medium_variant,2056
70plus,1242052.041,900,medium_variant,2056
75plus,823853.396,900,medium_variant,2056
80plus,504892.85,900,medium_variant,2056
85plus,262588.307,900,medium_variant,2056
90plus,105929.096,900,medium_variant,2056
total,10014084.679,900,medium_variant,2056
0,139176.717,900,medium_variant,2057
0_1,277893.618,900,medium_variant,2057
0_4,695172.532,900,medium_variant,2057
0_14,2083827.895,900,medium_variant,2057
0_17,2495942.475,900,medium_variant,2057
0_19,2768386.361,900,medium_variant,2057
0_24,3439934.436,900,medium_variant,2057
3_4,278221.888,900,medium_variant,2057
3_5,417373.221,900,medium_variant,2057
3_6,556534.267,900,medium_variant,2057
4_5,278278.807,900,medium_variant,2057
4_6,417439.853,900,medium_variant,2057
5_14,1388655.363,900,medium_variant,2057
5_10,834615.105,900,medium_variant,2057
5_11,973424.792,900,medium_variant,2057
6_9,556505.457,900,medium_variant,2057
6_10,695463.772,900,medium_variant,2057
6_11,834273.459,900,medium_variant,2057
6_12,972907.11,900,medium_variant,2057
7_10,556302.726,900,medium_variant,2057
7_12,833746.064,900,medium_variant,2057
11_16,829221.857,900,medium_variant,2057
11_17,966154.838,900,medium_variant,2057
11_18,1102626.608,900,medium_variant,2057
12_14,415230.571,900,medium_variant,2057
12_16,690412.17,900,medium_variant,2057
12_17,827345.151,900,medium_variant,2057
12_18,963816.921,900,medium_variant,2057
13_17,688711.5,900,medium_variant,2057
13_18,825183.27,900,medium_variant,2057
13_19,961155.386,900,medium_variant,2057
15_17,412114.58,900,medium_variant,2057
18_23,810787.999,900,medium_variant,2057
15_24,1356106.541,900,medium_variant,2057
15_49,4574568.657,900,medium_variant,2057
15_59,5682929.095,900,medium_variant,2057
15_64,6201824.216,900,medium_variant,2057
20_64,5517265.75,900,medium_variant,2057
20_69,6021095.575,900,medium_variant,2057
25_49,3218462.116,900,medium_variant,2057
25_64,4845717.675,900,medium_variant,2057
25_69,5349547.5,900,medium_variant,2057
15plus,7974395.133,900,medium_variant,2057
16plus,7836590.94,900,medium_variant,2057
17plus,7699213.534,900,medium_variant,2057
18plus,7562280.553,900,medium_variant,2057
20plus,7289836.667,900,medium_variant,2057
21plus,7154404.872,900,medium_variant,2057
25plus,6618288.592,900,medium_variant,2057
50plus,3399826.476,900,medium_variant,2057
60plus,2291466.038,900,medium_variant,2057
65plus,1772570.917,900,medium_variant,2057
70plus,1268741.092,900,medium_variant,2057
75plus,839332.742,900,medium_variant,2057
80plus,514292.604,900,medium_variant,2057
85plus,271939.356,900,medium_variant,2057
90plus,111760.534,900,medium_variant,2057
total,10058223.028,900,medium_variant,2057
0,139004.122,900,medium_variant,2058
0_1,277499.031,900,medium_variant,2058
0_4,694196.379,900,medium_variant,2058
0_14,2083163.587,900,medium_variant,2058
0_17,2496267.36,900,medium_variant,2058
0_19,2769451.559,900,medium_variant,2058
0_24,3443127.976,900,medium_variant,2058
3_4,277892.107,900,medium_variant,2058
3_5,416911.541,900,medium_variant,2058
3_6,555969.398,900,medium_variant,2058
4_5,277991.207,900,medium_variant,2058
4_6,417049.064,900,medium_variant,2058
5_14,1388967.208,900,medium_variant,2058
5_10,834341.273,900,medium_variant,2058
5_11,973255.889,900,medium_variant,2058
6_9,556301.428,900,medium_variant,2058
6_10,695321.839,900,medium_variant,2058
6_11,834236.455,900,medium_variant,2058
6_12,972996.863,900,medium_variant,2058
7_10,556263.982,900,medium_variant,2058
7_12,833939.006,900,medium_variant,2058
11_16,830443.898,900,medium_variant,2058
11_17,967729.708,900,medium_variant,2058
11_18,1104558.992,900,medium_variant,2058
12_14,415711.319,900,medium_variant,2058
12_16,691529.282,900,medium_variant,2058
12_17,828815.092,900,medium_variant,2058
12_18,965644.376,900,medium_variant,2058
13_17,690054.684,900,medium_variant,2058
13_18,826883.968,900,medium_variant,2058
13_19,963238.883,900,medium_variant,2058
15_17,413103.773,900,medium_variant,2058
18_23,813246.808,900,medium_variant,2058
15_24,1359964.389,900,medium_variant,2058
15_49,4587015.755,900,medium_variant,2058
15_59,5704703.757,900,medium_variant,2058
15_64,6220348.808,900,medium_variant,2058
20_64,5534060.836,900,medium_variant,2058
20_69,6035832.992,900,medium_variant,2058
25_49,3227051.366,900,medium_variant,2058
25_64,4860384.419,900,medium_variant,2058
25_69,5362156.575,900,medium_variant,2058
15plus,8018102.888,900,medium_variant,2058
16plus,7880009.067,900,medium_variant,2058
17plus,7742284.925,900,medium_variant,2058
18plus,7604999.115,900,medium_variant,2058
20plus,7331814.916,900,medium_variant,2058
21plus,7195969.001,900,medium_variant,2058
25plus,6658138.499,900,medium_variant,2058
50plus,3431087.133,900,medium_variant,2058
60plus,2313399.131,900,medium_variant,2058
65plus,1797754.08,900,medium_variant,2058
70plus,1295981.924,900,medium_variant,2058
75plus,855178.931,900,medium_variant,2058
80plus,522495.428,900,medium_variant,2058
85plus,279768.4,900,medium_variant,2058
90plus,116577.06,900,medium_variant,2058
total,10101266.475,900,medium_variant,2058
0,138846.087,900,medium_variant,2059
0_1,277115.385,900,medium_variant,2059
0_4,693144.652,900,medium_variant,2059
0_14,2081805.239,900,medium_variant,2059
0_17,2495726.072,900,medium_variant,2059
0_19,2769606.859,900,medium_variant,2059
0_24,3445298.172,900,medium_variant,2059
3_4,277424.273,900,medium_variant,2059
3_5,416254.392,900,medium_variant,2059
3_6,555146.735,900,medium_variant,2059
4_5,277594.819,900,medium_variant,2059
4_6,416487.162,900,medium_variant,2059
5_14,1388660.587,900,medium_variant,2059
5_10,833655.938,900,medium_variant,2059
5_11,972613.143,900,medium_variant,2059
6_9,555822.971,900,medium_variant,2059
6_10,694825.819,900,medium_variant,2059
6_11,833783.024,900,medium_variant,2059
6_12,972634.535,900,medium_variant,2059
7_10,555933.476,900,medium_variant,2059
7_12,833742.192,900,medium_variant,2059
11_16,831300.895,900,medium_variant,2059
11_17,968925.482,900,medium_variant,2059
11_18,1106100.201,900,medium_variant,2059
12_14,416047.444,900,medium_variant,2059
12_16,692343.69,900,medium_variant,2059
12_17,829968.277,900,medium_variant,2059
