region,variant,gender,freq,year,lifeexpectancyat60
934,estimates,female,5yearly,1950,13.0925484242574
934,estimates,male,5yearly,1950,11.5684999038944
934,estimates,female,5yearly,1955,13.2814119114704
934,estimates,male,5yearly,1955,11.6456108982
934,estimates,female,5yearly,1960,13.8986217979255
934,estimates,male,5yearly,1960,12.2131834481295
934,estimates,female,5yearly,1965,15.6255525905109
934,estimates,male,5yearly,1965,13.8296610661195
934,estimates,female,5yearly,1970,16.1909960441178
934,estimates,male,5yearly,1970,14.3559313244998
934,estimates,female,5yearly,1975,16.911846999426
934,estimates,male,5yearly,1975,14.9513538405744
934,estimates,female,5yearly,1980,17.4039075985441
934,estimates,male,5yearly,1980,15.3014998762122
934,estimates,female,5yearly,1985,17.7613615833652
934,estimates,male,5yearly,1985,15.6617986430592
934,estimates,female,5yearly,1990,18.2836149461127
934,estimates,male,5yearly,1990,15.9831376153725
934,estimates,female,5yearly,1995,18.8097092801499
934,estimates,male,5yearly,1995,16.4041409463684
934,estimates,female,5yearly,2000,19.284497257544
934,estimates,male,5yearly,2000,17.0576670105895
934,estimates,female,5yearly,2005,19.8097173737881
934,estimates,male,5yearly,2005,17.5309526127684
934,estimates,female,5yearly,2010,20.3277137282187
934,estimates,male,5yearly,2010,17.9923575099376
934,medium_variant,female,5yearly,2015,20.8511012213817
934,medium_variant,male,5yearly,2015,18.4210849596301
934,medium_variant,female,5yearly,2020,21.3297074375992
934,medium_variant,male,5yearly,2020,18.8111511091687
934,medium_variant,female,5yearly,2025,21.8168483678672
934,medium_variant,male,5yearly,2025,19.2238207928699
934,medium_variant,female,5yearly,2030,22.2945822614742
934,medium_variant,male,5yearly,2030,19.6540060488964
934,medium_variant,female,5yearly,2035,22.7281878108093
934,medium_variant,male,5yearly,2035,20.0580433452784
934,medium_variant,female,5yearly,2040,23.1568409935982
934,medium_variant,male,5yearly,2040,20.4450111325504
934,medium_variant,female,5yearly,2045,23.5690978733973
934,medium_variant,male,5yearly,2045,20.8740761493269
934,medium_variant,female,5yearly,2050,23.9713991610043
934,medium_variant,male,5yearly,2050,21.3225503969006
934,medium_variant,female,5yearly,2055,24.3337354970604
934,medium_variant,male,5yearly,2055,21.7139130154407
934,medium_variant,female,5yearly,2060,24.6722470048845
934,medium_variant,male,5yearly,2060,22.0729854958478
934,medium_variant,female,5yearly,2065,25.0226589890285
934,medium_variant,male,5yearly,2065,22.4156978486528
934,medium_variant,female,5yearly,2070,25.3747307096237
934,medium_variant,male,5yearly,2070,22.7727965698612
934,medium_variant,female,5yearly,2075,25.7311419510155
934,medium_variant,male,5yearly,2075,23.1045451383614
934,medium_variant,female,5yearly,2080,26.0872541627731
934,medium_variant,male,5yearly,2080,23.4420556531687
934,medium_variant,female,5yearly,2085,26.4436147166235
934,medium_variant,male,5yearly,2085,23.7868968841452
934,medium_variant,female,5yearly,2090,26.8030462984304
934,medium_variant,male,5yearly,2090,24.1478528558239
934,medium_variant,female,5yearly,2095,27.1698698283889
934,medium_variant,male,5yearly,2095,24.5369760391824
934,estimates,female,5yearly,Regi,"Less developed regions, excluding least developed countries"
934,estimates,male,5yearly,Regi,"Less developed regions, excluding least developed countries"
934,medium_variant,female,5yearly,Regi,"Less developed regions, excluding least developed countries"
934,medium_variant,male,5yearly,Regi,"Less developed regions, excluding least developed countries"
