region,variant,gender,freq,year,lifeexpectancyat60
912,estimates,female,5yearly,1950,15.3274392448327
912,estimates,male,5yearly,1950,13.7329743094757
912,estimates,female,5yearly,1955,15.7625334139961
912,estimates,male,5yearly,1955,14.00410988135
912,estimates,female,5yearly,1960,16.0830587776241
912,estimates,male,5yearly,1960,14.2760105018674
912,estimates,female,5yearly,1965,16.4397681085575
912,estimates,male,5yearly,1965,14.5033456498639
912,estimates,female,5yearly,1970,16.7516698602645
912,estimates,male,5yearly,1970,14.8208340573735
912,estimates,female,5yearly,1975,17.0469941697851
912,estimates,male,5yearly,1975,15.0869284088154
912,estimates,female,5yearly,1980,17.5528246124976
912,estimates,male,5yearly,1980,15.4052602578044
912,estimates,female,5yearly,1985,17.8398238477166
912,estimates,male,5yearly,1985,15.7262799857268
912,estimates,female,5yearly,1990,18.155652402624
912,estimates,male,5yearly,1990,15.9356579237089
912,estimates,female,5yearly,1995,18.4634462828166
912,estimates,male,5yearly,1995,16.2479184339053
912,estimates,female,5yearly,2000,18.8456375972296
912,estimates,male,5yearly,2000,16.7044905232148
912,estimates,female,5yearly,2005,19.4106984625264
912,estimates,male,5yearly,2005,17.2679716087858
912,estimates,female,5yearly,2010,19.6633344327225
912,estimates,male,5yearly,2010,17.7593350303437
912,medium_variant,female,5yearly,2015,20.1829352649287
912,medium_variant,male,5yearly,2015,18.1717191588402
912,medium_variant,female,5yearly,2020,20.7154164129265
912,medium_variant,male,5yearly,2020,18.5780254421876
912,medium_variant,female,5yearly,2025,21.2426044457242
912,medium_variant,male,5yearly,2025,18.9562172360707
912,medium_variant,female,5yearly,2030,21.7641585492412
912,medium_variant,male,5yearly,2030,19.3454520851571
912,medium_variant,female,5yearly,2035,22.2589499835129
912,medium_variant,male,5yearly,2035,19.7269859606172
912,medium_variant,female,5yearly,2040,22.7249530387054
912,medium_variant,male,5yearly,2040,20.1318121831218
912,medium_variant,female,5yearly,2045,23.1800609521124
912,medium_variant,male,5yearly,2045,20.5615919945554
912,medium_variant,female,5yearly,2050,23.6249698712363
912,medium_variant,male,5yearly,2050,21.0046960440264
912,medium_variant,female,5yearly,2055,24.0369694725365
912,medium_variant,male,5yearly,2055,21.4278607443121
912,medium_variant,female,5yearly,2060,24.4071911021105
912,medium_variant,male,5yearly,2060,21.817102430313
912,medium_variant,female,5yearly,2065,24.7714486729444
912,medium_variant,male,5yearly,2065,22.1899226145206
912,medium_variant,female,5yearly,2070,25.1391750485636
912,medium_variant,male,5yearly,2070,22.5819123653447
912,medium_variant,female,5yearly,2075,25.5140044244421
912,medium_variant,male,5yearly,2075,22.9677547436743
912,medium_variant,female,5yearly,2080,25.8854302080924
912,medium_variant,male,5yearly,2080,23.3424063308484
912,medium_variant,female,5yearly,2085,26.2624897512875
912,medium_variant,male,5yearly,2085,23.7439218755597
912,medium_variant,female,5yearly,2090,26.6471844387687
912,medium_variant,male,5yearly,2090,24.1469112804759
912,medium_variant,female,5yearly,2095,27.0433969292426
912,medium_variant,male,5yearly,2095,24.5707169891374
