region,variant,gender,freq,year,lifeexpectancyat60
922,estimates,female,5yearly,1950,14.9312429692465
922,estimates,male,5yearly,1950,13.4164317357395
922,estimates,female,5yearly,1955,15.5212500433719
922,estimates,male,5yearly,1955,14.0087645593753
922,estimates,female,5yearly,1960,16.2064313610271
922,estimates,male,5yearly,1960,14.5041746607171
922,estimates,female,5yearly,1965,16.9358491838449
922,estimates,male,5yearly,1965,14.9937050341962
922,estimates,female,5yearly,1970,17.5632823602717
922,estimates,male,5yearly,1970,15.4031965067175
922,estimates,female,5yearly,1975,18.1251377851825
922,estimates,male,5yearly,1975,15.7377002326883
922,estimates,female,5yearly,1980,18.6420404641991
922,estimates,male,5yearly,1980,16.0661738724763
922,estimates,female,5yearly,1985,19.1290519033192
922,estimates,male,5yearly,1985,16.3816307987602
922,estimates,female,5yearly,1990,19.5658635668992
922,estimates,male,5yearly,1990,16.6037241434745
922,estimates,female,5yearly,1995,20.0364115525764
922,estimates,male,5yearly,1995,16.8834299717029
922,estimates,female,5yearly,2000,20.4485764639193
922,estimates,male,5yearly,2000,17.2035439904977
922,estimates,female,5yearly,2005,20.9575737576006
922,estimates,male,5yearly,2005,17.5166348325209
922,estimates,female,5yearly,2010,21.3921929648288
922,estimates,male,5yearly,2010,18.0631195750096
922,medium_variant,female,5yearly,2015,21.9306358986806
922,medium_variant,male,5yearly,2015,18.5214331912765
922,medium_variant,female,5yearly,2020,22.4600792633069
922,medium_variant,male,5yearly,2020,19.0294194727459
922,medium_variant,female,5yearly,2025,22.9379353218489
922,medium_variant,male,5yearly,2025,19.5387879182739
922,medium_variant,female,5yearly,2030,23.4006843405573
922,medium_variant,male,5yearly,2030,20.0164088866111
922,medium_variant,female,5yearly,2035,23.8278119177556
922,medium_variant,male,5yearly,2035,20.5061293519473
922,medium_variant,female,5yearly,2040,24.2307506006813
922,medium_variant,male,5yearly,2040,21.0016721017279
922,medium_variant,female,5yearly,2045,24.6003190438323
922,medium_variant,male,5yearly,2045,21.4572538598367
922,medium_variant,female,5yearly,2050,24.9584333164879
922,medium_variant,male,5yearly,2050,21.8865014927464
922,medium_variant,female,5yearly,2055,25.3199841064248
922,medium_variant,male,5yearly,2055,22.29180978626
922,medium_variant,female,5yearly,2060,25.6689422507377
922,medium_variant,male,5yearly,2060,22.7031407110289
922,medium_variant,female,5yearly,2065,26.0410121175032
922,medium_variant,male,5yearly,2065,23.1011141776321
922,medium_variant,female,5yearly,2070,26.3946523440354
922,medium_variant,male,5yearly,2070,23.4994432559576
922,medium_variant,female,5yearly,2075,26.7688610958067
922,medium_variant,male,5yearly,2075,23.8693122084169
922,medium_variant,female,5yearly,2080,27.1331745236227
922,medium_variant,male,5yearly,2080,24.2435718499618
922,medium_variant,female,5yearly,2085,27.4890702319435
922,medium_variant,male,5yearly,2085,24.6084255567336
922,medium_variant,female,5yearly,2090,27.8591621362022
922,medium_variant,male,5yearly,2090,24.9701742559694
922,medium_variant,female,5yearly,2095,28.2229738566603
922,medium_variant,male,5yearly,2095,25.3430910039234
