region,variant,gender,freq,year,lifeexpectancyat60
1503,estimates,female,5yearly,1950,18.0294703777265
1503,estimates,male,5yearly,1950,15.5472449822241
1503,estimates,female,5yearly,1955,18.6220223228546
1503,estimates,male,5yearly,1955,15.6487729943494
1503,estimates,female,5yearly,1960,19.1341129757306
1503,estimates,male,5yearly,1960,15.7195488599831
1503,estimates,female,5yearly,1965,19.5518820648035
1503,estimates,male,5yearly,1965,15.7506656972383
1503,estimates,female,5yearly,1970,20.1339031617402
1503,estimates,male,5yearly,1970,16.0756379428543
1503,estimates,female,5yearly,1975,20.925364094647
1503,estimates,male,5yearly,1975,16.6451494991174
1503,estimates,female,5yearly,1980,21.5751398480764
1503,estimates,male,5yearly,1980,17.2277698354983
1503,estimates,female,5yearly,1985,22.2092004071349
1503,estimates,male,5yearly,1985,17.8560340598742
1503,estimates,female,5yearly,1990,22.904764860711
1503,estimates,male,5yearly,1990,18.5392167362969
1503,estimates,female,5yearly,1995,23.5397279113276
1503,estimates,male,5yearly,1995,19.2384683853317
1503,estimates,female,5yearly,2000,24.3164222133312
1503,estimates,male,5yearly,2000,20.222792581713
1503,estimates,female,5yearly,2005,25.170484502561
1503,estimates,male,5yearly,2005,21.192422898811
1503,estimates,female,5yearly,2010,25.7633551439756
1503,estimates,male,5yearly,2010,21.9375682860117
1503,medium_variant,female,5yearly,2015,26.221160855567
1503,medium_variant,male,5yearly,2015,22.5996590923038
1503,medium_variant,female,5yearly,2020,26.7321029192549
1503,medium_variant,male,5yearly,2020,23.2318580937972
1503,medium_variant,female,5yearly,2025,27.2190970784954
1503,medium_variant,male,5yearly,2025,23.8481429068219
1503,medium_variant,female,5yearly,2030,27.7015058895132
1503,medium_variant,male,5yearly,2030,24.4265730137333
1503,medium_variant,female,5yearly,2035,28.1668957399619
1503,medium_variant,male,5yearly,2035,24.9838317769577
1503,medium_variant,female,5yearly,2040,28.6091268491479
1503,medium_variant,male,5yearly,2040,25.493287439014
1503,medium_variant,female,5yearly,2045,29.0433945065601
1503,medium_variant,male,5yearly,2045,25.9976572921985
1503,medium_variant,female,5yearly,2050,29.4954065050406
1503,medium_variant,male,5yearly,2050,26.4712209542259
1503,medium_variant,female,5yearly,2055,29.9299783459004
1503,medium_variant,male,5yearly,2055,26.9298047685099
1503,medium_variant,female,5yearly,2060,30.368401573067
1503,medium_variant,male,5yearly,2060,27.4092125691367
1503,medium_variant,female,5yearly,2065,30.8151360785381
1503,medium_variant,male,5yearly,2065,27.8711550273835
1503,medium_variant,female,5yearly,2070,31.2545121929774
1503,medium_variant,male,5yearly,2070,28.3223092683084
1503,medium_variant,female,5yearly,2075,31.7022370999936
1503,medium_variant,male,5yearly,2075,28.7975132058612
1503,medium_variant,female,5yearly,2080,32.154315282064
1503,medium_variant,male,5yearly,2080,29.2390707108204
1503,medium_variant,female,5yearly,2085,32.6099061844944
1503,medium_variant,male,5yearly,2085,29.6785163299475
1503,medium_variant,female,5yearly,2090,33.0703102073677
1503,medium_variant,male,5yearly,2090,30.1403242856545
1503,medium_variant,female,5yearly,2095,33.5337444213561
1503,medium_variant,male,5yearly,2095,30.5808658568742
1503,estimates,female,5yearly,Regi,High-income countries
1503,estimates,male,5yearly,Regi,High-income countries
1503,medium_variant,female,5yearly,Regi,High-income countries
1503,medium_variant,male,5yearly,Regi,High-income countries
