region,variant,gender,freq,year,lifeexpectancyat60
915,estimates,female,5yearly,1950,15.9353118030287
915,estimates,male,5yearly,1950,15.1837012355964
915,estimates,female,5yearly,1955,16.7444322290353
915,estimates,male,5yearly,1955,15.8072624284671
915,estimates,female,5yearly,1960,17.3907335385536
915,estimates,male,5yearly,1960,16.2242098174984
915,estimates,female,5yearly,1965,17.9658853237346
915,estimates,male,5yearly,1965,16.6655922995658
915,estimates,female,5yearly,1970,18.6439095110541
915,estimates,male,5yearly,1970,17.1490316386435
915,estimates,female,5yearly,1975,19.3565791028738
915,estimates,male,5yearly,1975,17.6138603053333
915,estimates,female,5yearly,1980,19.9474169641091
915,estimates,male,5yearly,1980,18.0262656549337
915,estimates,female,5yearly,1985,20.3958027216263
915,estimates,male,5yearly,1985,18.2338248418087
915,estimates,female,5yearly,1990,20.6411854850017
915,estimates,male,5yearly,1990,18.3216482891833
915,estimates,female,5yearly,1995,21.2441086167107
915,estimates,male,5yearly,1995,18.7544840727668
915,estimates,female,5yearly,2000,21.7031832303665
915,estimates,male,5yearly,2000,19.1947995931747
915,estimates,female,5yearly,2005,22.6533740851585
915,estimates,male,5yearly,2005,19.8326066893252
915,estimates,female,5yearly,2010,23.291295022661
915,estimates,male,5yearly,2010,20.3123697763541
915,medium_variant,female,5yearly,2015,23.7148835674632
915,medium_variant,male,5yearly,2015,20.7670838182263
915,medium_variant,female,5yearly,2020,24.1335647007106
915,medium_variant,male,5yearly,2020,21.1662477131402
915,medium_variant,female,5yearly,2025,24.5453967527389
915,medium_variant,male,5yearly,2025,21.6291008569275
915,medium_variant,female,5yearly,2030,24.9635191151085
915,medium_variant,male,5yearly,2030,22.0882320566315
915,medium_variant,female,5yearly,2035,25.3324856640683
915,medium_variant,male,5yearly,2035,22.4901517230318
915,medium_variant,female,5yearly,2040,25.6441761782795
915,medium_variant,male,5yearly,2040,22.793166559077
915,medium_variant,female,5yearly,2045,25.9158687157691
915,medium_variant,male,5yearly,2045,23.0322141443453
915,medium_variant,female,5yearly,2050,26.1641244314288
915,medium_variant,male,5yearly,2050,23.2766568479482
915,medium_variant,female,5yearly,2055,26.3746291611014
915,medium_variant,male,5yearly,2055,23.4821692413696
915,medium_variant,female,5yearly,2060,26.5554691088684
915,medium_variant,male,5yearly,2060,23.6859347923995
915,medium_variant,female,5yearly,2065,26.7941059622597
915,medium_variant,male,5yearly,2065,23.9146663485756
915,medium_variant,female,5yearly,2070,27.0846293510484
915,medium_variant,male,5yearly,2070,24.1889948937102
915,medium_variant,female,5yearly,2075,27.4046931878126
915,medium_variant,male,5yearly,2075,24.5285363034234
915,medium_variant,female,5yearly,2080,27.7169304799013
915,medium_variant,male,5yearly,2080,24.8422530364251
915,medium_variant,female,5yearly,2085,28.0268041228979
915,medium_variant,male,5yearly,2085,25.143804316881
915,medium_variant,female,5yearly,2090,28.364054181506
915,medium_variant,male,5yearly,2090,25.4628272314246
915,medium_variant,female,5yearly,2095,28.7267879139979
915,medium_variant,male,5yearly,2095,25.8077793417743
