region,variant,gender,freq,year,lifeexpectancyat60
921,estimates,female,5yearly,1950,12.9119667689492
921,estimates,male,5yearly,1950,12.0446872658438
921,estimates,female,5yearly,1955,13.4451165264214
921,estimates,male,5yearly,1955,12.620772590548
921,estimates,female,5yearly,1960,13.926123234125
921,estimates,male,5yearly,1960,13.1101162195853
921,estimates,female,5yearly,1965,14.4616008197347
921,estimates,male,5yearly,1965,13.5786123445414
921,estimates,female,5yearly,1970,15.0539148174933
921,estimates,male,5yearly,1970,14.0317095850136
921,estimates,female,5yearly,1975,15.6066276271349
921,estimates,male,5yearly,1975,14.3068467043872
921,estimates,female,5yearly,1980,15.801603404836
921,estimates,male,5yearly,1980,14.4475330822382
921,estimates,female,5yearly,1985,15.9720418384223
921,estimates,male,5yearly,1985,14.6492639747013
921,estimates,female,5yearly,1990,16.6534520592938
921,estimates,male,5yearly,1990,15.1430402498434
921,estimates,female,5yearly,1995,17.3351980025155
921,estimates,male,5yearly,1995,15.7320387832775
921,estimates,female,5yearly,2000,17.6719701297818
921,estimates,male,5yearly,2000,16.1969793880496
921,estimates,female,5yearly,2005,17.9654280392568
921,estimates,male,5yearly,2005,16.7001287129251
921,estimates,female,5yearly,2010,18.6654466724549
921,estimates,male,5yearly,2010,17.1923689647735
921,medium_variant,female,5yearly,2015,19.0790627413267
921,medium_variant,male,5yearly,2015,17.4932804610296
921,medium_variant,female,5yearly,2020,19.4681233056641
921,medium_variant,male,5yearly,2020,17.7219984506617
921,medium_variant,female,5yearly,2025,19.8327890661054
921,medium_variant,male,5yearly,2025,17.9370129066567
921,medium_variant,female,5yearly,2030,20.2037113177788
921,medium_variant,male,5yearly,2030,18.234941407674
921,medium_variant,female,5yearly,2035,20.5780883067464
921,medium_variant,male,5yearly,2035,18.5251405831756
921,medium_variant,female,5yearly,2040,21.0778560886331
921,medium_variant,male,5yearly,2040,18.8513642600139
921,medium_variant,female,5yearly,2045,21.5565965361081
921,medium_variant,male,5yearly,2045,19.1962389985398
921,medium_variant,female,5yearly,2050,22.0362360699521
921,medium_variant,male,5yearly,2050,19.5355886718938
921,medium_variant,female,5yearly,2055,22.4871738114354
921,medium_variant,male,5yearly,2055,19.8713248475045
921,medium_variant,female,5yearly,2060,22.9041194215028
921,medium_variant,male,5yearly,2060,20.2256026532455
921,medium_variant,female,5yearly,2065,23.3385929300714
921,medium_variant,male,5yearly,2065,20.5740461950751
921,medium_variant,female,5yearly,2070,23.7644389766383
921,medium_variant,male,5yearly,2070,20.9581469691642
921,medium_variant,female,5yearly,2075,24.1884983187061
921,medium_variant,male,5yearly,2075,21.3471235784846
921,medium_variant,female,5yearly,2080,24.6215417062262
921,medium_variant,male,5yearly,2080,21.7512936566847
921,medium_variant,female,5yearly,2085,25.0470964729481
921,medium_variant,male,5yearly,2085,22.2078093093235
921,medium_variant,female,5yearly,2090,25.4609515967747
921,medium_variant,male,5yearly,2090,22.6792925897872
921,medium_variant,female,5yearly,2095,25.9052551535836
921,medium_variant,male,5yearly,2095,23.1833420982722
921,estimates,female,5yearly,Regi,South-Central Asia
921,estimates,male,5yearly,Regi,South-Central Asia
921,medium_variant,female,5yearly,Regi,South-Central Asia
921,medium_variant,male,5yearly,Regi,South-Central Asia
